Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
1.0382,1538.5,6448.623,4.1915
1.0384,1651,6920.167,4.1915
1.0386,1640.5,6877.7964,4.1925
1.0388,1658.5,6953.2612,4.1925
1.0390,1662.5,6970.0312,4.1925
1.0392,1648.5,6911.3364,4.1925
1.0394,1593.5,6680.749,4.1925
1.0396,1582.5,6633.0488,4.1915
1.0398,1622.5,6799.0859,4.1905
1.0400,1667,6988.8975,4.1925
1.0402,1660.5,6959.9858,4.1915
1.0404,1645,6895.0176,4.1915
1.0406,1703,7138.125,4.1915
1.0408,1690.5,7087.4214,4.1925
1.0410,1648,6907.5923,4.1915
1.0412,1623,6802.8047,4.1915
1.0414,1620.5,6792.3262,4.1915
1.0416,1635.5,6855.1987,4.1915
1.0418,1618,6783.4653,4.1925
1.0420,1470,6160.0347,4.1905
1.0422,1512,6336.0356,4.1905
1.0424,1594.5,6686.5356,4.1935
1.0426,1577,6611.5728,4.1925
1.0428,1544.5,6475.3164,4.1925
1.0430,1549.5,6493.1792,4.1905
1.0432,1740.5,7293.5649,4.1905
1.0434,1765,7397.998,4.1915
1.0436,1738,7283.0884,4.1905
1.0438,1681.5,7053.8926,4.195
1.0440,1346.5,5646.5479,4.1935
1.0442,1370,5743.7251,4.1925
1.0444,1439,6033.0078,4.1925
1.0446,1431,5999.4678,4.1925
1.0448,1457.5,6110.5688,4.1925
1.0450,1480,6204.9004,4.1925
1.0452,1440,6037.2002,4.1925
1.0454,1427,5982.6978,4.1925
1.0456,1450.5,6079.771,4.1915
1.0458,1591.5,6668.3853,4.19
1.0460,1717,7195.0879,4.1905
1.0462,1665.5,6984.2744,4.1935
1.0464,1557,6526.166,4.1915
1.0466,1563.5,6556.5371,4.1935
1.0468,1247,5235.5298,4.1985
1.0470,737,3089.1357,4.1915
1.0472,787.5,3299.625,4.19
1.0474,974.5,4085.5913,4.1925
1.0476,888.5,3723.259,4.1905
1.0478,1154.5,4837.9321,4.1905
1.0480,1309.5,5490.0791,4.1925
1.0482,1342,5624.9932,4.1915
1.0484,1343.5,5632.624,4.1925
1.0486,1324,5550.8701,4.1925
1.0488,1316.5,5519.4263,4.1925
1.0490,1320.5,5536.1963,4.1925
1.0492,1318.5,5526.4932,4.1915
1.0494,1300,5448.9502,4.1915
1.0496,1306.5,5477.5015,4.1925
1.0498,1319,5529.9077,4.1925
1.0500,1300,5448.9502,4.1915
1.0502,1334,5591.4614,4.1915
1.0504,1299.5,5448.1538,4.1925
1.0506,1302,5458.6353,4.1925
1.0508,1304.5,5469.1162,4.1925
1.0510,1306,5475.4053,4.1925
1.0512,1325,5555.0625,4.1925
1.0514,1358.5,5695.5112,4.1925
1.0516,1358.5,5695.5112,4.1925
1.0518,1352.5,5669.0039,4.1915
1.0520,1330.5,5576.791,4.1915
1.0522,1357,5690.5796,4.1935
1.0524,1358,5692.0571,4.1915
1.0526,1350.5,5661.9712,4.1925
1.0528,1334.5,5593.5571,4.1915
1.0530,1361,5705.9927,4.1925
1.0532,1366,5726.9551,4.1925
1.0534,1358,5692.0571,4.1915
1.0536,1333,5587.2695,4.1915
1.0538,1361.5,5709.4502,4.1935
1.0540,1317.5,5523.6191,4.1925
1.0542,1271,5328.6675,4.1925
1.0544,1272,5336.04,4.195
1.0546,1215.5,5095.9839,4.1925
1.0548,1286,5391.5552,4.1925
1.0550,1143.5,4794.124,4.1925
1.0552,1219.5,5111.5347,4.1915
1.0554,1305,5472.5176,4.1935
1.0556,1243,5210.0347,4.1915
1.0558,1337,5605.3726,4.1925
1.0560,1269.5,5324.2827,4.194
1.0562,1252.5,5248.6011,4.1905
1.0564,1300.5,5449.7451,4.1905
1.0566,1272,5331.5884,4.1915
1.0568,1333.5,5590.6987,4.1925
1.0570,1277.5,5355.9189,4.1925
1.0572,1324,5549.5464,4.1915
1.0574,1322.5,5543.2588,4.1915
1.0576,1321.5,5539.0674,4.1915
1.0578,1298,5441.8652,4.1925
1.0580,1145.5,4802.5088,4.1925
1.0582,1127,4724.9478,4.1925
1.0584,1121.5,4703.0103,4.1935
1.0586,1102,4619.0332,4.1915
1.0588,1139.5,4774.5049,4.19
1.0590,1347,5645.9507,4.1915
1.0592,1385.5,5807.3237,4.1915
1.0594,1361.5,5708.0889,4.1925
1.0596,1367,5731.1475,4.1925
1.0598,1357,5689.2227,4.1925
1.0600,1322,5541.1631,4.1915
1.0602,1277,5352.5459,4.1915
1.0604,1349,5654.334,4.1915
1.0606,1364,5718.5703,4.1925
1.0608,1363,5714.3774,4.1925
1.0610,1347,5645.9507,4.1915
1.0612,1355.5,5681.5786,4.1915
1.0614,1346.5,5646.5479,4.1935
1.0616,1361.5,5708.0889,4.1925
1.0618,1359.5,5699.7041,4.1925
1.0620,1355,5680.8379,4.1925
1.0622,1374,5759.1211,4.1915
1.0624,1373,5754.9297,4.1915
1.0626,1363.5,5716.4741,4.1925
1.0628,1354.5,5678.7412,4.1925
1.0630,1376,5768.8804,4.1925
1.0632,1374.5,5762.5913,4.1925
1.0634,1364.5,5720.6665,4.1925
1.0636,1357,5687.8657,4.1915
1.0638,1369,5739.5327,4.1925
1.0640,1352.5,5670.3564,4.1925
1.0642,1334,5592.7949,4.1925
1.0644,1324.5,5552.9663,4.1925
1.0646,1342,5626.335,4.1925
1.0648,1340,5617.9502,4.1925
1.0650,1342,5624.9932,4.1915
1.0652,1303.5,5463.6206,4.1915
1.0654,1346,5641.7593,4.1915
1.0656,1342,5626.335,4.1925
1.0658,1343.5,5632.624,4.1925
1.0660,1316,5516.0142,4.1915
1.0662,1338,5609.5649,4.1925
1.0664,1337.5,5606.1313,4.1915
1.0666,1349,5650.9609,4.189
1.0668,1492,6253.7183,4.1915
1.0670,1466.5,6146.835,4.1915
1.0672,1434,6010.6113,4.1915
1.0674,1421,5957.5425,4.1925
1.0676,1424,5970.1201,4.1925
1.0678,1451.5,6083.9624,4.1915
1.0680,1481,6209.0928,4.1925
1.0682,1474.5,6180.3672,4.1915
1.0684,1467.5,6152.4941,4.1925
1.0686,1450,6079.125,4.1925
1.0688,1479,6200.7075,4.1925
1.0690,1474.5,6180.3672,4.1915
1.0692,1471.5,6169.2642,4.1925
1.0694,1453,6091.7026,4.1925
1.0696,1484.5,6223.7666,4.1925
1.0698,1482,6211.8032,4.1915
1.0700,1420.5,5954.0259,4.1915
1.0702,1466,6146.2051,4.1925
1.0704,1470.5,6165.0713,4.1925
1.0706,1573,6596.3755,4.1935
1.0708,1515.5,6353.7339,4.1925
1.0710,1469,6157.314,4.1915
1.0712,1469.5,6160.8789,4.1925
1.0714,1485,6224.3779,4.1915
1.0716,1480.5,6206.9966,4.1925
1.0718,1467,6148.9307,4.1915
1.0720,1466.5,6148.3013,4.1925
1.0722,1476.5,6188.75,4.1915
1.0724,1463.5,6134.2607,4.1915
1.0726,1444.5,6054.6221,4.1915
1.0728,1432.5,6005.7563,4.1925
1.0730,1448.5,6071.3882,4.1915
1.0732,1448.5,6071.3882,4.1915
1.0734,1445,6058.1626,4.1925
1.0736,1425.5,5976.4087,4.1925
1.0738,1484.5,6222.2822,4.1915
1.0740,1538,6448.0649,4.1925
1.0742,1396.5,5853.4302,4.1915
1.0744,1427,5981.271,4.1915
1.0746,1584.5,6641.4321,4.1915
1.0748,1620.5,6792.3262,4.1915
1.0750,1569,6578.0327,4.1925
1.0752,1573.5,6595.3257,4.1915
1.0754,1592.5,6674.9639,4.1915
1.0756,1617,6779.2725,4.1925
1.0758,1667.5,6989.3267,4.1915
1.0760,1778.5,7458.1396,4.1935
1.0762,1662.5,6968.3691,4.1915
1.0764,1624,6808.6201,4.1925
1.0766,1623.5,6806.5239,4.1925
1.0768,1609,6744.124,4.1915
1.0770,1606.5,6733.645,4.1915
1.0772,1627.5,6821.6665,4.1915
1.0774,1632,6840.5283,4.1915
1.0776,1618.5,6783.9429,4.1915
1.0778,1606.5,6733.645,4.1915
1.0780,1632.5,6842.624,4.1915
1.0782,1651.5,6922.2627,4.1915
1.0784,1664.5,6976.752,4.1915
1.0786,1643,6886.6348,4.1915
1.0788,1659,6955.3579,4.1925
1.0790,1629.5,6827.605,4.19
1.0792,1735,7273.9878,4.1925
1.0794,1653,6928.5498,4.1915
1.0796,1668,6994.7583,4.1935
1.0798,1434.5,6014.1416,4.1925
1.0800,1213,5082.4702,4.19
1.0802,1334.5,5593.5571,4.1915
1.0804,1322,5547.1123,4.196
1.0806,1103,4623.2246,4.1915
1.0808,1141,4785.3535,4.194
1.0810,855,3584.5876,4.1925
1.0812,768.5,3221.9363,4.1925
1.0814,874,3661.186,4.189
1.0816,1214.5,5091.7915,4.1925
1.0818,1265,5303.5127,4.1925
1.0820,1282,5374.7852,4.1925
1.0822,1230,5156.7749,4.1925
1.0824,1310.5,5494.2715,4.1925
1.0826,1359.5,5699.7041,4.1925
1.0828,1365,5722.7627,4.1925
1.0830,1359,5696.2485,4.1915
1.0832,1351,5662.7168,4.1915
1.0834,1356.5,5687.1265,4.1925
1.0836,1325,5555.0625,4.1925
1.0838,1327.5,5565.5439,4.1925
1.0840,1333,5588.6025,4.1925
1.0842,1334,5592.7949,4.1925
1.0844,1346,5641.7593,4.1915
1.0846,1389,5821.9937,4.1915
1.0848,1394,5844.3452,4.1925
1.0850,1391.5,5833.8638,4.1925
1.0852,1368,5733.9722,4.1915
1.0854,1387,5814.9976,4.1925
1.0856,1397.5,5859.019,4.1925
1.0858,1390.5,5829.6714,4.1925
1.0860,1372.5,5752.834,4.1915
1.0862,1391,5830.377,4.1915
1.0864,1400,5868.1001,4.1915
1.0866,1390.5,5831.062,4.1935
1.0868,1319,5529.9077,4.1925
1.0870,1377,5773.0728,4.1925
1.0872,1392,5835.96,4.1925
1.0874,1393.5,5842.249,4.1925
1.0876,1382.5,5796.1313,4.1925
1.0878,1377.5,5775.1689,4.1925
1.0880,1395.5,5849.2383,4.1915
1.0882,1397,5855.5259,4.1915
1.0884,1385.5,5808.709,4.1925
1.0886,1377,5771.6958,4.1915
1.0888,1399,5863.9087,4.1915
1.0890,1383.5,5798.9404,4.1915
1.0892,1360,5701.8003,4.1925
1.0894,1344.5,5636.8164,4.1925
1.0896,1363,5714.3774,4.1925
1.0898,1368.5,5736.0679,4.1915
1.0900,1386.5,5811.5151,4.1915
1.0902,1527.5,6402.5166,4.1915
1.0904,1477,6190.8457,4.1915
1.0906,1444.5,6054.6221,4.1915
1.0908,1365.5,5724.8589,4.1925
1.0910,1343,5629.1846,4.1915
1.0912,1365.5,5724.8589,4.1925
1.0914,1369.5,5741.6289,4.1925
1.0916,1365,5722.7627,4.1925
1.0918,1346,5641.7593,4.1915
1.0920,1367,5731.1475,4.1925
1.0922,1391,5831.7676,4.1925
1.0924,1389.5,5824.0894,4.1915
1.0926,1373,5756.3027,4.1925
1.0928,1405,5889.0576,4.1915
1.0930,1368,5735.3403,4.1925
1.0932,1391,5833.1587,4.1935
1.0934,1374.5,5762.5913,4.1925
1.0936,1376,5767.5044,4.1915
1.0938,1395.5,5850.6338,4.1925
1.0940,1392.5,5836.6641,4.1915
1.0942,1383.5,5798.9404,4.1915
1.0944,1385.5,5808.709,4.1925
1.0946,1404,5886.27,4.1925
1.0948,1397,5855.5259,4.1915
1.0950,1385,5806.6128,4.1925
1.0952,1377,5771.6958,4.1915
1.0954,1395,5848.5376,4.1925
1.0956,1399.5,5866.0044,4.1915
1.0958,1390,5826.1851,4.1915
1.0960,1378.5,5779.3613,4.1925
1.0962,1396.5,5856.2227,4.1935
1.0964,1403,5880.6748,4.1915
1.0966,1396,5852.73,4.1925
1.0968,1375,5763.313,4.1915
1.0970,1398,5861.1152,4.1925
1.0972,1396.5,5854.8262,4.1925
1.0974,1363,5715.7407,4.1935
1.0976,1339.5,5614.5146,4.1915
1.0978,1368,5735.3403,4.1925
1.0980,1367,5729.7808,4.1915
1.0982,1368,5735.3403,4.1925
1.0984,1342,5624.9932,4.1915
1.0986,1363.5,5716.4741,4.1925
1.0988,1368,5735.3403,4.1925
1.0990,1365.5,5724.8589,4.1925
1.0992,1344.5,5636.8164,4.1925
1.0994,1355.5,5682.9341,4.1925
1.0996,1365.5,5724.8589,4.1925
1.0998,1362.5,5710.9189,4.1915
1.1000,1351,5662.7168,4.1915
1.1002,1341,5622.1426,4.1925
1.1004,1343,5630.5278,4.1925
1.1006,1340.5,5620.0464,4.1925
1.1008,1346,5643.105,4.1925
1.1010,1363.5,5715.1104,4.1915
1.1012,1406.5,5896.7515,4.1925
1.1014,1406.5,5895.3452,4.1915
1.1016,1390.5,5829.6714,4.1925
1.1018,1373.5,5757.0254,4.1915
1.1020,1393.5,5842.249,4.1925
1.1022,1398.5,5863.2114,4.1925
1.1024,1387,5814.9976,4.1925
1.1026,1376,5767.5044,4.1915
1.1028,1399.5,5867.4038,4.1925
1.1030,1413,5922.5898,4.1915
1.1032,1411,5914.2065,4.1915
1.1034,1387,5814.9976,4.1925
1.1036,1399,5865.3076,4.1925
1.1038,1412,5919.8101,4.1925
1.1040,1421.5,5959.6387,4.1925
1.1042,1449,6074.9326,4.1925
1.1044,1479.5,6202.8037,4.1925
1.1046,1436,6020.4302,4.1925
1.1048,1408.5,5905.1362,4.1925
1.1050,1385,5806.6128,4.1925
1.1052,1396,5852.73,4.1925
1.1054,1415,5932.3877,4.1925
1.1056,1385.5,5807.3237,4.1915
1.1058,1354,5676.645,4.1925
1.1060,1354.5,5678.7412,4.1925
1.1062,1371.5,5750.0137,4.1925
1.1064,1365.5,5724.8589,4.1925
1.1066,1355.5,5682.9341,4.1925
1.1068,1349.5,5656.4297,4.1915
1.1070,1367,5731.1475,4.1925
1.1072,1367,5729.7808,4.1915
1.1074,1357,5689.2227,4.1925
1.1076,1347.5,5648.0464,4.1915
1.1078,1365.5,5723.4937,4.1915
1.1080,1368,5735.3403,4.1925
1.1082,1361.5,5708.0889,4.1925
1.1084,1345.5,5641.0088,4.1925
1.1086,1378,5775.8872,4.1915
1.1088,1390.5,5828.2812,4.1915
1.1090,1388,5817.8022,4.1915
1.1092,1369,5738.1636,4.1915
1.1094,1389.5,5824.0894,4.1915
1.1096,1391,5830.377,4.1915
1.1098,1485,6227.3477,4.1935
1.1100,1361.5,5708.0889,4.1925
1.1102,1266.5,5305.3687,4.189
1.1104,1517,6360.0225,4.1925
1.1106,1538,6448.0649,4.1925
1.1108,1546,6480.0591,4.1915
1.1110,1510.5,6332.7715,4.1925
1.1112,1536,6438.1445,4.1915
1.1114,1535,6435.4878,4.1925
1.1116,1515,6350.1226,4.1915
1.1118,1527,6400.4209,4.1915
1.1120,1538,6446.5273,4.1915
1.1122,1539,6452.2578,4.1925
1.1124,1518.5,6364.793,4.1915
1.1126,1520.5,6374.6963,4.1925
1.1128,1400.5,5870.1958,4.1915
1.1130,1272,5337.312,4.196
1.1132,1008.9999,4229.2236,4.1915
1.1134,1088.5,4563.5361,4.1925
1.1136,979,4102.0103,4.19
1.1138,1312,5497.2803,4.19
1.1140,1471.5,6169.2642,4.1925
1.1142,1475,6182.4629,4.1915
1.1144,1480,6203.4204,4.1915
1.1146,1482,6211.8032,4.1915
1.1148,1473,6174.0796,4.1915
1.1150,1459,6115.3989,4.1915
1.1152,1481.5,6209.7075,4.1915
1.1154,1481.5,6211.189,4.1925
1.1156,1476.5,6188.75,4.1915
1.1158,1461,6122.3203,4.1905
1.1160,1484,6220.186,4.1915
1.1162,1489.5,6243.2397,4.1915
1.1164,1494.5,6265.6914,4.1925
1.1166,1480,6203.4204,4.1915
1.1168,1468.5,6155.2183,4.1915
1.1170,1471,6168.6387,4.1935
1.1172,1469.5,6160.8789,4.1925
1.1174,1469.5,6159.4097,4.1915
1.1176,1507,6316.5908,4.1915
1.1178,1528,6404.6123,4.1915
1.1180,1524,6387.8462,4.1915
1.1182,1508,6322.29,4.1925
1.1184,1504.5,6307.6162,4.1925
1.1186,1543,6467.4849,4.1915
1.1188,1515.5,6355.2495,4.1935
1.1190,1386,5812.1909,4.1935
1.1192,1371.5,5751.3853,4.1935
1.1194,1301,5457.6953,4.195
1.1196,1221.5,5118.6953,4.1905
1.1198,1358,5692.0571,4.1915
1.1200,1373.5,5759.7725,4.1935
1.1202,1272,5334.1318,4.1935
1.1204,1273.5,5335.9648,4.19
1.1206,1340,5619.29,4.1935
1.1208,1292.5,5420.0986,4.1935
1.1210,1308,5482.4824,4.1915
1.1212,1361,5703.27,4.1905
1.1214,1342,5629.6904,4.195
1.1216,1322,5541.1631,4.1915
1.1218,1360,5701.8003,4.1925
1.1220,1360.5,5703.8965,4.1925
1.1222,1334,5592.7949,4.1925
1.1224,1308.5,5484.5781,4.1915
1.1226,1326,5559.2554,4.1925
1.1228,1329.5,5573.9287,4.1925
1.1230,1335,5596.9878,4.1925
1.1232,1307.5,5481.6938,4.1925
1.1234,1326,5557.9292,4.1915
1.1236,1330.5,5576.791,4.1915
1.1238,1329,5571.8325,4.1925
1.1240,1316,5517.3301,4.1925
1.1242,1317,5521.5225,4.1925
1.1244,1334,5591.4614,4.1915
1.1246,1329.5,5573.9287,4.1925
1.1248,1320,5534.1001,4.1925
1.1250,1313,5503.4399,4.1915
1.1252,1353.5,5674.5488,4.1925
1.1254,1354,5675.291,4.1915
1.1256,1349.5,5657.7788,4.1925
1.1258,1335,5596.9878,4.1925
1.1260,1358.5,5695.5112,4.1925
1.1262,1352.5,5670.3564,4.1925
1.1264,1351.5,5666.1641,4.1925
1.1266,1330.5,5578.1216,4.1925
1.1268,1360.5,5703.8965,4.1925
1.1270,1356,5685.0303,4.1925
1.1272,1357,5687.8657,4.1915
1.1274,1337.5,5606.1313,4.1915
1.1276,1370,5743.7251,4.1925
1.1278,1356.5,5687.1265,4.1925
1.1280,1362,5710.1851,4.1925
1.1282,1331,5578.8867,4.1915
1.1284,1360.5,5703.8965,4.1925
1.1286,1361.5,5706.7275,4.1915
1.1288,1383.5,5800.3237,4.1925
1.1290,1319.5,5530.6846,4.1915
1.1292,1358,5693.415,4.1925
1.1294,1362.5,5712.2812,4.1925
1.1296,1352.5,5670.3564,4.1925
1.1298,1333.5,5589.3657,4.1915
1.1300,1327,5562.1206,4.1915
1.1302,1355,5680.8379,4.1925
1.1304,1339,5613.7578,4.1925
1.1306,1312,5500.5601,4.1925
1.1308,1323,5546.6777,4.1925
1.1310,1329,5571.8325,4.1925
1.1312,1338,5609.5649,4.1925
1.1314,1315.5,5513.9185,4.1915
1.1316,1320,5534.1001,4.1925
1.1318,1331,5580.2178,4.1925
1.1320,1333.5,5590.6987,4.1925
1.1322,1317.5,5523.6191,4.1925
1.1324,1315.5,5515.2339,4.1925
1.1326,1327.5,5564.2163,4.1915
1.1328,1330.5,5578.1216,4.1925
1.1330,1334,5592.7949,4.1925
1.1332,1307.5,5481.6938,4.1925
1.1334,1306.5,5476.1948,4.1915
1.1336,1307,5478.2905,4.1915
1.1338,1307,5478.2905,4.1915
1.1340,1312.5,5501.3442,4.1915
1.1342,1355,5680.8379,4.1925
1.1344,1359.5,5699.7041,4.1925
1.1346,1357.5,5691.3188,4.1925
1.1348,1332.5,5586.5063,4.1925
1.1350,1350,5659.875,4.1925
1.1352,1359.5,5699.7041,4.1925
1.1354,1359.5,5699.7041,4.1925
1.1356,1335.5,5597.7485,4.1915
1.1358,1357.5,5691.3188,4.1925
1.1360,1365,5722.7627,4.1925
1.1362,1367.5,5733.2441,4.1925
1.1364,1342,5624.9932,4.1915
1.1366,1346,5643.105,4.1925
1.1368,1359,5697.6074,4.1925
1.1370,1359.5,5699.7041,4.1925
1.1372,1352.5,5670.3564,4.1925
1.1374,1339.5,5614.5146,4.1915
1.1376,1363,5714.3774,4.1925
1.1378,1365,5722.7627,4.1925
1.1380,1351.5,5666.1641,4.1925
1.1382,1342.5,5628.4316,4.1925
1.1384,1358.5,5695.5112,4.1925
1.1386,1354.5,5678.7412,4.1925
1.1388,1325,5553.7378,4.1915
1.1390,1309,5485.3643,4.1905
1.1392,1331,5578.8867,4.1915
1.1394,1330,5574.6953,4.1915
1.1396,1327,5563.4478,4.1925
1.1398,1309,5486.6738,4.1915
1.1400,1401.5,5875.7891,4.1925
1.1402,1478,6195.0371,4.1915
1.1404,1432.5,6005.7563,4.1925
1.1406,1314.5,5509.7271,4.1915
1.1408,1325.5,5555.8335,4.1915
1.1410,1331.5,5582.314,4.1925
1.1412,1333.5,5590.6987,4.1925
1.1414,1312.5,5501.3442,4.1915
1.1416,1330,5576.0254,4.1925
1.1418,1350.5,5660.6211,4.1915
1.1420,1357,5689.2227,4.1925
1.1422,1335,5595.6528,4.1915
1.1424,1341,5622.1426,4.1925
1.1426,1351,5664.0679,4.1925
1.1428,1349,5655.6826,4.1925
1.1430,1332,5584.4102,4.1925
1.1432,1331.5,5580.9824,4.1915
1.1434,1349,5655.6826,4.1925
1.1436,1348,5650.1421,4.1915
1.1438,1338,5609.5649,4.1925
1.1440,1339.5,5614.5146,4.1915
1.1442,1355,5680.8379,4.1925
1.1444,1352.5,5670.3564,4.1925
1.1446,1342.5,5628.4316,4.1925
1.1448,1304,5467.02,4.1925
1.1450,1118.5,4690.4297,4.1935
1.1452,990.5,4152.6714,4.1925
1.1454,1121,4702.5952,4.195
1.1456,824,3452.5601,4.19
1.1458,1101.5,4616.9375,4.1915
1.1460,1228,5147.1621,4.1915
1.1462,1337.5,5607.4688,4.1925
1.1464,1348,5650.1421,4.1915
1.1466,1373,5756.3027,4.1925
1.1468,1385,5806.6128,4.1925
1.1470,1299.5,5448.1538,4.1925
1.1472,1299,5446.0576,4.1925
1.1474,1318,5524.3975,4.1915
1.1476,1321,5538.2925,4.1925
1.1478,1320.5,5536.1963,4.1925
1.1480,1301,5453.1416,4.1915
1.1482,1319,5528.5889,4.1915
1.1484,1330,5576.0254,4.1925
1.1486,1325.5,5557.1587,4.1925
1.1488,1308.5,5485.8862,4.1925
1.1490,1317.5,5523.6191,4.1925
1.1492,1323,5546.6777,4.1925
1.1494,1186.5,4975.5879,4.1935
1.1496,1094,4585.501,4.1915
1.1498,1280,5365.1201,4.1915
1.1500,1400,5869.5,4.1925
1.1502,1444,6053.9702,4.1925
1.1504,1443.5,6050.4307,4.1915
1.1506,1468,6153.1221,4.1915
1.1508,1503,6301.3276,4.1925
1.1510,1503.5,6303.4238,4.1925
1.1512,1496,6271.98,4.1925
1.1514,1473.5,6176.1753,4.1915
1.1516,1500.5,6289.3462,4.1915
1.1518,1503,6299.8247,4.1915
1.1520,1498.5,6282.4614,4.1925
1.1522,1482,6211.8032,4.1915
1.1524,1509,6324.9736,4.1915
1.1526,1512,6339.0601,4.1925
1.1528,1510,6329.165,4.1915
1.1530,1493,6257.9097,4.1915
1.1532,1501,6291.4419,4.1915
1.1534,1511,6333.3569,4.1915
1.1536,1512,6337.5483,4.1915
1.1538,1489,6242.6328,4.1925
1.1540,1504.5,6306.1118,4.1915
1.1542,1513,6341.7397,4.1915
1.1544,1511.5,6336.9639,4.1925
1.1546,1513,6343.2524,4.1925
1.1548,1509,6327.9917,4.1935
1.1550,1376,5768.8804,4.1925
1.1552,1354.5,5678.7412,4.1925
1.1554,1253,5256.3354,4.195
1.1556,1158.5,4857.0112,4.1925
1.1558,1329.5,5572.5996,4.1915
1.1560,1338.5,5611.6616,4.1925
1.1562,1319.5,5532.0039,4.1925
1.1564,1319,5528.5889,4.1915
1.1566,1332,5584.4102,4.1925
1.1568,1340.5,5620.0464,4.1925
1.1570,1326,5559.2554,4.1925
1.1572,1317,5520.2056,4.1915
1.1574,1331,5578.8867,4.1915
1.1576,1341.5,5624.2388,4.1925
1.1578,1327,5563.4478,4.1925
1.1580,1326,5559.2554,4.1925
1.1582,1346.5,5643.855,4.1915
1.1584,1364,5717.2061,4.1915
1.1586,1354,5676.645,4.1925
1.1588,1339,5613.7578,4.1925
1.1590,1352,5666.9082,4.1915
1.1592,1365.5,5724.8589,4.1925
1.1594,1353,5672.4526,4.1925
1.1596,1340.5,5620.0464,4.1925
1.1598,1348,5651.4902,4.1925
1.1600,1339,5612.4189,4.1915
1.1602,1363,5713.0146,4.1915
1.1604,1350.5,5661.9712,4.1925
1.1606,1361,5705.9927,4.1925
1.1608,1366,5726.9551,4.1925
1.1610,1365,5722.7627,4.1925
1.1612,1347.5,5648.0464,4.1915
1.1614,1350.5,5661.9712,4.1925
1.1616,1362,5708.8232,4.1915
1.1618,1354.5,5677.3872,4.1915
1.1620,1354.5,5678.7412,4.1925
1.1622,1346.5,5642.5078,4.1905
1.1624,1401.5,5875.7891,4.1925
1.1626,1372,5748.6802,4.19
1.1628,1405.5,5892.5591,4.1925
1.1630,1369.5,5740.2593,4.1915
1.1632,1417,5942.1895,4.1935
1.1634,1350,5659.875,4.1925
1.1636,1364,5717.2061,4.1915
1.1638,1364,5717.2061,4.1915
1.1640,1416.5,5938.6763,4.1925
1.1642,1418,5944.9653,4.1925
1.1644,1393.5,5842.249,4.1925
1.1646,1349.5,5657.7788,4.1925
1.1648,1382.5,5796.1313,4.1925
1.1650,1334.5,5594.8916,4.1925
1.1652,1351,5664.0679,4.1925
1.1654,1350,5659.875,4.1925
1.1656,1277.5,5359.1128,4.195
1.1658,1262.5,5291.769,4.1915
1.1660,1340.5,5616.6953,4.19
1.1662,1389.5,5826.8682,4.1935
1.1664,1369.5,5741.6289,4.1925
1.1666,1361.5,5708.0889,4.1925
1.1668,1348,5648.1201,4.19
1.1670,1428.5,5988.9863,4.1925
1.1672,1400.5,5868.7949,4.1905
1.1674,1440.5,6037.856,4.1915
1.1676,1415,5933.8027,4.1935
1.1678,1384,5802.4199,4.1925
1.1680,1364,5718.5703,4.1925
1.1682,1400.5,5871.5962,4.1925
1.1684,1355.5,5682.9341,4.1925
1.1686,1337.5,5607.4688,4.1925
1.1688,1330,5576.0254,4.1925
1.1690,1354,5675.291,4.1915
1.1692,1355.5,5682.9341,4.1925
1.1694,1341,5622.1426,4.1925
1.1696,1329,5570.5039,4.1915
1.1698,1343.5,5632.624,4.1925
1.1700,1329,5570.5039,4.1915
1.1702,1353,5672.4526,4.1925
1.1704,1346,5641.7593,4.1915
1.1706,1380,5785.6504,4.1925
1.1708,1352.5,5669.0039,4.1915
1.1710,1371.5,5751.3853,4.1935
1.1712,1351,5662.7168,4.1915
1.1714,1370,5743.7251,4.1925
1.1716,1387,5814.9976,4.1925
1.1718,1385.5,5808.709,4.1925
1.1720,1357,5687.8657,4.1915
1.1722,1383.5,5798.9404,4.1915
1.1724,1371.5,5748.6426,4.1915
1.1726,1360.5,5703.8965,4.1925
1.1728,1361.5,5708.0889,4.1925
1.1730,1368,5733.9722,4.1915
1.1732,1377,5773.0728,4.1925
1.1734,1378,5777.2651,4.1925
1.1736,1352.5,5669.0039,4.1915
1.1738,1361.5,5706.7275,4.1915
1.1740,1424.5,5970.792,4.1915
1.1742,1433,6006.4199,4.1915
1.1744,1440,6035.7603,4.1915
1.1746,1431.5,6001.564,4.1925
1.1748,1454.5,6096.5371,4.1915
1.1750,1443,6048.335,4.1915
1.1752,1423,5965.9277,4.1925
1.1754,1378,5775.8872,4.1915
1.1756,1387.5,5817.0938,4.1925
1.1758,1412,5919.8101,4.1925
1.1760,1411.5,5917.7139,4.1925
1.1762,1380,5784.27,4.1915
1.1764,1394,5844.3452,4.1925
1.1766,1399.5,5867.4038,4.1925
1.1768,1381.5,5791.939,4.1925
1.1770,1368,5735.3403,4.1925
1.1772,1388,5825.436,4.197
1.1774,1134.5,4757.5259,4.1935
1.1776,1185,4969.8896,4.194
1.1778,1107.5,4642.0864,4.1915
1.1780,1116.5,4683.7178,4.195
1.1782,888,3719.832,4.189
1.1784,1175.5,4928.2837,4.1925
1.1786,1328,5566.312,4.1915
1.1788,1414,5928.1953,4.1925
1.1790,1409,5907.2324,4.1925
