Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
18.1034,508.5,2131.8862,4.1925
18.1036,529,2217.8325,4.1925
18.1038,533,2234.6025,4.1925
18.1040,517,2167.5225,4.1925
18.1042,474,1988.4301,4.195
18.1044,361,1513.8535,4.1935
18.1046,349.5,1465.2788,4.1925
18.1048,342.5,1435.9313,4.1925
18.1050,326.5,1368.8513,4.1925
18.1052,352,1475.76,4.1925
18.1054,341,1429.9835,4.1935
18.1056,345.5,1448.5088,4.1925
18.1058,328,1375.14,4.1925
18.1060,326,1367.0811,4.1935
18.1062,327.5,1373.0438,4.1925
18.1064,327.5,1373.0438,4.1925
18.1066,327.5,1372.7163,4.1915
18.1068,364,1526.434,4.1935
18.1070,377,1580.5725,4.1925
18.1072,374.5,1570.4658,4.1935
18.1074,358.5,1503.0112,4.1925
18.1076,357.5,1498.8188,4.1925
18.1078,377,1580.9495,4.1935
18.1080,373.5,1566.2722,4.1935
18.1082,360,1509.66,4.1935
18.1084,362.5,1519.7812,4.1925
18.1086,383,1605.7275,4.1925
18.1088,381,1597.7235,4.1935
18.1090,369,1547.0326,4.1925
18.1092,356,1492.53,4.1925
18.1094,376.5,1578.8528,4.1935
18.1096,375,1572.5625,4.1935
18.1098,373.5,1566.2722,4.1935
18.1100,356.5,1494.2698,4.1915
18.1102,377,1580.9495,4.1935
18.1104,379.5,1591.4332,4.1935
18.1106,413,1731.5026,4.1925
18.1108,427,1789.7706,4.1915
18.1110,443,1857.2776,4.1925
18.1112,380.5,1595.2463,4.1925
18.1114,376,1576.756,4.1935
18.1116,354,1484.145,4.1925
18.1118,352.5,1478.2087,4.1935
18.1120,349.5,1465.2788,4.1925
18.1122,349.5,1465.6283,4.1935
18.1124,330.5,1385.6213,4.1925
18.1126,342,1434.177,4.1935
18.1128,349,1463.1825,4.1925
18.1130,349.5,1465.6283,4.1935
18.1132,331.5,1390.1453,4.1935
18.1134,338,1417.403,4.1935
18.1136,349.5,1465.6283,4.1935
18.1138,350,1467.375,4.1925
18.1140,335.5,1406.9193,4.1935
18.1142,336.5,1411.1128,4.1935
18.1144,350.5,1469.8218,4.1935
18.1146,349.5,1465.2788,4.1925
18.1148,338.5,1419.1613,4.1925
18.1150,333,1396.1025,4.1925
18.1152,349.5,1465.2788,4.1925
18.1154,350.5,1469.8218,4.1935
18.1156,341,1429.9835,4.1935
18.1158,330,1383.855,4.1935
18.1160,348.5,1461.0863,4.1925
18.1162,349.5,1465.6283,4.1935
18.1164,344.5,1444.6608,4.1935
18.1166,328,1375.14,4.1925
18.1168,348.5,1461.0863,4.1925
18.1170,349,1463.5315,4.1935
18.1172,346,1450.951,4.1935
18.1174,327.5,1373.0438,4.1925
18.1176,346.5,1452.7013,4.1925
18.1178,349,1463.5315,4.1935
18.1180,348,1458.99,4.1925
18.1182,328,1375.14,4.1925
18.1184,346,1450.605,4.1925
18.1186,350,1467.375,4.1925
18.1188,349.5,1465.6283,4.1935
18.1190,329.5,1381.4288,4.1925
18.1192,343,1438.3705,4.1935
18.1194,349.5,1465.2788,4.1925
18.1196,350,1467.725,4.1935
18.1198,332.5,1394.0063,4.1925
18.1200,339,1421.2576,4.1925
18.1202,350,1467.725,4.1935
18.1204,349.5,1465.6283,4.1935
18.1206,340,1425.4501,4.1925
18.1208,337,1412.8726,4.1925
18.1210,349,1463.5315,4.1935
18.1212,349.5,1465.2788,4.1925
18.1214,337,1413.2095,4.1935
18.1216,333,1396.1025,4.1925
18.1218,347,1454.7975,4.1925
18.1220,347.5,1457.2412,4.1935
18.1222,341.5,1431.7388,4.1925
18.1224,325.5,1364.6588,4.1925
18.1226,326.5,1369.1777,4.1935
18.1228,328,1375.468,4.1935
18.1230,327.5,1373.3712,4.1935
18.1232,342,1433.8351,4.1925
18.1234,365.5,1532.7242,4.1935
18.1236,376,1576.38,4.1925
18.1238,372,1559.9821,4.1935
18.1240,351,1471.2166,4.1915
18.1242,367,1538.6476,4.1925
18.1244,376.5,1578.4763,4.1925
18.1246,371,1555.7886,4.1935
18.1248,355,1488.3375,4.1925
18.1250,370,1551.2251,4.1925
18.1252,381,1597.3425,4.1925
18.1254,377.5,1583.0463,4.1935
18.1256,361.5,1515.5887,4.1925
18.1258,363,1522.2405,4.1935
18.1260,375,1572.5625,4.1935
18.1262,377,1580.9495,4.1935
18.1264,366,1534.821,4.1935
18.1266,363,1522.2405,4.1935
18.1268,378,1585.1431,4.1935
18.1270,378.5,1587.2397,4.1935
18.1272,369,1547.0326,4.1925
18.1274,360,1509.3,4.1925
18.1276,379,1588.9575,4.1925
18.1278,377,1580.9495,4.1935
18.1280,371.5,1557.8853,4.1935
18.1282,351,1471.5675,4.1925
18.1284,352,1476.1121,4.1935
18.1286,349.5,1465.6283,4.1935
18.1288,345.5,1448.5088,4.1925
18.1290,328.5,1377.2363,4.1925
18.1292,348.5,1461.4348,4.1935
18.1294,349.5,1465.2788,4.1925
18.1296,348,1459.338,4.1935
18.1298,327,1370.9475,4.1925
18.1300,346,1450.951,4.1935
18.1302,348,1458.99,4.1925
18.1304,349,1463.5315,4.1935
18.1306,357,1496.7225,4.1925
18.1308,409,1715.1415,4.1935
18.1310,414,1736.109,4.1935
18.1312,358,1501.2731,4.1935
18.1314,330.5,1385.6213,4.1925
18.1316,340.5,1427.5463,4.1925
18.1318,348.5,1461.4348,4.1935
18.1320,349.5,1465.2788,4.1925
18.1322,333.5,1398.5322,4.1935
18.1324,338,1417.403,4.1935
18.1326,349.5,1465.2788,4.1925
18.1328,349.5,1465.6283,4.1935
18.1330,336.5,1411.1128,4.1935
18.1332,335,1404.4875,4.1925
18.1334,348.5,1461.4348,4.1935
18.1336,349,1463.5315,4.1935
18.1338,339.5,1423.6932,4.1935
18.1340,332,1392.2421,4.1935
18.1342,349,1463.1825,4.1925
18.1344,349.5,1465.6283,4.1935
18.1346,342.5,1435.9313,4.1925
18.1348,328.5,1377.5648,4.1935
18.1350,348,1458.99,4.1925
18.1352,348.5,1461.0863,4.1925
18.1354,345,1446.7576,4.1935
18.1356,328,1375.468,4.1935
18.1358,348,1458.99,4.1925
18.1360,349.5,1465.6283,4.1935
18.1362,347,1455.1445,4.1935
18.1364,327,1370.9475,4.1925
18.1366,346,1450.605,4.1925
18.1368,349,1463.5315,4.1935
18.1370,348,1459.338,4.1935
18.1372,328.5,1377.2363,4.1925
18.1374,344.5,1444.6608,4.1935
18.1376,349,1463.1825,4.1925
18.1378,348,1459.512,4.194
18.1380,329.5,1381.7583,4.1935
18.1382,337.5,1415.3063,4.1935
18.1384,347,1455.1445,4.1935
18.1386,346.5,1452.7013,4.1925
18.1388,334.5,1402.7257,4.1935
18.1390,324.5,1360.7908,4.1935
18.1392,327.5,1373.0438,4.1925
18.1394,327,1370.9475,4.1925
18.1396,327,1371.2745,4.1935
18.1398,347.5,1457.2412,4.1935
18.1400,375,1572.1875,4.1925
18.1402,376,1576.756,4.1935
18.1404,367,1538.6476,4.1925
18.1406,386.5,1620.4012,4.1925
18.1408,462.5,1939.4938,4.1935
18.1410,449.5,1884.0793,4.1915
18.1412,470.5,1972.1008,4.1915
18.1414,444.5,1863.5663,4.1925
18.1416,480,2012.4,4.1925
18.1418,508,2129.7903,4.1925
18.1420,523.5,2194.7739,4.1925
18.1422,535,2243.5225,4.1935
18.1424,459.5,1926.4539,4.1925
18.1426,377,1580.5725,4.1925
18.1428,378.5,1587.2397,4.1935
18.1430,360,1509.3,4.1925
18.1432,371,1555.7886,4.1935
18.1434,378.5,1587.2397,4.1935
18.1436,380,1593.53,4.1935
18.1438,362,1518.047,4.1935
18.1440,368,1542.8401,4.1925
18.1442,378,1585.1431,4.1935
18.1444,377.5,1582.6688,4.1925
18.1446,363.5,1523.9738,4.1925
18.1448,350.5,1469.8218,4.1935
18.1450,350.5,1469.4713,4.1925
18.1452,351,1471.5675,4.1925
18.1454,338,1417.403,4.1935
18.1456,333,1396.1025,4.1925
18.1458,349.5,1465.2788,4.1925
18.1460,350,1467.725,4.1935
18.1462,341.5,1431.7388,4.1925
18.1464,331,1387.7175,4.1925
18.1466,349.5,1465.2788,4.1925
18.1468,349.5,1465.6283,4.1935
18.1470,345,1446.4126,4.1925
18.1472,329,1379.3325,4.1925
18.1474,351.5,1474.0153,4.1935
18.1476,349,1463.5315,4.1935
18.1478,346.5,1453.0477,4.1935
18.1480,328,1374.812,4.1915
18.1482,362,1518.047,4.1935
18.1484,353.5,1482.0488,4.1925
18.1486,342,1434.177,4.1935
18.1488,340,1425.1101,4.1915
18.1490,386,1618.3051,4.1925
18.1492,423,1773.8505,4.1935
18.1494,354,1484.499,4.1935
18.1496,276.5,1159.2263,4.1925
18.1498,272,1140.088,4.1915
18.1500,288.5,1209.5363,4.1925
18.1502,348,1459.512,4.194
18.1504,299.5,1255.6538,4.1925
18.1506,310,1299.675,4.1925
18.1508,341.5,1431.7388,4.1925
18.1510,373.5,1566.2722,4.1935
18.1512,374.5,1570.4658,4.1935
18.1514,359.5,1507.2037,4.1925
18.1516,379.5,1591.0538,4.1925
18.1518,389,1630.4935,4.1915
18.1520,418.5,1754.5613,4.1925
18.1522,407.5,1708.8513,4.1935
18.1524,370,1551.595,4.1935
18.1526,319.5,1339.8232,4.1935
18.1528,318,1333.2151,4.1925
18.1530,374.5,1570.0913,4.1925
18.1532,433,1815.3525,4.1925
18.1534,459,1923.8986,4.1915
18.1536,438.5,1838.8497,4.1935
18.1538,401,1681.1925,4.1925
18.1540,416.5,1746.5928,4.1935
18.1542,354.5,1486.2413,4.1925
18.1544,342.5,1436.2738,4.1935
18.1546,326.5,1368.8513,4.1925
18.1548,345.5,1448.8542,4.1935
18.1550,346,1450.605,4.1925
18.1552,344.5,1444.6608,4.1935
18.1554,327.5,1373.3712,4.1935
18.1556,324.5,1360.4663,4.1925
18.1558,327.5,1373.3712,4.1935
18.1560,327,1370.9475,4.1925
18.1562,327,1370.6206,4.1915
18.1564,362,1518.047,4.1935
18.1566,376,1576.38,4.1925
18.1568,373.5,1566.2722,4.1935
18.1570,358,1501.2731,4.1935
18.1572,357,1496.7225,4.1925
18.1574,374.5,1570.0913,4.1925
18.1576,373,1563.8025,4.1925
18.1578,360,1509.66,4.1935
18.1580,360.5,1511.3962,4.1925
18.1582,380,1593.15,4.1925
18.1584,378.5,1587.2397,4.1935
18.1586,369,1547.0326,4.1925
18.1588,355,1488.6925,4.1935
18.1590,374.5,1570.0913,4.1925
18.1592,381,1597.3425,4.1925
18.1594,367,1538.6476,4.1925
18.1596,355.5,1490.4338,4.1925
18.1598,375.5,1574.6593,4.1935
18.1600,378,1584.765,4.1925
18.1602,376,1576.38,4.1925
18.1604,356,1492.53,4.1925
18.1606,384.5,1612.4008,4.1935
18.1608,380.5,1595.2463,4.1925
18.1610,376,1576.756,4.1935
18.1612,354,1484.145,4.1925
18.1614,349.5,1465.2788,4.1925
18.1616,347.5,1457.2412,4.1935
18.1618,348.5,1461.0863,4.1925
18.1620,329,1379.6615,4.1935
18.1622,339.5,1423.3538,4.1925
18.1624,347,1455.1445,4.1935
18.1626,348.5,1461.4348,4.1935
18.1628,332,1392.2421,4.1935
18.1630,336,1408.6801,4.1925
18.1632,347.5,1456.8938,4.1925
18.1634,347.5,1456.8938,4.1925
18.1636,335,1404.8225,4.1935
18.1638,333.5,1398.5322,4.1935
18.1640,350,1467.375,4.1925
18.1642,348.5,1461.4348,4.1935
18.1644,337.5,1415.3063,4.1935
18.1646,330,1383.525,4.1925
18.1648,348,1459.338,4.1935
18.1650,348.5,1461.0863,4.1925
18.1652,340,1425.79,4.1935
18.1654,328.5,1377.2363,4.1925
18.1656,347,1455.1445,4.1935
18.1658,348.5,1461.4348,4.1935
18.1660,342.5,1436.2738,4.1935
18.1662,326,1366.755,4.1925
18.1664,346.5,1453.0477,4.1935
18.1666,347.5,1457.2412,4.1935
18.1668,345,1446.7576,4.1935
18.1670,326,1366.755,4.1925
18.1672,345,1446.7576,4.1935
18.1674,348.5,1461.0863,4.1925
18.1676,347,1455.1445,4.1935
18.1678,326,1366.755,4.1925
18.1680,343,1438.0276,4.1925
18.1682,348.5,1461.0863,4.1925
18.1684,348,1459.338,4.1935
18.1686,328.5,1377.5648,4.1935
18.1688,340.5,1427.5463,4.1925
18.1690,348,1458.99,4.1925
18.1692,348,1458.99,4.1925
18.1694,331,1387.7175,4.1925
18.1696,337,1412.8726,4.1925
18.1698,348,1459.338,4.1935
18.1700,348,1459.338,4.1935
18.1702,334,1400.629,4.1935
18.1704,333.5,1398.5322,4.1935
18.1706,368,1542.8401,4.1925
18.1708,411.5,1725.2137,4.1925
18.1710,397.5,1666.9163,4.1935
18.1712,332.5,1394.3387,4.1935
18.1714,344.5,1444.3163,4.1925
18.1716,345.5,1448.8542,4.1935
18.1718,340,1425.79,4.1935
18.1720,324,1358.37,4.1925
18.1722,325.5,1364.9843,4.1935
18.1724,326.5,1369.1777,4.1935
18.1726,326,1367.0811,4.1935
18.1728,331.5,1389.8138,4.1925
18.1730,370,1551.2251,4.1925
18.1732,374.5,1570.4658,4.1935
18.1734,372,1559.61,4.1925
18.1736,349.5,1465.6283,4.1935
18.1738,364.5,1527.8018,4.1915
18.1740,374.5,1570.4658,4.1935
18.1742,370,1551.595,4.1935
18.1744,354,1484.145,4.1925
18.1746,367,1538.6476,4.1925
18.1748,379,1589.3365,4.1935
18.1750,376,1576.756,4.1935
18.1752,361,1513.8535,4.1935
18.1754,360.5,1511.3962,4.1925
18.1756,373.5,1565.8988,4.1925
18.1758,374,1567.995,4.1925
18.1760,367,1539.0145,4.1935
18.1762,361,1513.4926,4.1925
18.1764,377,1580.5725,4.1925
18.1766,377,1580.9495,4.1935
18.1768,369.5,1549.4983,4.1935
18.1770,357.5,1499.1763,4.1935
18.1772,383.5,1607.8239,4.1925
18.1774,369,1547.0326,4.1925
18.1776,370,1551.595,4.1935
18.1778,352,1475.76,4.1925
18.1780,351.5,1473.6638,4.1925
18.1782,348.5,1461.0863,4.1925
18.1784,345,1446.7576,4.1935
18.1786,326,1366.755,4.1925
18.1788,346,1450.951,4.1935
18.1790,347.5,1457.2412,4.1935
18.1792,347.5,1457.2412,4.1935
18.1794,327,1370.9475,4.1925
18.1796,344.5,1444.3163,4.1925
18.1798,348.5,1461.0863,4.1925
18.1800,348,1459.338,4.1935
18.1802,327.5,1373.3712,4.1935
18.1804,342.5,1436.2738,4.1935
18.1806,368,1542.472,4.1915
18.1808,431,1807.6139,4.194
18.1810,431.5,1809.0638,4.1925
18.1812,472.5,1980.9563,4.1925
18.1814,497,2084.1694,4.1935
18.1816,452.5,1897.5587,4.1935
18.1818,437,1832.1226,4.1925
18.1820,448.5,1880.3363,4.1925
18.1822,462,1937.397,4.1935
18.1824,405.5,1700.0588,4.1925
18.1826,337.5,1415.3063,4.1935
18.1828,331.5,1389.8138,4.1925
18.1830,347.5,1457.2412,4.1935
18.1832,347.5,1456.8938,4.1925
18.1834,338.5,1419.4998,4.1935
18.1836,329,1379.3325,4.1925
18.1838,347,1454.7975,4.1925
18.1840,347.5,1456.8938,4.1925
18.1842,341,1430.1539,4.194
18.1844,327,1371.2745,4.1935
18.1846,346.5,1452.7013,4.1925
18.1848,347.5,1456.8938,4.1925
18.1850,343,1438.3705,4.1935
18.1852,325.5,1364.6588,4.1925
18.1854,345.5,1448.8542,4.1935
18.1856,347.5,1457.2412,4.1935
18.1858,346,1450.951,4.1935
18.1860,325,1362.5625,4.1925
18.1862,344,1442.564,4.1935
18.1864,347.5,1457.2412,4.1935
18.1866,347,1455.1445,4.1935
18.1868,326,1366.755,4.1925
18.1870,342,1433.8351,4.1925
18.1872,347.5,1457.2412,4.1935
18.1874,346,1450.951,4.1935
18.1876,328,1375.468,4.1935
18.1878,336,1409.016,4.1935
18.1880,344,1442.564,4.1935
18.1882,344,1442.2201,4.1925
18.1884,334,1400.629,4.1935
18.1886,322.5,1352.4038,4.1935
18.1888,325,1362.8876,4.1935
18.1890,326,1366.755,4.1925
18.1892,325.5,1364.6588,4.1925
18.1894,344.5,1444.3163,4.1925
18.1896,373.5,1566.2722,4.1935
18.1898,374,1568.369,4.1935
18.1900,366.5,1536.5513,4.1925
18.1902,348,1458.99,4.1925
18.1904,371.5,1557.5138,4.1925
18.1906,379,1589.3365,4.1935
18.1908,366,1534.821,4.1935
18.1910,353,1480.3055,4.1935
18.1912,378,1584.765,4.1925
18.1914,382,1601.917,4.1935
18.1916,374,1568.369,4.1935
18.1918,355,1488.3375,4.1925
18.1920,369,1547.0326,4.1925
18.1922,373.5,1565.8988,4.1925
18.1924,380,1593.72,4.194
18.1926,358.5,1503.3698,4.1935
18.1928,386.5,1620.4012,4.1925
18.1930,379.5,1591.4332,4.1935
18.1932,380.5,1595.2463,4.1925
18.1934,365,1530.6276,4.1935
18.1936,367,1538.6476,4.1925
18.1938,378.5,1586.8613,4.1925
18.1940,378,1585.1431,4.1935
18.1942,365,1530.6276,4.1935
18.1944,353,1479.9525,4.1925
18.1946,357,1497.0795,4.1935
18.1948,365,1530.6276,4.1935
18.1950,345.5,1448.8542,4.1935
18.1952,349,1463.1825,4.1925
18.1954,353,1479.9525,4.1925
18.1956,396.5,1662.3263,4.1925
18.1958,417.5,1750.7863,4.1935
18.1960,390.5,1637.5618,4.1935
18.1962,358,1500.915,4.1925
18.1964,355,1488.3375,4.1925
18.1966,350.5,1469.4713,4.1925
18.1968,342.5,1436.2738,4.1935
18.1970,360.5,1511.7567,4.1935
18.1972,351.5,1474.0153,4.1935
18.1974,345.5,1448.8542,4.1935
18.1976,326,1366.755,4.1925
18.1978,345,1446.4126,4.1925
18.1980,348,1459.338,4.1935
18.1982,347,1455.1445,4.1935
18.1984,327,1370.9475,4.1925
18.1986,343,1438.3705,4.1935
18.1988,347.5,1457.2412,4.1935
18.1990,347.5,1457.2412,4.1935
18.1992,328.5,1377.2363,4.1925
18.1994,339.5,1423.6932,4.1935
18.1996,347.5,1457.2412,4.1935
18.1998,349,1463.1825,4.1925
18.2000,331.5,1390.1453,4.1935
18.2002,337,1413.2095,4.1935
18.2004,348,1458.99,4.1925
18.2006,381,1597.3425,4.1925
18.2008,408,1710.948,4.1935
18.2010,413,1731.5026,4.1925
18.2012,422,1769.2351,4.1925
18.2014,418,1752.8831,4.1935
18.2016,396,1660.2301,4.1925
18.2018,406,1702.155,4.1925
18.2020,392,1643.8521,4.1935
18.2022,346.5,1453.0477,4.1935
18.2024,338,1417.403,4.1935
18.2026,327.5,1373.0438,4.1925
18.2028,347,1455.1445,4.1935
18.2030,347,1455.1445,4.1935
18.2032,342,1433.8351,4.1925
18.2034,326.5,1368.8513,4.1925
18.2036,346.5,1453.0477,4.1935
18.2038,347,1454.7975,4.1925
18.2040,342.5,1436.2738,4.1935
18.2042,325,1362.5625,4.1925
18.2044,342,1433.8351,4.1925
18.2046,345.5,1448.8542,4.1935
18.2048,344.5,1444.6608,4.1935
18.2050,328,1375.632,4.194
18.2052,324,1358.37,4.1925
18.2054,325,1362.5625,4.1925
18.2056,326.5,1368.8513,4.1925
18.2058,325.5,1364.6588,4.1925
18.2060,358.5,1503.3698,4.1935
18.2062,375.5,1574.2838,4.1925
18.2064,373,1563.8025,4.1925
18.2066,358.5,1503.0112,4.1925
18.2068,353.5,1482.0488,4.1925
18.2070,374.5,1570.0913,4.1925
18.2072,372,1559.9821,4.1935
18.2074,361,1513.4926,4.1925
18.2076,357.5,1499.1763,4.1935
18.2078,378,1584.765,4.1925
18.2080,378,1584.765,4.1925
18.2082,369,1547.0326,4.1925
18.2084,353.5,1482.0488,4.1925
18.2086,372.5,1562.0787,4.1935
18.2088,375,1572.1875,4.1925
18.2090,374,1567.995,4.1925
18.2092,355.5,1490.4338,4.1925
18.2094,374,1567.995,4.1925
18.2096,377.5,1583.0463,4.1935
18.2098,375,1572.5625,4.1935
18.2100,355,1488.3375,4.1925
18.2102,373,1564.1755,4.1935
18.2104,375.5,1574.6593,4.1935
18.2106,379.5,1591.4332,4.1935
18.2108,355,1488.3375,4.1925
18.2110,352,1476.1121,4.1935
18.2112,348.5,1461.4348,4.1935
18.2114,349,1463.5315,4.1935
18.2116,330,1383.525,4.1925
18.2118,338.5,1419.4998,4.1935
18.2120,348,1459.338,4.1935
18.2122,348,1459.338,4.1935
18.2124,334,1400.295,4.1925
18.2126,335,1404.8225,4.1935
18.2128,348,1458.99,4.1925
18.2130,348,1458.99,4.1925
18.2132,342,1434.177,4.1935
18.2134,326.5,1369.1777,4.1935
18.2136,350.5,1469.4713,4.1925
18.2138,348.5,1461.0863,4.1925
18.2140,338.5,1419.4998,4.1935
18.2142,329.5,1381.4288,4.1925
18.2144,347.5,1456.8938,4.1925
18.2146,347.5,1456.8938,4.1925
18.2148,341.5,1432.0803,4.1935
18.2150,327.5,1373.3712,4.1935
18.2152,347,1454.7975,4.1925
18.2154,348.5,1461.4348,4.1935
18.2156,344,1442.564,4.1935
18.2158,327.5,1373.0438,4.1925
18.2160,345.5,1448.5088,4.1925
18.2162,348.5,1461.0863,4.1925
18.2164,346,1450.951,4.1935
18.2166,326,1366.755,4.1925
18.2168,344,1442.2201,4.1925
18.2170,347.5,1457.2412,4.1935
18.2172,347,1454.7975,4.1925
18.2174,327,1370.9475,4.1925
18.2176,342,1433.8351,4.1925
18.2178,347.5,1457.2412,4.1935
18.2180,348,1459.338,4.1935
18.2182,330,1383.525,4.1925
18.2184,339,1421.5966,4.1935
18.2186,348,1458.99,4.1925
18.2188,348.5,1461.4348,4.1935
18.2190,333,1396.1025,4.1925
18.2192,335.5,1406.5837,4.1925
18.2194,347.5,1457.2412,4.1935
18.2196,347.5,1457.2412,4.1935
18.2198,335,1404.8225,4.1935
18.2200,333,1396.1025,4.1925
18.2202,347.5,1457.2412,4.1935
18.2204,347.5,1456.8938,4.1925
18.2206,344.5,1444.6608,4.1935
18.2208,350.5,1469.8218,4.1935
18.2210,381.5,1599.0574,4.1915
18.2212,440,1845.14,4.1935
18.2214,439,1840.9465,4.1935
18.2216,423.5,1775.5238,4.1925
18.2218,444,1861.4701,4.1925
18.2220,428.5,1796.9148,4.1935
18.2222,375.5,1574.6593,4.1935
18.2224,343.5,1439.7803,4.1915
18.2226,388,1627.078,4.1935
18.2228,392.5,1645.5563,4.1925
18.2230,437,1832.1226,4.1925
18.2232,446.5,1871.9513,4.1925
18.2234,451,1890.8175,4.1925
18.2236,465.5,1951.6088,4.1925
18.2238,456.5,1914.3328,4.1935
18.2240,440,1845.14,4.1935
18.2242,453.5,1901.2988,4.1925
18.2244,471,1975.1385,4.1935
18.2246,468,1962.0901,4.1925
18.2248,452.5,1897.1063,4.1925
18.2250,445.5,1867.7588,4.1925
18.2252,463.5,1943.2238,4.1925
18.2254,467.5,1959.9938,4.1925
18.2256,457,1915.9725,4.1925
18.2258,446.5,1871.9513,4.1925
18.2260,462.5,1939.0312,4.1925
18.2262,467,1957.8976,4.1925
18.2264,461,1932.7426,4.1925
18.2266,446.5,1871.9513,4.1925
18.2268,463.5,1943.2238,4.1925
18.2270,463.5,1943.2238,4.1925
18.2272,462.5,1939.4938,4.1935
18.2274,438.5,1838.8497,4.1935
18.2276,436,1827.9301,4.1925
18.2278,438,1836.3151,4.1925
18.2280,437.5,1834.2188,4.1925
18.2282,414.5,1737.7913,4.1925
18.2284,433,1815.7855,4.1935
18.2286,435.5,1826.2693,4.1935
18.2288,439,1840.9465,4.1935
18.2290,419,1756.6576,4.1925
18.2292,432.5,1813.6887,4.1935
18.2294,435,1823.7375,4.1925
18.2296,435,1824.1725,4.1935
18.2298,420.5,1762.9463,4.1925
18.2300,429.5,1800.6788,4.1925
18.2302,437,1832.5596,4.1935
18.2304,438.5,1838.8497,4.1935
18.2306,450,1886.625,4.1925
18.2308,499.5,2094.6533,4.1935
18.2310,508,2129.7903,4.1925
18.2312,526.5,2207.8777,4.1935
18.2314,427,1790.6245,4.1935
18.2316,423.5,1775.5238,4.1925
18.2318,436,1828.366,4.1935
18.2320,439.5,1842.6038,4.1925
18.2322,428.5,1796.4863,4.1925
18.2324,418.5,1754.9797,4.1935
18.2326,434.5,1821.6414,4.1925
18.2328,435,1823.7375,4.1925
18.2330,429,1799.0115,4.1935
18.2332,421,1765.0426,4.1925
18.2334,439.5,1843.0432,4.1935
18.2336,436,1827.9301,4.1925
18.2338,434.5,1821.6414,4.1925
18.2340,420.5,1762.9463,4.1925
18.2342,435,1824.1725,4.1935
18.2344,435.5,1825.8337,4.1925
18.2346,437,1832.1226,4.1925
18.2348,418,1752.8831,4.1935
18.2350,433,1815.7855,4.1935
18.2352,435.5,1825.8337,4.1925
18.2354,437.5,1834.2188,4.1925
18.2356,415,1739.8876,4.1925
18.2358,432.5,1813.2563,4.1925
18.2360,441,1848.8926,4.1925
18.2362,436,1828.366,4.1935
18.2364,415,1739.8876,4.1925
18.2366,433.5,1817.4489,4.1925
18.2368,442,1853.527,4.1935
18.2370,436,1827.9301,4.1925
18.2372,420,1760.8501,4.1925
18.2374,429.5,1801.1083,4.1935
18.2376,434,1819.545,4.1925
18.2378,433,1815.3525,4.1925
18.2380,427,1790.6245,4.1935
18.2382,414,1736.109,4.1935
18.2384,412,1727.3101,4.1925
18.2386,418.5,1754.5613,4.1925
18.2388,419,1756.6576,4.1925
18.2390,431,1806.9675,4.1925
18.2392,466,1953.7051,4.1925
18.2394,467,1957.8976,4.1925
18.2396,454.5,1905.4913,4.1925
18.2398,437,1832.1226,4.1925
18.2400,463,1941.1276,4.1925
18.2402,464,1945.3201,4.1925
18.2404,454.5,1905.4913,4.1925
18.2406,444,1861.4701,4.1925
18.2408,467,1957.8976,4.1925
18.2410,469.5,1968.8483,4.1935
18.2412,461.5,1935.3003,4.1935
18.2414,447,1874.0476,4.1925
18.2416,457,1915.9725,4.1925
18.2418,463.5,1943.2238,4.1925
18.2420,467,1958.3645,4.1935
18.2422,450,1886.625,4.1925
18.2424,457,1915.9725,4.1925
18.2426,470,1970.9451,4.1935
18.2428,467,1958.3645,4.1935
18.2430,452,1895.462,4.1935
18.2432,456.5,1914.3328,4.1935
18.2434,466,1954.171,4.1935
18.2436,467,1957.8976,4.1925
18.2438,452,1895.01,4.1925
18.2440,435.5,1825.8337,4.1925
18.2442,437,1832.1226,4.1925
18.2444,442,1853.0851,4.1925
18.2446,430,1802.775,4.1925
18.2448,419.5,1758.7538,4.1925
18.2450,437.5,1834.6562,4.1935
18.2452,437.5,1834.6562,4.1935
18.2454,432,1811.16,4.1925
18.2456,418,1752.4651,4.1925
18.2458,439.5,1842.6038,4.1925
18.2460,437.5,1834.6562,4.1935
18.2462,436.5,1830.0262,4.1925
18.2464,417.5,1750.3688,4.1925
18.2466,442.5,1855.1813,4.1925
18.2468,440,1844.7001,4.1925
18.2470,424,1778.2559,4.194
18.2472,354.5,1485.5322,4.1905
18.2474,368.5,1545.3048,4.1935
18.2476,289,1211.9215,4.1935
18.2478,307.5,1289.5012,4.1935
18.2480,289.5,1213.7288,4.1925
18.2482,301,1262.2435,4.1935
18.2484,338.5,1419.1613,4.1925
18.2486,393,1648.0455,4.1935
18.2488,373.5,1566.2722,4.1935
18.2490,396,1661.2201,4.195
18.2492,292.5,1226.5988,4.1935
18.2494,287.5,1205.6312,4.1935
18.2496,250.5,1050.4718,4.1935
18.2498,250,1048.375,4.1935
18.2500,262.5,1100.5312,4.1925
18.2502,263.5,1104.7238,4.1925
18.2504,298,1249.663,4.1935
18.2506,326,1366.755,4.1925
18.2508,373,1564.1755,4.1935
18.2510,389,1631.2715,4.1935
18.2512,395,1656.0376,4.1925
18.2514,423.5,1775.9473,4.1935
18.2516,369,1547.4015,4.1935
18.2518,327,1371.2745,4.1935
18.2520,270,1132.3799,4.194
18.2522,249,1043.9325,4.1925
