Time (s),Main Avg Current (mA),Main Avg Power (mW),,
0.0872,535,2242.9875,4.195,0.000448865
0.0874,526,2205.781,4.195,0.000441314
0.0876,522.5,2191.365,4.195,0.000438378
0.0878,517.5,2169.6189,4.195,0.000434182
0.088,590.5,2475.6714,4.195,0.00049543
0.0882,623,2611.9275,4.195,0.000522697
0.0884,622.5,2609.8313,4.195,0.000522277
0.0886,698,2927.063,4.195,0.000585622
0.0888,732.5,3071.7388,4.195,0.000614567
0.089,710,2977.385,4.195,0.00059569
0.0892,674,2825.7451,4.195,0.000565486
0.0894,704,2950.8162,4.195,0.000590656
0.0896,754,3161.8989,4.195,0.000632606
0.0898,777,3256.7957,4.195,0.000651903
0.09,831,3483.9675,4.195,0.000697209
0.0902,847.5,3554.4148,4.195,0.000711052
0.0904,763.5,3200.9739,4.195,0.000640577
0.0906,785.5,3293.9944,4.195,0.000659035
0.0908,796.5,3339.3264,4.195,0.000668263
0.091,783.5,3284.8237,4.195,0.000657357
0.0912,760,3186.3,4.195,0.00063764
0.0914,776,3253.3801,4.195,0.000651064
0.0916,768.5,3222.7048,4.195,0.000644772
0.0918,784,3287.7041,4.195,0.000657776
0.092,770,3228.2251,4.195,0.00064603
0.0922,802.5,3363.679,4.195,0.000673297
0.0924,766.5,3214.3179,4.195,0.000643094
0.0926,768,3220.6079,4.195,0.000644352
0.0928,740,3101.7102,4.195,0.00062086
0.093,757,3174.4795,4.195,0.000635123
0.0932,741.5,3109.4802,4.195,0.000622118
0.0934,688.5,2887.2249,4.195,0.000577652
0.0936,681.5,2858.8926,4.195,0.000571778
0.0938,681.5,2857.1887,4.195,0.000571779
0.094,689.5,2890.7288,4.195,0.000578491
0.0942,679,2847.3865,4.195,0.000569681
0.0944,666,2792.2051,4.195,0.000558774
0.0946,675.5,2832.0339,4.195,0.000566744
0.0948,698.5,2928.4614,4.195,0.000586042
0.095,699.5,2933.3533,4.195,0.000586881
0.0952,675.5,2832.7092,4.195,0.000566744
0.0954,671,2813.1675,4.195,0.000562969
0.0956,702,2943.135,4.195,0.000588978
0.0958,738,3094.803,4.195,0.000619182
0.096,727,3048.6746,4.195,0.000609953
0.0962,737,3089.8726,4.195,0.000618343
0.0964,777.5,3259.6689,4.195,0.000652323
0.0966,785.5,3293.2087,4.195,0.000659034
0.0968,777,3258.3496,4.195,0.000651903
0.097,775.5,3252.0593,4.195,0.000650644
0.0972,819,3433.6577,4.195,0.000687141
0.0974,813.5,3410.5989,4.195,0.000682527
0.0976,861.5,3613.9927,4.195,0.000722798
0.0978,802,3363.187,4.195,0.000672878
0.098,800,3353.2002,4.195,0.0006712
0.0982,934,3916.729,4.195,0.000783626
0.0984,935,3920.9226,4.195,0.000784465
0.0986,852.5,3574.1064,4.195,0.000715248
0.0988,916,3840.3301,4.195,0.000768524
0.099,893.5,3745.9988,4.195,0.000749646
0.0992,948.5,3976.5864,4.195,0.000795792
0.0994,939.5,3939.7932,4.195,0.00078824
0.0996,892,3740.6021,4.195,0.000748388
0.0998,890,3731.3252,4.195,0.00074671
0.1,918,3848.7151,4.195,0.000770202
0.1002,916,3840.3301,4.195,0.000768524
0.1004,918,3847.7971,4.195,0.000770202
0.1006,998.5,4187.709,4.195,0.000837742
0.1008,895.5,3754.3838,4.195,0.000751325
0.101,935.5,3923.0193,4.195,0.000784884
0.1012,879,3686.0864,4.195,0.000737481
0.1014,703.5,2950.1272,4.195,0.000590236
0.1016,693.5,2908.1924,4.195,0.000581847
0.1018,777.5,3258.8914,4.195,0.000652322
0.102,963,4038.3406,4.195,0.000807957
0.1022,911.5,3822.8308,4.195,0.000764749
0.1024,725,3039.5625,4.195,0.000608275
0.1026,709,2972.4827,4.195,0.000594851
0.1028,776.5,3254.7,4.195,0.000651483
0.103,947.5,3972.3938,4.195,0.000794953
0.1032,981,4112.8428,4.195,0.000823059
0.1034,963.5,4039.4739,4.195,0.000808376
0.1036,992,4158.96,4.195,0.000832288
0.1038,949.5,3981.7283,4.195,0.00079663
0.104,939,3937.6965,4.195,0.000787821
0.1042,964,4042.5339,4.195,0.000808796
0.1044,953,3995.4526,4.195,0.000799567
0.1046,957,4013.1794,4.195,0.000802923
0.1048,977.5,4098.1689,4.195,0.000820122
0.105,984,4126.4038,4.195,0.000825576
0.1052,992,4156.9756,4.195,0.000832288
0.1054,1127,4726.0747,4.195,0.000945553
0.1056,1157.5,4853.9761,4.195,0.000971143
0.1058,1128.5,4731.2363,4.195,0.000946811
0.106,1122.5,4706.0815,4.195,0.000941778
0.1062,1116.5,4680.9263,4.195,0.000936743
0.1064,1163,4874.7148,4.195,0.000975757
0.1066,1243.5,5212.1304,4.195,0.001043297
0.1068,1244,5216.7139,4.195,0.001043716
0.107,1207,5060.3477,4.195,0.001012673
0.1072,1219.5,5112.7539,4.195,0.00102316
0.1074,1210,5071.7153,4.195,0.00101519
0.1076,1212,5082.522,4.195,0.001016868
0.1078,1194,5007.0391,4.195,0.001001766
0.108,1100,4612.8501,4.195,0.0009229
0.1082,1099.5,4608.5547,4.195,0.00092248
0.1084,1141.5,4785.7388,4.195,0.000957719
0.1086,1152.5,4831.8564,4.195,0.000966947
0.1088,1136.5,4764.7764,4.195,0.000953524
0.109,1200,5032.2002,4.195,0.0010068
0.1092,1221,5119.0425,4.195,0.001024419
0.1094,1191.5,4996.5552,4.195,0.000999669
0.1096,1187.5,4978.5938,4.195,0.000996312
0.1098,1189,4984.8828,4.195,0.000997571
0.11,1194,5007.0391,4.195,0.001001766
0.1102,1114.5,4673.6558,4.195,0.000935065
0.1104,1069.5,4483.8789,4.195,0.000897311
0.1106,1096.5,4597.0762,4.195,0.000919963
0.1108,1121.5,4701.8887,4.195,0.000940939
0.111,1187.5,4978.5938,4.195,0.000996312
0.1112,1166.5,4889.3848,4.195,0.000978694
0.1114,1140.5,4782.687,4.195,0.00095688
0.1116,1107,4642.2046,4.195,0.000928773
0.1118,1095.5,4592.8838,4.195,0.000919125
0.112,1061,4449.3037,4.195,0.000890179
0.1122,1079,4523.7075,4.195,0.000905281
0.1124,1093.5,4584.499,4.195,0.000917447
0.1126,1083,4540.4775,4.195,0.000908637
0.1128,1122.5,4704.959,4.195,0.000941778
0.113,1175.5,4928.2837,4.195,0.000986244
0.1132,1217,5102.2725,4.195,0.001021063
0.1134,1243,5214.3853,4.195,0.001042877
0.1136,1109.5,4652.6885,4.195,0.00093087
0.1138,1086,4553.0552,4.195,0.000911154
0.114,1161,4869.2339,4.195,0.000974079
0.1142,1092.5,4581.3989,4.195,0.000916608
0.1144,1063,4456.6274,4.195,0.000891857
0.1146,1076.5,4513.2266,4.195,0.000903184
0.1148,1088,4561.4399,4.195,0.000912832
0.115,1097.5,4602.3662,4.195,0.000920802
0.1152,1117,4684.1396,4.195,0.000937163
0.1154,1081.5,4534.189,4.195,0.000907378
0.1156,1104,4628.52,4.195,0.000926256
0.1158,1114,4670.4453,4.195,0.000934646
0.116,1063,4457.6904,4.195,0.000891857
0.1162,1044,4376.9702,4.195,0.000875916
0.1164,1069,4483.3857,4.195,0.000896891
0.1166,1008,4226.04,4.195,0.000845712
0.1168,992,4158.96,4.195,0.000832288
0.117,1031,4322.4678,4.195,0.000865009
