Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,1408,5901.6323,4.1915,0.001180326
0.0002,1422.5,5963.8315,4.1925,0.001192766
0.0004,1452,6086.0581,4.1915,0.001217212
0.0006,1477,6190.8457,4.1915,0.001238169
0.0008,1497.5,6276.7715,4.1915,0.001255354
0.001,1547,6487.3447,4.1935,0.001297469
0.0012,1438,6028.8149,4.1925,0.001205763
0.0014,1430,5995.2754,4.1925,0.001199055
0.0016,1395.5,5850.6338,4.1925,0.001170127
0.0018,1358,5692.0571,4.1915,0.001138411
0.002,1378.5,5779.3613,4.1925,0.001155872
0.0022,1391,5831.7676,4.1925,0.001166354
0.0024,1365.5,5724.8589,4.1925,0.001144972
0.0026,1354.5,5677.3872,4.1915,0.001135477
0.0028,1335.5,5599.084,4.1925,0.001119817
0.003,1340,5617.9502,4.1925,0.00112359
0.0032,1374.5,5761.2168,4.1915,0.001152243
0.0034,1401.5,5872.9854,4.1905,0.001174597
0.0036,1488,6236.9521,4.1915,0.00124739
0.0038,1537.5,6445.9688,4.1925,0.001289194
0.004,1556,6525.0859,4.1935,0.001305017
0.0042,1459.5,6117.4946,4.1915,0.001223499
0.0044,1519,6365.3691,4.1905,0.001273074
0.0046,1469.5,6162.3481,4.1935,0.00123247
0.0048,1407.5,5900.9438,4.1925,0.001180189
0.005,1358,5693.415,4.1925,0.001138683
0.0052,1361.5,5708.0889,4.1925,0.001141618
0.0054,1381,5789.8428,4.1925,0.001157969
0.0056,1374,5760.4951,4.1925,0.001152099
0.0058,1391,5830.377,4.1915,0.001166075
0.006,1480,6206.3799,4.1935,0.001241276
0.0062,1453.5,6092.3457,4.1915,0.001218469
0.0064,1443,6051.2207,4.1935,0.001210244
0.0066,1439.5,6036.5435,4.1935,0.001207309
0.0068,1385.5,5805.2451,4.19,0.001161049
0.007,1431.5,6000.1323,4.1915,0.001200026
0.0072,1357.5,5691.3188,4.1925,0.001138264
0.0074,1261,5289.895,4.195,0.001057979
0.0076,997.5,4183.0161,4.1935,0.000836603
0.0078,1036,4343.4302,4.1925,0.000868686
0.008,1082,4536.2852,4.1925,0.000907257
0.0082,1058.5,4438.8198,4.1935,0.000887764
0.0084,1028.5,4313.0146,4.1935,0.000862603
0.0086,1057,4432.5298,4.1935,0.000886506
0.0088,1069,4481.7827,4.1925,0.000896356
0.009,1079,4524.7866,4.1935,0.000904957
0.0092,986.5,4135.9014,4.1925,0.00082718
0.0094,993,4163.1528,4.1925,0.00083263
0.0096,993,4163.1528,4.1925,0.000832631
0.0098,971.5,4073.9854,4.1935,0.000814797
0.01,989,4145.3936,4.1915,0.000829079
0.0102,1036.5,4346.563,4.1935,0.000869313
0.0104,971.5,4073.0139,4.1925,0.000814603
