Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,141,591.2835,4.1935,0.000118257
0.0002,150,629.025,4.1935,0.000125805
0.0004,149.5,627.003,4.194,0.000125401
0.0006,134,561.996,4.194,0.000112399
0.0008,134.5,564.0258,4.1935,0.000112805
0.001,147.5,618.5413,4.1935,0.000123708
0.0012,146,612.251,4.1935,0.00012245
0.0014,138.5,580.869,4.194,0.000116174
0.0016,124.5,522.2775,4.195,0.000104456
0.0018,110,461.34,4.194,0.000092268
0.002,105.5,442.467,4.194,8.84934E-05
0.0022,106,444.511,4.1935,8.89022E-05
0.0024,118.5,496.9297,4.1935,9.9386E-05
0.0026,151,633.2185,4.1935,0.000126644
0.0028,152,637.488,4.194,0.000127498
0.003,148.5,622.7347,4.1935,0.000124547
0.0032,129.5,543.0582,4.1935,0.000108612
0.0034,144,603.936,4.194,0.000120787
0.0036,150.5,631.1218,4.1935,0.000126224
0.0038,154.5,647.973,4.194,0.000129595
0.004,130.5,547.2518,4.1935,0.00010945
0.0042,146.5,614.421,4.194,0.000122884
0.0044,150,629.1,4.194,0.00012582
0.0046,150,629.1,4.194,0.00012582
0.0048,131.5,551.4453,4.1935,0.000110289
0.005,140,587.09,4.1935,0.000117418
0.0052,149.5,626.7787,4.1925,0.000125356
0.0054,152.5,639.7375,4.195,0.000127948
0.0056,136,570.316,4.1935,0.000114063
0.0058,137.5,576.6063,4.1935,0.000115321
0.006,150,629.025,4.1935,0.000125805
0.0062,150,629.1,4.194,0.00012582
0.0064,137.5,576.6063,4.1935,0.000115321
0.0066,133.5,559.899,4.194,0.00011198
0.0068,149.5,626.9283,4.1935,0.000125386
0.007,150,629.025,4.1935,0.000125805
0.0072,140.5,589.1868,4.1935,0.000117837
0.0074,131.5,551.4453,4.1935,0.000110289
0.0076,150,629.025,4.1935,0.000125805
0.0078,150,629.025,4.1935,0.000125805
0.008,143,599.7419,4.194,0.000119948
0.0082,129.5,543.0582,4.1935,0.000108612
0.0084,148,620.712,4.194,0.000124142
0.0086,149.5,626.9283,4.1935,0.000125386
0.0088,145.5,610.1542,4.1935,0.000122031
0.009,128,536.768,4.1935,0.000107354
0.0092,147.5,618.615,4.194,0.000123723
0.0094,149.5,626.9283,4.1935,0.000125386
0.0096,147.5,618.7625,4.195,0.000123753
0.0098,128,536.768,4.1935,0.000107354
0.01,153,641.6055,4.1935,0.000128321
0.0102,171,717.0885,4.1935,0.000143418
0.0104,171,717.174,4.194,0.000143435
0.0106,151.5,635.1638,4.1925,0.000127033
0.0108,165,691.9275,4.1935,0.000138385
0.011,171.5,719.2709,4.194,0.000143854
0.0112,171.5,719.2709,4.194,0.000143854
0.0114,153.5,643.7023,4.1935,0.00012874
0.0116,162,679.347,4.1935,0.000135869
0.0118,176,738.144,4.194,0.000147629
0.012,174.5,731.853,4.194,0.000146371
0.0122,163,683.5405,4.1935,0.000136708
0.0124,169,708.7015,4.1935,0.00014174
0.0126,180.5,756.9268,4.1935,0.000151385
0.0128,176.5,740.1528,4.1935,0.000148031
0.013,163,683.5405,4.1935,0.000136708
0.0132,160,670.96,4.1935,0.000134192
0.0134,175.5,735.9592,4.1935,0.000147192
0.0136,178.5,748.629,4.194,0.000149726
0.0138,169,708.7015,4.1935,0.00014174
0.014,161,675.1535,4.1935,0.000135031
0.0142,178,746.443,4.1935,0.000149289
0.0144,179,750.6365,4.1935,0.000150127
0.0146,171.5,719.2709,4.194,0.000143854
0.0148,158.5,664.6697,4.1935,0.000132934
0.015,177,742.2495,4.1935,0.00014845
0.0152,177,742.2495,4.1935,0.00014845
0.0154,171.5,719.2709,4.194,0.000143854
0.0156,137,574.5095,4.1935,0.000114902
0.0158,148,620.712,4.194,0.000124142
0.016,149.5,627.003,4.194,0.000125401
0.0162,147.5,618.615,4.194,0.000123723
0.0164,128,536.64,4.1925,0.000107328
0.0166,148,620.638,4.1935,0.000124128
0.0168,150,629.025,4.1935,0.000125805
0.017,146.5,614.421,4.194,0.000122884
0.0172,128,536.768,4.1935,0.000107354
0.0174,141.5,593.5925,4.195,0.000118719
0.0176,146.5,614.421,4.194,0.000122884
0.0178,150,629.025,4.1935,0.000125805
0.018,161.5,677.4926,4.195,0.000135499
0.0182,153.5,643.9326,4.195,0.000128786
0.0184,139,582.9659,4.194,0.000116593
0.0186,143,599.7419,4.194,0.000119948
0.0188,141,591.2835,4.1935,0.000118257
0.019,164.5,689.8307,4.1935,0.000137966
0.0192,188.5,790.4747,4.1935,0.000158095
0.0194,184.5,773.7007,4.1935,0.00015474
0.0196,179.5,753.0025,4.195,0.000150601
0.0198,139.5,584.9933,4.1935,0.000116999
0.02,149.5,626.9283,4.1935,0.000125386
0.0202,151.5,635.3152,4.1935,0.000127063
0.0204,150,629.1,4.194,0.00012582
0.0206,128.5,538.7363,4.1925,0.000107747
0.0208,151.5,635.391,4.194,0.000127078
0.021,150,629.025,4.1935,0.000125805
0.0212,150,629.1,4.194,0.00012582
0.0214,125.5,526.2842,4.1935,0.000105257
0.0216,146,612.47,4.195,0.000122494
0.0218,150,629.025,4.1935,0.000125805
0.022,152,637.64,4.195,0.000127528
0.0222,145,607.9125,4.1925,0.000121582
0.0224,176,738.056,4.1935,0.000147611
0.0226,181,759.114,4.194,0.000151823
0.0228,185.5,777.9869,4.194,0.000155597
0.023,168,704.34,4.1925,0.000140868
0.0232,178,746.443,4.1935,0.000149289
0.0234,187,784.1845,4.1935,0.000156837
0.0236,185,775.89,4.194,0.000155178
0.0238,157.5,660.555,4.194,0.000132111
0.024,142,595.477,4.1935,0.000119095
0.0242,154,645.799,4.1935,0.00012916
0.0244,154,645.799,4.1935,0.00012916
0.0246,141.5,593.3802,4.1935,0.000118676
0.0248,138.5,580.7997,4.1935,0.00011616
0.025,154,645.876,4.194,0.000129175
0.0252,153.5,643.7023,4.1935,0.00012874
0.0254,144,603.864,4.1935,0.000120773
0.0256,136.5,572.481,4.194,0.000114496
0.0258,153.5,643.779,4.194,0.000128756
0.026,154,645.799,4.1935,0.00012916
0.0262,146,612.324,4.194,0.000122465
0.0264,134.5,563.8912,4.1925,0.000112778
0.0266,165.5,694.0242,4.1935,0.000138805
0.0268,175.5,735.9592,4.1935,0.000147192
0.027,182,763.308,4.194,0.000152662
0.0272,181,759.0235,4.1935,0.000151805
0.0274,196,821.926,4.1935,0.000164385
0.0276,206.5,866.061,4.194,0.000173212
0.0278,207.5,870.4625,4.195,0.000174093
0.028,198.5,832.2112,4.1925,0.000166442
0.0282,220.5,924.6667,4.1935,0.000184933
0.0284,234,981.3959,4.194,0.000196279
0.0286,230,964.6199,4.194,0.000192924
0.0288,216,905.796,4.1935,0.000181159
0.029,216.5,908.001,4.194,0.0001816
0.0292,214.5,899.613,4.194,0.000179923
0.0294,216,905.796,4.1935,0.000181159
0.0296,205.5,861.5588,4.1925,0.000172312
0.0298,219.5,920.4733,4.1935,0.000184095
0.03,233,977.202,4.194,0.00019544
0.0302,239,1002.2465,4.1935,0.000200449
0.0304,219.5,920.5829,4.194,0.000184117
0.0306,208.5,874.3448,4.1935,0.000174869
0.0308,215,901.71,4.194,0.000180342
0.031,202.5,849.285,4.194,0.000169857
0.0312,202.5,849.1838,4.1935,0.000169837
0.0314,203.5,853.3773,4.1935,0.000170675
0.0316,213.5,895.4189,4.194,0.000179084
0.0318,211,884.8285,4.1935,0.000176966
0.032,199.5,836.7029,4.194,0.000167341
0.0322,181.5,761.1202,4.1935,0.000152224
0.0324,202.5,849.1838,4.1935,0.000169837
0.0326,205,859.6675,4.1935,0.000171934
0.0328,202.5,849.1838,4.1935,0.000169837
0.033,192,805.152,4.1935,0.00016103
0.0332,214,897.409,4.1935,0.000179482
0.0334,211,884.8285,4.1935,0.000176966
0.0336,201,842.8935,4.1935,0.000168579
0.0338,188,788.378,4.1935,0.000157676
0.034,206,863.861,4.1935,0.000172772
0.0342,194.5,815.733,4.194,0.000163147
0.0344,182.5,765.3138,4.1935,0.000153063
0.0346,165.5,693.8588,4.1925,0.000138772
0.0348,167.5,702.4113,4.1935,0.000140482
0.035,161.5,677.2502,4.1935,0.00013545
0.0352,173,725.4755,4.1935,0.000145095
0.0354,177.5,744.1688,4.1925,0.000148834
0.0356,219,918.3765,4.1935,0.000183675
0.0358,233,976.8525,4.1925,0.00019537
0.036,233.5,979.1823,4.1935,0.000195836
0.0362,221,926.7635,4.1935,0.000185353
