Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,703.5,2950.4788,4.194,0.000590096
0.0002,609,2554.1458,4.194,0.000510829
0.0004,512,2147.072,4.1935,0.000429414
0.0006,550,2305.875,4.1925,0.000461175
0.0008,666.5,2793.6348,4.1915,0.000558727
0.001,693,2906.0955,4.1935,0.000581219
0.0012,595,2495.1326,4.1935,0.000499027
0.0014,609,2553.2327,4.1925,0.000510647
0.0016,663,2780.2905,4.1935,0.000556058
0.0018,566.5,2374.4849,4.1915,0.000474897
0.002,551,2310.6184,4.1935,0.000462124
0.0022,546,2288.5591,4.1915,0.000457712
0.0024,629.5,2639.8083,4.1935,0.000527962
0.0026,684.5,2871.4775,4.195,0.000574296
0.0028,508.5,2131.8862,4.1925,0.000426377
0.003,503.5,2110.9238,4.1925,0.000422185
0.0032,516,2163.3301,4.1925,0.000432666
0.0034,512.5,2149.1687,4.1935,0.000429834
0.0036,496,2079.48,4.1925,0.000415896
0.0038,544.5,2282.8164,4.1925,0.000456563
0.004,578,2423.843,4.1935,0.000484769
0.0042,580.5,2434.3267,4.1935,0.000486865
0.0044,555,2327.3926,4.1935,0.000465478
0.0046,550.5,2308.5217,4.1935,0.000461704
0.0048,570,2390.2949,4.1935,0.000478059
0.005,523,2193.2004,4.1935,0.00043864
0.0052,513,2150.2395,4.1915,0.000430048
0.0054,560.5,2349.8962,4.1925,0.000469979
0.0056,642,2693.1902,4.195,0.000538638
0.0058,552.5,2316.3562,4.1925,0.000463271
0.006,502,2105.137,4.1935,0.000421027
0.0062,468,1962.0901,4.1925,0.000392418
0.0064,519,2176.6858,4.194,0.000435337
0.0066,501.5,2101.5356,4.1905,0.000420307
0.0068,526.5,2207.8777,4.1935,0.000441576
0.007,533.5,2236.6987,4.1925,0.00044734
0.0072,563,2359.8147,4.1915,0.000471963
0.0074,526,2205.781,4.1935,0.000441156
0.0076,540,2263.95,4.1925,0.00045279
0.0078,536.5,2249.2764,4.1925,0.000449855
0.008,544.5,2282.272,4.1915,0.000456454
0.0082,563.5,2363.8826,4.195,0.000472776
0.0084,474,1988.4301,4.195,0.000397686
0.0086,374.5,1570.0913,4.1925,0.000314018
0.0088,408.5,1712.6364,4.1925,0.000342527
0.009,429.5,1800.6788,4.1925,0.000360136
0.0092,422,1769.657,4.1935,0.000353931
0.0094,419.5,1759.1732,4.1935,0.000351835
