Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,377.5,1583.0463,4.1935,0.000316609
0.0002,393,1648.0455,4.1935,0.000329609
0.0004,392.5,1645.9487,4.1935,0.00032919
0.0006,373.5,1566.2722,4.1935,0.000313254
0.0008,395.5,1657.145,4.19,0.000331429
0.001,506,2120.8989,4.1915,0.00042418
0.0012,532.5,2232.5063,4.1925,0.000446501
0.0014,514,2155.7158,4.194,0.000431143
0.0016,494.5,2073.1914,4.1925,0.000414638
0.0018,511,2142.3674,4.1925,0.000428474
0.002,512.5,2149.4248,4.194,0.000429885
0.0022,525.5,2203.6843,4.1935,0.000440737
0.0024,496.5,2082.0728,4.1935,0.000416415
0.0026,514.5,2156.5269,4.1915,0.000431305
0.0028,515,2158.6226,4.1915,0.000431725
0.003,495.5,2077.8792,4.1935,0.000415576
0.0032,475.5,1994.0093,4.1935,0.000398802
0.0034,482,2021.5079,4.194,0.000404302
0.0036,480.5,2014.0159,4.1915,0.000402803
0.0038,493,2068.135,4.195,0.000413627
0.004,472.5,1980.9563,4.1925,0.000396191
0.0042,470,1970.0051,4.1915,0.000394001
0.0044,491.5,2060.6138,4.1925,0.000412123
0.0046,504.5,2115.8728,4.194,0.000423175
0.0048,500.5,2098.3464,4.1925,0.000419669
0.005,509.5,2136.5884,4.1935,0.000427318
0.0052,486.5,2040.3809,4.194,0.000408076
0.0054,453,1899.8818,4.194,0.000379976
0.0056,432.5,1814.3375,4.195,0.000362867
0.0058,432,1811.592,4.1935,0.000362318
0.006,466.5,1956.9675,4.195,0.000391393
0.0062,345.5,1449.027,4.194,0.000289805
0.0064,316,1325.304,4.194,0.000265061
0.0066,317.5,1331.595,4.194,0.000266319
0.0068,330.5,1386.1169,4.194,0.000277223
0.007,320.5,1344.0167,4.1935,0.000268803
0.0072,310,1299.985,4.1935,0.000259997
0.0074,295.5,1239.3269,4.194,0.000247865
0.0076,302.5,1268.9875,4.195,0.000253798
0.0078,276,1157.406,4.1935,0.000231481
0.008,268.5,1125.9547,4.1935,0.000225191
0.0082,250,1048.375,4.1935,0.000209675
0.0084,271.5,1138.5353,4.1935,0.000227707
0.0086,271.5,1138.5353,4.1935,0.000227707
0.0088,266.5,1117.5677,4.1935,0.000223514
0.009,249.5,1046.2783,4.1935,0.000209256
0.0092,281,1178.3735,4.1935,0.000235675
0.0094,298.5,1251.4613,4.1925,0.000250292
0.0096,297,1244.8756,4.1915,0.000248975
0.0098,390,1635.465,4.1935,0.000327093
0.01,418.5,1754.9797,4.1935,0.000350996
0.0102,399,1673.2065,4.1935,0.000334641
0.0104,394.5,1654.3358,4.1935,0.000330867
0.0106,398,1668.615,4.1925,0.000333723
