Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,224,939.344,4.1935,0.000187869
0.0002,224,939.344,4.1935,0.000187869
0.0004,204.5,857.5707,4.1935,0.000171514
0.0006,217.5,912.0862,4.1935,0.000182417
0.0008,224.5,941.4407,4.1935,0.000188288
0.001,222.5,933.165,4.194,0.000186633
0.0012,206,863.861,4.1935,0.000172772
0.0014,209.5,878.5383,4.1935,0.000175708
0.0016,220,922.57,4.1935,0.000184514
0.0018,220.5,924.6667,4.1935,0.000184933
0.002,210.5,882.7318,4.1935,0.000176546
0.0022,198,830.61,4.195,0.000166122
0.0024,182.5,765.405,4.194,0.000153081
0.0026,179.5,752.7333,4.1935,0.000150547
0.0028,179,750.6365,4.1935,0.000150127
0.003,194,813.539,4.1935,0.000162708
0.0032,228.5,958.2148,4.1935,0.000191643
0.0034,222,930.957,4.1935,0.000186191
0.0036,221.5,928.9709,4.194,0.000185794
0.0038,201.5,844.9902,4.1935,0.000168998
0.004,221,926.874,4.194,0.000185375
0.0042,224,939.12,4.1925,0.000187824
0.0044,227.5,954.0212,4.1935,0.000190804
0.0046,202,846.885,4.1925,0.000169377
0.0048,222,930.957,4.1935,0.000186191
0.005,262,1098.4351,4.1925,0.000219687
0.0052,321.5,1348.2102,4.1935,0.000269642
0.0054,333,1396.4355,4.1935,0.000279287
0.0056,300,1258.05,4.1935,0.00025161
0.0058,247,1035.5475,4.1925,0.00020711
0.006,248,1040.36,4.195,0.000208072
0.0062,228.5,957.9863,4.1925,0.000191597
0.0064,287,1203.5345,4.1935,0.000240707
0.0066,337.5,1414.9688,4.1925,0.000282994
0.0068,364,1526.434,4.1935,0.000305287
0.007,340,1426.3,4.195,0.00028526
0.0072,247,1035.5475,4.1925,0.00020711
0.0074,246.5,1033.6978,4.1935,0.00020674
0.0076,246,1031.601,4.1935,0.00020632
0.0078,234.5,983.3757,4.1935,0.000196675
0.008,229,960.3115,4.1935,0.000192062
0.0082,245,1027.4075,4.1935,0.000205481
0.0084,279.5,1172.0833,4.1935,0.000234417
0.0086,320.5,1344.0167,4.1935,0.000268803
0.0088,334,1401.464,4.196,0.000280293
0.009,236.5,991.7628,4.1935,0.000198353
0.0092,222.5,933.0538,4.1935,0.000186611
0.0094,218,914.183,4.1935,0.000182837
0.0096,202,846.885,4.1925,0.000169377
0.0098,222,930.957,4.1935,0.000186191
0.01,223.5,937.2473,4.1935,0.000187449
0.0102,220,922.6799,4.194,0.000184536
0.0104,201.5,844.7888,4.1925,0.000168958
0.0106,229,960.3115,4.1935,0.000192062
0.0108,244.5,1025.3108,4.1935,0.000205062
0.011,244,1023.58,4.195,0.000204716
0.0112,224,939.344,4.1935,0.000187869
0.0114,240,1006.44,4.1935,0.000201288
0.0116,246,1031.601,4.1935,0.00020632
0.0118,245,1027.4075,4.1935,0.000205482
0.012,226,947.731,4.1935,0.000189546
0.0122,237.5,995.9562,4.1935,0.000199191
0.0124,249,1044.1815,4.1935,0.000208836
0.0126,247,1035.7946,4.1935,0.000207159
0.0128,234.5,983.4929,4.194,0.000196699
0.013,244.5,1025.3108,4.1935,0.000205062
0.0132,253.5,1063.0524,4.1935,0.00021261
0.0134,250,1048.5,4.194,0.0002097
0.0136,235.5,987.5693,4.1935,0.000197514
0.0138,235,985.4725,4.1935,0.000197095
0.014,248.5,1042.0847,4.1935,0.000208417
0.0142,252,1056.762,4.1935,0.000211352
0.0144,240,1006.5599,4.194,0.000201312
0.0146,236,989.666,4.1935,0.000197933
0.0148,252,1056.762,4.1935,0.000211352
0.015,252.5,1058.8588,4.1935,0.000211772
0.0152,243.5,1021.1172,4.1935,0.000204223
0.0154,233.5,979.1823,4.1935,0.000195836
0.0156,248,1040.1119,4.194,0.000208022
0.0158,228.5,958.2148,4.1935,0.000191643
0.016,217.5,912.0862,4.1935,0.000182417
0.0162,202.5,849.1838,4.1935,0.000169837
0.0164,222.5,933.165,4.194,0.000186633
0.0166,223,935.262,4.194,0.000187052
0.0168,220.5,924.777,4.194,0.000184955
0.017,201,842.6925,4.1925,0.000168538
0.0172,222,930.957,4.1935,0.000186191
0.0174,223,935.262,4.194,0.000187052
0.0176,219,918.486,4.194,0.000183697
0.0178,201,842.6925,4.1925,0.000168538
0.018,217,909.9895,4.1935,0.000181998
0.0182,221,926.7635,4.1935,0.000185353
0.0184,220,922.57,4.1935,0.000184514
0.0186,205.5,861.7643,4.1935,0.000172353
0.0188,197,826.1195,4.1935,0.000165224
0.019,180.5,757.017,4.194,0.000151403
0.0192,189.5,794.7629,4.194,0.000158953
0.0194,182,763.217,4.1935,0.000152643
0.0196,208,872.248,4.1935,0.00017445
0.0198,230.5,966.6017,4.1935,0.00019332
0.02,226,947.8439,4.194,0.000189569
0.0202,216,905.9039,4.194,0.000181181
0.0204,206.5,865.9578,4.1935,0.000173192
0.0206,225.5,945.6343,4.1935,0.000189127
0.0208,228.5,958.2148,4.1935,0.000191643
0.021,230,964.505,4.1935,0.000192901
0.0212,225.5,945.4088,4.1925,0.000189082
0.0214,230,964.505,4.1935,0.000192901
0.0216,234.5,983.3757,4.1935,0.000196675
0.0218,231.5,970.9109,4.194,0.000194182
0.022,226.5,949.6013,4.1925,0.00018992
0.0222,268.5,1125.9547,4.1935,0.000225191
0.0224,277,1161.7379,4.194,0.000232348
0.0226,277.5,1163.6963,4.1935,0.000232739
0.0228,261.5,1096.6002,4.1935,0.00021932
0.023,275.5,1155.3092,4.1935,0.000231062
0.0232,279.5,1172.0833,4.1935,0.000234417
0.0234,277,1161.5995,4.1935,0.00023232
0.0236,259.5,1087.9537,4.1925,0.000217591
0.0238,269,1128.1859,4.194,0.000225637
0.024,276.5,1159.5028,4.1935,0.000231901
0.0242,276,1157.5439,4.194,0.000231509
0.0244,258.5,1084.0198,4.1935,0.000216804
0.0246,266,1115.4711,4.1935,0.000223094
0.0248,276,1157.406,4.1935,0.000231481
0.025,276.5,1159.641,4.194,0.000231928
0.0252,261,1094.5035,4.1935,0.000218901
0.0254,263,1102.8905,4.1935,0.000220578
0.0256,276.5,1159.641,4.194,0.000231928
0.0258,277,1161.5995,4.1935,0.00023232
0.026,265,1111.2775,4.1935,0.000222256
0.0262,261,1094.2426,4.1925,0.000218848
0.0264,277.5,1163.6963,4.1935,0.000232739
0.0266,277,1161.5995,4.1935,0.00023232
0.0268,267,1119.6646,4.1935,0.000223933
0.027,257.5,1079.5687,4.1925,0.000215914
0.0272,291,1220.3085,4.1935,0.000244062
0.0274,298.5,1251.7598,4.1935,0.000250352
0.0276,293,1228.6956,4.1935,0.000245739
0.0278,278,1165.793,4.1935,0.000233159
0.028,297.5,1247.5663,4.1935,0.000249513
0.0282,300,1258.05,4.1935,0.00025161
0.0284,335.5,1406.9193,4.1935,0.000281384
0.0286,376,1576.38,4.1925,0.000315276
0.0288,446,1869.8551,4.1925,0.000373971
0.029,549.5,2303.2292,4.1915,0.000460646
0.0292,621.5,2606.2603,4.1935,0.000521252
0.0294,533.5,2237.2322,4.1935,0.000447446
0.0296,497,2083.1755,4.1915,0.000416635
0.0298,527.5,2212.335,4.194,0.000442467
0.03,415,1740.3025,4.1935,0.000348061
0.0302,413,1731.0896,4.1915,0.000346218
0.0304,490,2054.8149,4.1935,0.000410963
0.0306,539,2259.7576,4.1925,0.000451952
0.0308,495,2075.7825,4.1935,0.000415156
0.031,417.5,1750.7863,4.1935,0.000350157
0.0312,434.5,1821.6414,4.1925,0.000364328
0.0314,452,1895.01,4.1925,0.000379002
0.0316,512.5,2148.6562,4.1925,0.000429731
0.0318,529.5,2220.4583,4.1935,0.000444092
0.032,473.5,1986.3326,4.195,0.000397266
0.0322,433.5,1817.8823,4.1935,0.000363576
0.0324,441.5,1850.5474,4.1915,0.000370109
0.0326,402.5,1688.4875,4.195,0.000337698
0.0328,267.5,1121.7612,4.1935,0.000224352
0.033,276,1157.8201,4.195,0.000231564
0.0332,241,1010.6335,4.1935,0.000202127
0.0334,222,931.0679,4.194,0.000186214
0.0336,213,893.2155,4.1935,0.000178643
0.0338,234,981.279,4.1935,0.000196256
0.034,238.5,1000.1498,4.1935,0.00020003
0.0342,220.5,924.9976,4.195,0.000184999
0.0344,203,851.2805,4.1935,0.000170256
0.0346,220,922.57,4.1935,0.000184514
0.0348,221,926.874,4.194,0.000185375
0.035,218,914.2919,4.194,0.000182858
0.0352,200,838.7,4.1935,0.00016774
0.0354,189,792.5715,4.1935,0.000158514
0.0356,179.5,752.7333,4.1935,0.000150547
0.0358,179.5,752.7333,4.1935,0.000150547
0.036,180.5,756.7463,4.1925,0.000151349
0.0362,218,914.183,4.1935,0.000182837
0.0364,226,947.731,4.1935,0.000189546
0.0366,224.5,941.5529,4.194,0.000188311
0.0368,207.5,870.1512,4.1935,0.00017403
0.037,211.5,886.9252,4.1935,0.000177385
