Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,103,431.8275,4.1925,8.63655E-05
0.0002,123,515.8005,4.1935,0.00010316
0.0004,123.5,517.8973,4.1935,0.000103579
0.0006,121,507.474,4.194,0.000101495
0.0008,102,427.635,4.1925,0.000085527
0.001,121,507.474,4.194,0.000101495
0.0012,124.5,522.0908,4.1935,0.000104418
0.0014,123.5,518.0825,4.195,0.000103617
0.0016,102.5,429.8337,4.1935,8.59668E-05
0.0018,117.5,492.7363,4.1935,9.85473E-05
0.002,124.5,522.0908,4.1935,0.000104418
0.0022,123.5,518.0825,4.195,0.000103617
0.0024,105.5,442.467,4.194,8.84934E-05
0.0026,117,490.698,4.194,9.81396E-05
0.0028,124,520.056,4.194,0.000104011
0.003,124.5,522.153,4.194,0.000104431
0.0032,110,461.45,4.195,9.229E-05
0.0034,109.5,459.1883,4.1935,9.18377E-05
0.0036,125,524.375,4.195,0.000104875
0.0038,124,519.994,4.1935,0.000103999
0.004,111,465.534,4.194,9.31068E-05
0.0042,109,457.0915,4.1935,9.14183E-05
0.0044,124.5,522.153,4.194,0.000104431
0.0046,123.5,517.959,4.194,0.000103592
0.0048,114,478.059,4.1935,9.56118E-05
0.005,106,444.564,4.194,8.89128E-05
0.0052,123.5,517.8973,4.1935,0.000103579
0.0054,124.5,522.0908,4.1935,0.000104418
0.0056,116.5,488.601,4.194,9.77202E-05
0.0058,104,436.02,4.1925,8.7204E-05
0.006,123.5,517.959,4.194,0.000103592
0.0062,123.5,517.8973,4.1935,0.000103579
0.0064,118.5,496.989,4.194,9.93978E-05
0.0066,103,431.9305,4.1935,8.63861E-05
0.0068,122.5,513.7037,4.1935,0.000102741
0.007,124.5,522.153,4.194,0.000104431
0.0072,121.5,509.6925,4.195,0.000101939
0.0074,101,423.4425,4.1925,8.46885E-05
0.0076,120.5,505.3167,4.1935,0.000101063
0.0078,124.5,522.153,4.194,0.000104431
0.008,123,515.862,4.194,0.000103172
0.0082,102.5,429.8337,4.1935,8.59667E-05
0.0084,120,503.22,4.1935,0.000100644
0.0086,124,519.994,4.1935,0.000103999
0.0088,124.5,522.2775,4.195,0.000104455
0.009,105,440.37,4.194,8.8074E-05
0.0092,116.5,488.5428,4.1935,9.77086E-05
0.0094,124,520.056,4.194,0.000104011
0.0096,122.5,513.765,4.194,0.000102753
0.0098,106,444.511,4.1935,8.89022E-05
0.01,111,465.534,4.194,9.31068E-05
0.0102,121,507.4135,4.1935,0.000101483
0.0104,121.5,509.5103,4.1935,0.000101902
0.0106,111.5,467.631,4.194,9.35262E-05
0.0108,99,415.0575,4.1925,8.30115E-05
0.011,102.5,429.9875,4.195,8.59975E-05
0.0112,103,431.9305,4.1935,8.63861E-05
0.0114,102.5,429.9875,4.195,8.59975E-05
0.0116,116,486.33,4.1925,9.7266E-05
0.0118,148.5,622.809,4.194,0.000124562
0.012,148,620.638,4.1935,0.000124128
0.0122,143.5,601.839,4.194,0.000120368
0.0124,123.5,517.8973,4.1935,0.000103579
0.0126,146,612.251,4.1935,0.00012245
0.0128,150.5,631.1218,4.1935,0.000126224
0.013,150,629.25,4.195,0.00012585
0.0132,127.5,534.6713,4.1935,0.000106934
0.0134,153,641.6055,4.1935,0.000128321
0.0136,155.5,652.0892,4.1935,0.000130418
0.0138,150,629.1,4.194,0.00012582
0.014,131.5,551.4453,4.1935,0.000110289
0.0142,140.5,589.1868,4.1935,0.000117837
0.0144,149,624.8315,4.1935,0.000124966
0.0146,155,650.225,4.195,0.000130045
0.0148,136.5,572.481,4.194,0.000114496
0.015,141.5,593.3802,4.1935,0.000118676
0.0152,153.5,643.7023,4.1935,0.00012874
0.0154,153.5,643.7023,4.1935,0.00012874
0.0156,138.5,580.7997,4.1935,0.00011616
0.0158,139.5,584.9933,4.1935,0.000116999
0.016,151.5,635.3152,4.1935,0.000127063
0.0162,155.5,652.0892,4.1935,0.000130418
0.0164,128.5,538.929,4.194,0.000107786
0.0166,107,448.758,4.194,8.97516E-05
0.0168,123.5,517.8973,4.1935,0.000103579
0.017,124.5,522.153,4.194,0.000104431
0.0172,116,486.446,4.1935,9.72892E-05
0.0174,104.5,438.2208,4.1935,8.76442E-05
0.0176,124.5,522.0908,4.1935,0.000104418
0.0178,124,519.994,4.1935,0.000103999
0.018,119.5,501.183,4.194,0.000100237
0.0182,102,427.737,4.1935,8.55474E-05
0.0184,122.5,513.765,4.194,0.000102753
0.0186,124,519.994,4.1935,0.000103999
0.0188,121.5,509.6925,4.195,0.000101938
0.019,103.5,434.0273,4.1935,8.68054E-05
0.0192,125,524.1875,4.1935,0.000104838
0.0194,125,524.0625,4.1925,0.000104812
0.0196,140,587.3,4.195,0.00011746
0.0198,103.5,434.0273,4.1935,8.68054E-05
0.02,123,515.862,4.194,0.000103172
0.0202,125.5,526.3469,4.194,0.000105269
0.0204,125,524.375,4.195,0.000104875
0.0206,105,440.2125,4.1925,8.80425E-05
0.0208,119,499.0265,4.1935,9.98053E-05
0.021,127,532.638,4.194,0.000106528
0.0212,132,553.7401,4.195,0.000110748
0.0214,118.5,496.989,4.194,9.93978E-05
0.0216,126,528.381,4.1935,0.000105676
0.0218,132,553.608,4.194,0.000110722
0.022,137,574.715,4.195,0.000114943
0.0222,123,515.6775,4.1925,0.000103135
0.0224,150.5,631.1218,4.1935,0.000126224
0.0226,177,742.2495,4.1935,0.00014845
0.0228,177,742.2495,4.1935,0.00014845
0.023,166,696.3701,4.195,0.000139274
0.0232,134,561.929,4.1935,0.000112386
0.0234,145,607.9125,4.1925,0.000121582
0.0236,167,700.3145,4.1935,0.000140063
0.0238,162,679.428,4.194,0.000135886
0.024,117,490.6395,4.1935,9.81279E-05
0.0242,130.5,547.2518,4.1935,0.00010945
0.0244,132,553.608,4.194,0.000110722
0.0246,130,545.35,4.195,0.00010907
0.0248,116.5,488.5428,4.1935,9.77086E-05
0.025,127.5,534.6713,4.1935,0.000106934
0.0252,125,524.1875,4.1935,0.000104837
0.0254,121,507.595,4.195,0.000101519
0.0256,102,427.635,4.1925,8.5527E-05
0.0258,123,515.862,4.194,0.000103172
0.026,123.5,518.0825,4.195,0.000103617
0.0262,121,507.595,4.195,0.000101519
0.0264,101.5,425.5388,4.1925,8.51077E-05
0.0266,117,490.698,4.194,9.81396E-05
0.0268,121.5,509.5103,4.1935,0.000101902
0.027,120,503.28,4.194,0.000100656
0.0272,106,444.564,4.194,8.89128E-05
0.0274,100,419.35,4.1935,8.387E-05
0.0276,102,427.89,4.195,8.5578E-05
0.0278,103.5,434.079,4.194,8.68158E-05
0.028,102.5,429.8337,4.1935,8.59667E-05
0.0282,128.5,538.8647,4.1935,0.000107773
0.0284,149,624.9059,4.194,0.000124981
0.0286,147.5,618.7625,4.195,0.000123752
0.0288,137,574.5779,4.194,0.000114916
0.029,126.5,530.4777,4.1935,0.000106096
0.0292,150,629.025,4.1935,0.000125805
0.0294,150.5,631.197,4.194,0.000126239
0.0296,144.5,606.1776,4.195,0.000121235
0.0298,130,545.155,4.1935,0.000109031
0.03,155.5,652.0892,4.1935,0.000130418
0.0302,154.5,647.8958,4.1935,0.000129579
0.0304,147.5,618.7625,4.195,0.000123752
0.0306,128,536.768,4.1935,0.000107354
0.0308,148,620.638,4.1935,0.000124128
0.031,149,624.6825,4.1925,0.000124936
0.0312,153.5,643.9326,4.195,0.000128786
0.0314,131.5,551.3138,4.1925,0.000110263
0.0316,148,620.712,4.194,0.000124142
0.0318,152.5,639.585,4.194,0.000127917
0.032,153,641.6819,4.194,0.000128336
0.0322,132,553.542,4.1935,0.000110708
0.0324,146.5,614.421,4.194,0.000122884
0.0326,150.5,631.197,4.194,0.000126239
0.0328,131.5,551.6425,4.195,0.000110328
