Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,329.5,1381.4288,4.1925,0.000276286
0.0002,319.5,1339.8232,4.1935,0.000267965
0.0004,311,1304.1785,4.1935,0.000260836
0.0006,329,1379.6615,4.1935,0.000275932
0.0008,329,1379.6615,4.1935,0.000275932
0.001,322.5,1352.4038,4.1935,0.000270481
0.0012,308.5,1293.6947,4.1935,0.000258739
0.0014,328.5,1377.2363,4.1925,0.000275447
0.0016,328.5,1377.5648,4.1935,0.000275513
0.0018,324.5,1360.7908,4.1935,0.000272158
0.002,308,1291.29,4.1925,0.000258258
0.0022,330,1383.855,4.1935,0.000276771
0.0024,329,1379.6615,4.1935,0.000275932
0.0026,327,1371.2745,4.1935,0.000274255
0.0028,306.5,1285.0013,4.1925,0.000257
0.003,325,1362.8876,4.1935,0.000272578
0.0032,335,1404.8225,4.1935,0.000280964
0.0034,322.5,1352.4038,4.1935,0.000270481
0.0036,308,1291.598,4.1935,0.00025832
0.0038,323,1354.1775,4.1925,0.000270836
0.004,354.5,1486.5958,4.1935,0.000297319
0.0042,410.5,1721.0212,4.1925,0.000344204
0.0044,492.5,2064.8064,4.1925,0.000412961
0.0046,565.5,2370.8589,4.1925,0.000474172
0.0048,621.5,2606.2603,4.1935,0.000521252
0.005,652.5,2737.2375,4.195,0.000547447
0.0052,572.5,2399.6338,4.1915,0.000479927
0.0054,544,2281.5359,4.194,0.000456307
0.0056,488.5,2048.0364,4.1925,0.000409607
0.0058,418,1752.8831,4.1935,0.000350577
0.006,297,1245.1725,4.1925,0.000249035
0.0062,293.5,1230.4988,4.1925,0.0002461
0.0064,307.5,1289.5012,4.1935,0.0002579
0.0066,308.5,1293.6947,4.1935,0.000258739
0.0068,297.5,1247.5663,4.1935,0.000249513
0.007,291,1220.0176,4.1925,0.000244004
0.0072,307.5,1289.5012,4.1935,0.0002579
0.0074,308.5,1293.6947,4.1935,0.000258739
0.0076,300.5,1260.1467,4.1935,0.000252029
0.0078,288,1207.4401,4.1925,0.000241488
0.008,308,1291.29,4.1925,0.000258258
0.0082,308.5,1293.3862,4.1925,0.000258677
0.0084,303.5,1272.7273,4.1935,0.000254545
0.0086,286.5,1201.1512,4.1925,0.00024023
0.0088,308,1291.598,4.1935,0.00025832
0.009,307.5,1289.1937,4.1925,0.000257839
0.0092,303,1270.3275,4.1925,0.000254066
0.0094,285.5,1196.9587,4.1925,0.000239392
0.0096,302.5,1268.2313,4.1925,0.000253646
0.0098,305.5,1281.1143,4.1935,0.000256223
0.01,306,1282.599,4.1915,0.00025652
0.0102,367.5,1542.03,4.196,0.000308406
0.0104,292,1224.502,4.1935,0.0002449
0.0106,287,1203.2476,4.1925,0.00024065
0.0108,286.5,1201.1512,4.1925,0.00024023
0.011,286.5,1201.1512,4.1925,0.00024023
0.0112,316.5,1326.9263,4.1925,0.000265385
0.0114,333.5,1398.1987,4.1925,0.00027964
0.0116,331.5,1389.8138,4.1925,0.000277963
0.0118,320,1341.92,4.1935,0.000268384
0.012,312.5,1310.4688,4.1935,0.000262094
0.0122,334,1400.629,4.1935,0.000280126
0.0124,334,1400.629,4.1935,0.000280126
0.0126,325,1362.8876,4.1935,0.000272578
0.0128,317,1329.0226,4.1925,0.000265804
0.013,341.5,1431.7388,4.1925,0.000286348
0.0132,339.5,1423.3538,4.1925,0.000284671
0.0134,330,1384.0199,4.194,0.000276804
0.0136,313,1312.2526,4.1925,0.000262451
0.0138,332.5,1394.3387,4.1935,0.000278868
0.014,433.5,1817.8823,4.1935,0.000363576
0.0142,517,2168.2979,4.194,0.00043366
0.0144,438,1836.9719,4.194,0.000367394
0.0146,429,1798.5825,4.1925,0.000359717
0.0148,407,1706.7545,4.1935,0.000341351
0.015,382,1601.535,4.1925,0.000320307
0.0152,385.5,1616.2087,4.1925,0.000323242
0.0154,388.5,1628.7863,4.1925,0.000325757
0.0156,376,1576.756,4.1935,0.000315351
0.0158,368.5,1545.8575,4.195,0.000309171
0.016,268,1123.322,4.1915,0.000224664
0.0162,320,1341.92,4.1935,0.000268384
0.0164,354,1484.499,4.1935,0.0002969
0.0166,356,1493.776,4.196,0.000298755
0.0168,280,1173.9,4.1925,0.00023478
0.017,325.5,1364.6588,4.1925,0.000272932
0.0172,356,1493.776,4.196,0.000298755
0.0174,313.5,1314.3488,4.1925,0.00026287
0.0176,321.5,1347.8888,4.1925,0.000269578
0.0178,355.5,1490.0784,4.1915,0.000298016
0.018,357.5,1499.3549,4.194,0.000299871
0.0182,241.5,1012.7303,4.1935,0.000202546
0.0184,230,964.505,4.1935,0.000192901
0.0186,220,922.35,4.1925,0.00018447
0.0188,239.5,1004.3433,4.1935,0.000200869
0.019,237.5,995.9562,4.1935,0.000199191
0.0192,230,964.505,4.1935,0.000192901
0.0194,217,909.7725,4.1925,0.000181954
0.0196,236.5,991.8809,4.194,0.000198376
0.0198,237.5,995.9562,4.1935,0.000199191
0.02,232,972.892,4.1935,0.000194578
0.0202,215.5,903.6993,4.1935,0.00018074
0.0204,236,989.7839,4.194,0.000197957
0.0206,237,993.978,4.194,0.000198796
0.0208,234.5,983.3757,4.1935,0.000196675
0.021,215,901.3875,4.1925,0.000180277
0.0212,239.5,1004.3433,4.1935,0.000200869
0.0214,233,976.8525,4.1925,0.000195371
0.0216,236,990.02,4.195,0.000198004
0.0218,216,905.58,4.1925,0.000181116
0.022,232.5,974.9888,4.1935,0.000194998
0.0222,237.5,995.7188,4.1925,0.000199144
0.0224,237,993.8595,4.1935,0.000198772
0.0226,217.5,911.8688,4.1925,0.000182374
0.0228,229.5,962.4083,4.1935,0.000192482
0.023,237,993.8595,4.1935,0.000198772
0.0232,237.5,995.9562,4.1935,0.000199191
0.0234,219.5,920.4733,4.1935,0.000184095
0.0236,226,947.731,4.1935,0.000189546
0.0238,237,993.978,4.194,0.000198796
0.024,266.5,1117.5677,4.1935,0.000223514
0.0242,322.5,1352.4038,4.1935,0.000270481
0.0244,354.5,1486.2413,4.1925,0.000297248
0.0246,450,1886.625,4.1925,0.000377325
0.0248,468,1961.1539,4.1905,0.000392231
0.025,520.5,2182.1963,4.1925,0.000436439
0.0252,510,2138.9399,4.194,0.000427788
0.0254,425,1782.2375,4.1935,0.000356448
0.0256,385.5,1616.2087,4.1925,0.000323242
0.0258,436.5,1830.0262,4.1925,0.000366005
0.026,467.5,1961.1626,4.195,0.000392233
0.0262,396,1660.626,4.1935,0.000332125
0.0264,364.5,1528.1663,4.1925,0.000305633
0.0266,376.5,1578.4763,4.1925,0.000315695
0.0268,414,1735.6951,4.1925,0.000347139
0.027,445,1865.6626,4.1925,0.000373132
0.0272,451.5,1892.4623,4.1915,0.000378492
0.0274,448,1878.24,4.1925,0.000375648
0.0276,382,1601.1531,4.1915,0.000320231
0.0278,391,1639.2676,4.1925,0.000327854
0.028,413.5,1733.5988,4.1925,0.00034672
0.0282,360.5,1512.2976,4.195,0.00030246
0.0284,244,1023.214,4.1935,0.000204643
0.0286,250,1048.375,4.1935,0.000209675
0.0288,264.5,1109.1808,4.1935,0.000221836
