Time (s),Main Avg Current (mA),Main Avg Power (mW),,
0.0094,212.5,891.225,4.195,0.000178287
0.0096,238,998.053,4.195,0.000199682
0.0098,233.5,978.9488,4.195,0.000195907
0.01,229,960.3115,4.195,0.000192131
0.0102,228.5,957.9863,4.195,0.000191711
0.0104,259.5,1087.9537,4.195,0.000217721
0.0106,255,1069.47,4.195,0.000213945
0.0108,236.5,991.7628,4.195,0.000198423
0.011,218.5,916.0613,4.195,0.000183322
0.0112,231.5,970.7953,4.195,0.000194229
0.0114,229,960.426,4.195,0.000192131
0.0116,232,972.892,4.195,0.000194648
0.0118,202.5,849.1838,4.195,0.000169898
0.012,235.5,987.3338,4.195,0.000197585
0.0122,267.5,1121.7612,4.195,0.000224432
0.0124,265,1111.2775,4.195,0.000222335
0.0126,234.5,983.1413,4.195,0.000196746
0.0128,250,1048.5,4.195,0.00020975
0.013,234,981.3959,4.195,0.000196326
0.0132,233.5,979.299,4.195,0.000195907
0.0134,208,872.04,4.195,0.000174512
0.0136,225,943.5375,4.195,0.000188775
0.0138,220.5,924.4463,4.195,0.000185
0.014,240,1006.44,4.195,0.00020136
0.0142,228.5,958.3289,4.195,0.000191711
0.0144,211.5,887.2426,4.195,0.000177449
0.0146,220,922.57,4.195,0.00018458
0.0148,215.5,904.0225,4.195,0.000180804
0.015,217.5,912.0862,4.195,0.000182483
0.0152,193,809.3455,4.195,0.000161927
0.0154,212.5,891.225,4.195,0.000178287
0.0156,234.5,983.962,4.195,0.000196746
0.0158,166.5,698.301,4.195,0.000139693
0.016,139,582.8965,4.195,0.000116621
0.0162,156,654.264,4.195,0.000130884
0.0164,157,658.4579,4.195,0.000131723
0.0166,151.5,635.3152,4.195,0.000127108
0.0168,151,633.2185,4.195,0.000126689
0.017,178.5,748.5397,4.195,0.000149761
0.0172,184,771.696,4.195,0.000154376
0.0174,183.5,769.5073,4.195,0.000153957
0.0176,173,725.4755,4.195,0.000145147
0.0178,218.5,916.2798,4.195,0.000183321
0.018,229.5,962.4083,4.195,0.000192551
0.0182,225,943.65,4.195,0.000188775
0.0184,205,859.975,4.195,0.000171995
0.0186,189.5,794.9525,4.195,0.000158991
0.0188,187.5,786.3749,4.195,0.000157312
0.019,183,767.502,4.195,0.000153537
0.0192,173.5,727.3987,4.195,0.000145567
0.0194,194,813.539,4.195,0.000162766
0.0196,186,779.991,4.195,0.000156054
0.0198,180.5,757.017,4.195,0.000151439
0.02,158,662.415,4.195,0.000132562
0.0202,174,729.756,4.195,0.000145986
0.0204,180,754.83,4.195,0.00015102
0.0206,183,767.502,4.195,0.000153537
0.0208,165,691.9275,4.195,0.000138435
0.021,172.5,723.465,4.195,0.000144727
0.0212,186.5,782.0878,4.195,0.000156473
0.0214,180,754.92,4.195,0.00015102
0.0216,167.5,702.4949,4.195,0.000140532
0.0218,169,708.7015,4.195,0.000141791
0.022,181,759.0235,4.195,0.000151859
0.0222,181,759.0235,4.195,0.000151859
0.0224,164.5,689.913,4.195,0.000138015
0.0226,139.5,585.063,4.195,0.000117041
0.0228,154.5,647.8958,4.195,0.000129625
0.023,154,645.799,4.195,0.000129206
0.0232,145.5,610.1542,4.195,0.000122075
0.0234,135,566.1225,4.195,0.000113265
0.0236,154.5,647.8958,4.195,0.000129626
0.0238,153,641.835,4.195,0.000128367
0.024,145.5,610.3725,4.195,0.000122074
0.0242,131.5,551.4453,4.195,0.000110329
0.0244,150.5,631.1218,4.195,0.000126269
0.0246,151.5,635.3152,4.195,0.000127108
0.0248,148.5,622.9575,4.195,0.000124592
0.025,131,549.3485,4.195,0.000109909
0.0252,120.5,505.4975,4.195,0.000101099
0.0254,110.5,463.437,4.195,9.27095E-05
0.0256,110.5,463.437,4.195,9.27095E-05
0.0258,111.5,467.4638,4.195,9.35485E-05
0.026,148,620.712,4.195,0.000124172
0.0262,156.5,656.361,4.195,0.000131303
0.0264,154.5,647.973,4.195,0.000129625
0.0266,138.5,580.869,4.195,0.000116202
0.0268,140.5,589.257,4.195,0.000117879
0.027,154,645.799,4.195,0.000129206
0.0272,156,654.186,4.195,0.000130884
0.0274,143.5,601.839,4.195,0.000120396
0.0276,138.5,580.869,4.195,0.000116201
0.0278,155,650.0699,4.195,0.000130045
0.028,154,645.645,4.195,0.000129206
0.0282,144.5,606.033,4.195,0.000121236
0.0284,134.5,564.0258,4.195,0.000112845
0.0286,154,645.799,4.195,0.000129206
0.0288,155.5,652.0892,4.195,0.000130465
0.029,151,633.2939,4.195,0.000126689
0.0292,133,557.7355,4.195,0.000111587
0.0294,154,645.876,4.195,0.000129206
0.0296,153,641.6055,4.195,0.000128367
0.0298,149.5,626.9283,4.195,0.00012543
0.03,132.5,555.6387,4.195,0.000111168
0.0302,151.5,635.3152,4.195,0.000127108
0.0304,154.5,647.973,4.195,0.000129625
0.0306,152,637.488,4.195,0.000127528
0.0308,132,553.542,4.195,0.000110748
0.031,149.5,627.003,4.195,0.00012543
0.0312,154,645.645,4.195,0.000129206
0.0314,153,641.835,4.195,0.000128367
0.0316,133.5,559.6988,4.195,0.000112006
0.0318,147.5,618.7625,4.195,0.000123752
0.032,155.5,651.9338,4.195,0.000130464
0.0322,192,805.152,4.195,0.000161088
0.0324,186,779.991,4.195,0.000156054
0.0326,210,880.635,4.195,0.00017619
0.0328,240.5,1008.5367,4.195,0.000201779
0.033,283,1187.1851,4.195,0.000237437
0.0332,283.5,1188.8573,4.195,0.000237856
0.0334,287,1203.2476,4.195,0.000240793
0.0336,331.5,1390.1453,4.195,0.000278128
0.0338,307,1287.4045,4.195,0.000257573
0.034,349.5,1465.6283,4.195,0.00029323
0.0342,346.5,1452.7013,4.195,0.000290713
0.0344,366,1535.7361,4.195,0.000307074
0.0346,279.5,1171.8038,4.195,0.0002345
0.0348,218.5,916.389,4.195,0.000183322
0.035,206,863.861,4.195,0.000172834
0.0352,257,1077.4725,4.195,0.000215623
0.0354,332.5,1394.5049,4.195,0.000278967
0.0356,318,1333.533,4.195,0.000266802
0.0358,326.5,1369.1777,4.195,0.000273933
0.036,343.5,1440.4673,4.195,0.000288197
0.0362,280.5,1176.417,4.195,0.000235339
0.0364,228,956.2319,4.195,0.000191292
0.0366,203,851.0775,4.195,0.000170317
0.0368,221,926.5425,4.195,0.000185419
0.037,242.5,1016.9238,4.195,0.000203457
0.0372,226,947.8439,4.195,0.000189614
0.0374,222.5,933.0538,4.195,0.000186677
0.0376,264.5,1109.1808,4.195,0.000221915
0.0378,274,1149.1559,4.195,0.000229886
0.038,267,1119.6646,4.195,0.000224013
0.0382,234.5,983.4929,4.195,0.000196745
0.0384,213.5,895.0988,4.195,0.000179127
0.0386,243.5,1021.1172,4.195,0.000204296
0.0388,254.5,1067.6276,4.195,0.000213525
0.039,231,968.6985,4.195,0.000193809
0.0392,218,914.183,4.195,0.000182902
0.0394,209.5,878.8525,4.195,0.000175771
0.0396,183.5,769.5989,4.195,0.000153956
0.0398,163.5,685.8825,4.195,0.000137176
0.04,148.5,622.809,4.195,0.000124591
0.0402,158.5,664.749,4.195,0.000132981
0.0404,157.5,660.555,4.195,0.000132142
0.0406,143.5,601.839,4.195,0.000120397
0.0408,140.5,589.257,4.195,0.000117879
0.041,154.5,647.8958,4.195,0.000129625
0.0412,154.5,647.8958,4.195,0.000129625
0.0414,148.5,622.809,4.195,0.000124591
0.0416,133,557.8019,4.195,0.000111587
0.0418,119.5,501.1233,4.195,0.000100261
0.042,115,482.2525,4.195,9.6485E-05
0.0422,138,578.703,4.195,0.000115782
0.0424,147.5,618.5413,4.195,0.000123752
0.0426,189,792.666,4.195,0.000158571
0.0428,190.5,798.8618,4.195,0.000159829
0.043,192.5,807.345,4.195,0.000161508
0.0432,175,733.8625,4.195,0.000146825
0.0434,149.5,626.9283,4.195,0.00012543
0.0436,154,645.799,4.195,0.000129206
0.0438,157,658.6151,4.195,0.000131723
0.044,134,561.929,4.195,0.000112426
0.0442,146,612.324,4.195,0.000122494
0.0444,154,645.799,4.195,0.000129206
0.0446,153.5,643.9326,4.195,0.000128786
0.0448,137,574.5779,4.195,0.000114943
0.045,141.5,593.451,4.195,0.000118718
0.0452,152.5,639.585,4.195,0.000127948
0.0454,156.5,656.361,4.195,0.000131303
0.0456,141.5,593.451,4.195,0.000118718
0.0458,138,578.772,4.195,0.000115782
0.046,153.5,643.7023,4.195,0.000128786
0.0462,154,645.799,4.195,0.000129206
0.0464,143,599.885,4.195,0.000119977
0.0466,135.5,568.2192,4.195,0.000113684
0.0468,152.5,639.585,4.195,0.000127947
0.047,153.5,643.7023,4.195,0.000128786
0.0472,147,616.4445,4.195,0.000123333
0.0474,132,553.41,4.195,0.000110748
0.0476,152.5,639.5087,4.195,0.000127947
0.0478,153,641.6055,4.195,0.000128367
0.048,148.5,622.9575,4.195,0.000124591
0.0482,131,549.3485,4.195,0.000109909
0.0484,151.5,635.3152,4.195,0.000127108
0.0486,153,641.6055,4.195,0.000128367
0.0488,150,629.25,4.195,0.00012585
0.049,131,549.2175,4.195,0.000109909
0.0492,149.5,626.9283,4.195,0.00012543
0.0494,153,641.6819,4.195,0.000128367
0.0496,152,637.412,4.195,0.000127528
0.0498,132,553.542,4.195,0.000110748
0.05,153.5,643.7023,4.195,0.000128786
0.0502,173.5,727.5723,4.195,0.000145566
0.0504,175.5,736.0469,4.195,0.000147244
0.0506,156.5,656.2828,4.195,0.000131303
0.0508,166.5,698.2178,4.195,0.000139693
0.051,175,733.8625,4.195,0.000146825
0.0512,176,738.144,4.195,0.000147664
0.0514,158.5,664.749,4.195,0.000132981
0.0516,163.5,685.6373,4.195,0.000137176
0.0518,178,746.443,4.195,0.000149342
0.052,178.5,748.3613,4.195,0.000149762
0.0522,194.5,815.6357,4.195,0.000163185
0.0524,203.5,853.3773,4.195,0.000170736
0.0526,222,931.0679,4.195,0.000186258
0.0528,221,926.7635,4.195,0.000185419
0.053,228,955.89,4.195,0.000191292
0.0532,243.5,1020.8738,4.195,0.000204297
0.0534,301.5,1264.3402,4.195,0.000252958
0.0536,320,1341.6001,4.195,0.00026848
0.0538,319,1337.886,4.195,0.000267641
0.054,277.5,1163.6963,4.195,0.000232822
0.0542,288,1207.728,4.195,0.000241632
0.0544,282,1182.567,4.195,0.000236598
0.0546,291,1220.3085,4.195,0.000244149
0.0548,220.5,924.777,4.195,0.000184999
0.055,180.5,757.017,4.195,0.000151439
0.0552,180.5,756.9268,4.195,0.000151439
0.0554,176.5,740.241,4.195,0.000148083
0.0556,141.5,593.3802,4.195,0.000118719
0.0558,151,633.2185,4.195,0.000126689
0.056,153,641.6055,4.195,0.000128367
0.0562,152,637.488,4.195,0.000127528
0.0564,132,553.41,4.195,0.000110748
0.0566,149,624.9059,4.195,0.000125011
0.0568,152,637.412,4.195,0.000127528
0.057,151.5,635.391,4.195,0.000127108
0.0572,135.5,568.2192,4.195,0.000113684
0.0574,141,591.2835,4.195,0.000118299
0.0576,150,629.025,4.195,0.00012585
0.0578,150.5,631.1218,4.195,0.00012627
0.058,137.5,576.6063,4.195,0.000115362
0.0582,126.5,530.4777,4.195,0.000106133
0.0584,111.5,467.5753,4.195,9.35485E-05
0.0586,109.5,459.243,4.195,9.18705E-05
0.0588,110,461.285,4.195,9.229E-05
0.059,129.5,543.0582,4.195,0.000108651
0.0592,156.5,656.2828,4.195,0.000131303
0.0594,155,650.0699,4.195,0.000130045
0.0596,148,620.712,4.195,0.000124172
0.0598,132,553.542,4.195,0.000110748
0.06,152,637.412,4.195,0.000127528
0.0602,154,645.876,4.195,0.000129206
0.0604,153.5,643.7023,4.195,0.000128786
0.0606,131,549.3485,4.195,0.000109909
0.0608,153,641.835,4.195,0.000128367
0.061,153.5,643.7023,4.195,0.000128786
0.0612,151.5,635.391,4.195,0.000127109
0.0614,131.5,551.4453,4.195,0.000110328
0.0616,148.5,622.809,4.195,0.000124591
0.0618,154.5,647.7413,4.195,0.000129625
0.062,185,776.075,4.195,0.000155215
0.0622,169,708.7015,4.195,0.000141791
0.0624,183.5,769.5073,4.195,0.000153957
0.0626,194,813.539,4.195,0.000162766
0.0628,193.5,811.5389,4.195,0.000162347
0.063,177,742.2495,4.195,0.000148503
0.0632,180.5,756.9268,4.195,0.000151439
0.0634,191,801.054,4.195,0.000160249
0.0636,171,717.174,4.195,0.000143469
0.0638,143.5,601.7673,4.195,0.000120397
0.064,143,599.6705,4.195,0.000119977
0.0642,172,721.368,4.195,0.000144308
0.0644,185,775.89,4.195,0.000155215
0.0646,176,738.056,4.195,0.000147664
0.0648,167.5,702.2438,4.195,0.000140533
0.065,179,750.726,4.195,0.000150181
0.0652,162.5,681.4438,4.195,0.000136338
0.0654,153.5,643.7023,4.195,0.000128787
0.0656,142.5,597.5737,4.195,0.000119557
0.0658,160.5,673.137,4.195,0.00013466
0.066,170,712.725,4.195,0.00014263
0.0662,183,767.6851,4.195,0.000153537
0.0664,169.5,710.7983,4.195,0.000142211
0.0666,198.5,832.509,4.195,0.000166541
0.0668,176,738.32,4.195,0.000147664
0.067,172.5,723.465,4.195,0.000144727
0.0672,153.5,643.7023,4.195,0.000128787
0.0674,172,721.282,4.195,0.000144308
0.0676,175,733.8625,4.195,0.000146825
0.0678,173,725.735,4.195,0.000145147
0.068,153,641.6055,4.195,0.000128367
0.0682,171,717.0885,4.195,0.000143469
0.0684,180,754.92,4.195,0.00015102
0.0686,176.5,740.241,4.195,0.000148084
0.0688,162.5,681.4438,4.195,0.000136338
0.069,176.5,740.1528,4.195,0.000148083
0.0692,182.5,765.3138,4.195,0.000153118
0.0694,178.5,748.5397,4.195,0.000149761
0.0696,160.5,673.137,4.195,0.00013466
0.0698,168,704.592,4.195,0.000140952
0.07,178.5,748.5397,4.195,0.000149761
0.0702,182,763.4901,4.195,0.000152698
0.0704,167,700.3145,4.195,0.000140113
0.0706,168,704.592,4.195,0.000140952
0.0708,181.5,761.1202,4.195,0.000152278
0.071,181.5,761.2109,4.195,0.000152279
0.0712,170,712.98,4.195,0.00014263
0.0714,165,691.9275,4.195,0.000138435
0.0716,180.5,756.9268,4.195,0.00015144
0.0718,181,759.0235,4.195,0.000151859
0.072,170,712.895,4.195,0.00014263
0.0722,167.5,702.4113,4.195,0.000140533
0.0724,188.5,790.4747,4.195,0.000158151
0.0726,190.5,798.957,4.195,0.00015983
0.0728,193.5,811.5389,4.195,0.000162346
0.073,189.5,794.4788,4.195,0.000158991
0.0732,216.5,907.6763,4.195,0.000181644
0.0734,214.5,899.613,4.195,0.000179965
0.0736,216.5,907.8928,4.195,0.000181644
0.0738,195.5,819.8293,4.195,0.000164024
0.074,207.5,870.1512,4.195,0.000174093
0.0742,196.5,824.0228,4.195,0.000164863
0.0744,195,817.7325,4.195,0.000163605
0.0746,191,801.2451,4.195,0.000160249
0.0748,159.5,668.8633,4.195,0.00013382
0.075,144,603.936,4.195,0.000120816
0.0752,138,578.703,4.195,0.000115782
0.0754,132.5,555.5063,4.195,0.000111168
0.0756,168,704.508,4.195,0.000140952
0.0758,180,754.92,4.195,0.00015102
0.076,178.5,748.5397,4.195,0.000149762
0.0762,174.5,731.853,4.195,0.000146405
0.0764,171.5,719.1852,4.195,0.000143889
0.0766,178,746.443,4.195,0.000149342
0.0768,182,763.217,4.195,0.000152698
0.077,168.5,706.6047,4.195,0.000141372
0.0772,159.5,668.8633,4.195,0.00013382
0.0774,179,750.6365,4.195,0.000150181
0.0776,175,733.8625,4.195,0.000146825
0.0778,170.5,714.9918,4.195,0.00014305
0.078,158,662.415,4.195,0.000132562
0.0782,173.5,727.5723,4.195,0.000145566
0.0784,176.5,740.1528,4.195,0.000148084
0.0786,177.5,744.6125,4.195,0.000148922
0.0788,152.5,639.3563,4.195,0.000127948
0.079,174.5,731.7657,4.195,0.000146406
0.0792,178,746.443,4.195,0.000149342
0.0794,172.5,723.6375,4.195,0.000144728
0.0796,155,649.8375,4.195,0.000130045
0.0798,173.5,727.6589,4.195,0.000145567
0.08,174.5,731.7657,4.195,0.000146405
0.0802,176.5,740.241,4.195,0.000148084
0.0804,156,654.186,4.195,0.000130884
0.0806,167,700.3979,4.195,0.000140113
0.0808,177,742.2495,4.195,0.000148503
0.081,175.5,736.2225,4.195,0.000147244
0.0812,156.5,656.2828,4.195,0.000131304
0.0814,168.5,706.689,4.195,0.000141372
0.0816,174.5,731.7657,4.195,0.000146405
0.0818,178.5,748.5397,4.195,0.000149762
0.082,168.5,706.4363,4.195,0.000141371
0.0822,195,818.22,4.195,0.000163605
0.0824,159,666.7665,4.195,0.000133401
0.0826,152.5,639.585,4.195,0.000127947
0.0828,140.5,589.257,4.195,0.00011788
0.083,137,574.5095,4.195,0.000114943
0.0832,169.5,710.7983,4.195,0.000142211
0.0834,174,729.669,4.195,0.000145986
0.0836,166,696.121,4.195,0.000139274
0.0838,155,649.9925,4.195,0.000130045
0.084,173,725.4755,4.195,0.000145147
0.0842,174.5,731.7657,4.195,0.000146406
0.0844,167,700.3979,4.195,0.000140113
0.0846,153,641.6055,4.195,0.000128367
0.0848,175,733.8625,4.195,0.000146825
0.085,178,746.71,4.195,0.000149342
0.0852,172,721.368,4.195,0.000144308
0.0854,161.5,677.0887,4.195,0.000135498
0.0856,184,771.604,4.195,0.000154376
0.0858,180,754.83,4.195,0.00015102
0.086,177,742.515,4.195,0.000148503
0.0862,156.5,656.1263,4.195,0.000131304
0.0864,176,738.056,4.195,0.000147664
0.0866,178.5,748.8076,4.195,0.000149762
0.0868,180.5,757.017,4.195,0.000151439
0.087,159.5,668.7038,4.195,0.000133821
0.0872,174,729.756,4.195,0.000145986
0.0874,181,759.0235,4.195,0.000151859
0.0876,181.5,761.1202,4.195,0.000152279
0.0878,162.5,681.4438,4.195,0.000136337
0.088,171,717.345,4.195,0.000143469
0.0882,179,750.6365,4.195,0.000150181
0.0884,179,750.6365,4.195,0.000150181
0.0886,158.5,664.9075,4.195,0.000132982
0.0888,141,591.3539,4.195,0.000118299
0.089,152,637.488,4.195,0.000127528
0.0892,152.5,639.5087,4.195,0.000127947
0.0894,140.5,589.257,4.195,0.00011788
0.0896,136.5,572.481,4.195,0.000114524
0.0898,153,641.6819,4.195,0.000128367
0.09,151.5,635.3152,4.195,0.000127109
0.0902,140.5,589.257,4.195,0.000117879
0.0904,132.5,555.6387,4.195,0.000111168
0.0906,149,624.8315,4.195,0.000125011
0.0908,149.5,626.9283,4.195,0.00012543
0.091,145.5,610.227,4.195,0.000122075
0.0912,128.5,539.0575,4.195,0.000107811
0.0914,116,486.446,4.195,9.7324E-05
0.0916,109,457.146,4.195,9.1451E-05
0.0918,108,452.952,4.195,9.0612E-05
0.092,112.5,471.6562,4.195,9.43875E-05
0.0922,150.5,631.1218,4.195,0.000126269
0.0924,154.5,647.8958,4.195,0.000129626
0.0926,153,641.835,4.195,0.000128367
0.0928,133.5,559.8323,4.195,0.000112007
0.093,143,599.7419,4.195,0.000119977
0.0932,154.5,647.8958,4.195,0.000129625
0.0934,152.5,639.5087,4.195,0.000127948
0.0936,137.5,576.8125,4.195,0.000115362
0.0938,141,591.3539,4.195,0.000118299
0.094,153,641.6055,4.195,0.000128367
0.0942,152,637.488,4.195,0.000127528
0.0944,140,587.3,4.195,0.00011746
0.0946,136.5,572.481,4.195,0.000114523
0.0948,152,637.488,4.195,0.000127528
0.095,154,645.799,4.195,0.000129206
0.0952,143.5,601.7673,4.195,0.000120396
0.0954,134,561.929,4.195,0.000112426
0.0956,152,637.488,4.195,0.000127528
0.0958,152,637.488,4.195,0.000127528
0.096,145.5,610.227,4.195,0.000122074
0.0962,131,549.3485,4.195,0.000109909
0.0964,151.5,635.391,4.195,0.000127109
0.0966,151.5,635.391,4.195,0.000127108
0.0968,147.5,618.5413,4.195,0.000123753
0.097,130,545.155,4.195,0.00010907
0.0972,150.5,631.1218,4.195,0.00012627
0.0974,152,637.412,4.195,0.000127528
0.0976,150,629.1,4.195,0.00012585
0.0978,130,545.155,4.195,0.00010907
0.098,148.5,622.7347,4.195,0.000124591
0.0982,152,637.412,4.195,0.000127528
0.0984,151,633.2939,4.195,0.000126689
0.0986,130.5,547.2518,4.195,0.00010949
0.0988,146.5,614.3478,4.195,0.000122914
0.099,152.5,639.5087,4.195,0.000127947
0.0992,151.5,635.391,4.195,0.000127109
0.0994,133,557.7355,4.195,0.000111587
0.0996,146,612.251,4.195,0.000122494
0.0998,172,721.282,4.195,0.000144308
0.1,174.5,731.853,4.195,0.000146405
0.1002,158,662.573,4.195,0.000132562
0.1004,162,679.428,4.195,0.000135918
0.1006,174,729.669,4.195,0.000145986
0.1008,174.5,731.7657,4.195,0.000146406
0.101,161,675.1535,4.195,0.000135079
0.1012,158,662.573,4.195,0.000132562
0.1014,177,742.2495,4.195,0.000148503
0.1016,177,742.2495,4.195,0.000148503
0.1018,167.5,702.4949,4.195,0.000140532
0.102,164.5,689.6663,4.195,0.000138016
0.1022,206.5,866.061,4.195,0.000173254
0.1024,208.5,874.3448,4.195,0.000174931
0.1026,202,847.1879,4.195,0.000169478
0.1028,192.5,807.2488,4.195,0.000161507
0.103,213,893.2155,4.195,0.000178707
0.1032,216,905.796,4.195,0.000181224
0.1034,211,884.8285,4.195,0.000177029
0.1036,195.5,819.8293,4.195,0.000164025
0.1038,212.5,891.1188,4.195,0.000178287
0.104,220.5,924.777,4.195,0.000185
0.1042,194,813.6359,4.195,0.000162766
0.1044,158.5,664.5113,4.195,0.000132981
0.1046,177,742.2495,4.195,0.000148503
0.1048,179.5,752.7333,4.195,0.0001506
0.105,179,750.905,4.195,0.000150181
0.1052,146.5,614.2013,4.195,0.000122913
0.1054,147.5,618.5413,4.195,0.000123753
0.1056,152.5,639.5087,4.195,0.000127948
0.1058,152,637.64,4.195,0.000127528
0.106,133,557.7355,4.195,0.000111587
0.1062,144.5,606.033,4.195,0.000121235
0.1064,151.5,635.3152,4.195,0.000127109
0.1066,150.5,631.1218,4.195,0.00012627
0.1068,134.5,564.093,4.195,0.000112845
0.107,138,578.703,4.195,0.000115782
0.1072,149,624.8315,4.195,0.000125011
0.1074,149.5,626.9283,4.195,0.000125431
0.1076,140,587.09,4.195,0.00011746
0.1078,126,528.57,4.195,0.000105714
0.108,111.5,467.5753,4.195,9.35485E-05
0.1082,108.5,455.049,4.195,9.10315E-05
0.1084,109,457.146,4.195,9.1451E-05
0.1086,122.5,513.765,4.195,0.000102777
0.1088,154,645.876,4.195,0.000129206
0.109,154.5,647.8958,4.195,0.000129626
0.1092,149.5,627.1525,4.195,0.00012543
0.1094,130,545.025,4.195,0.00010907
0.1096,148.5,622.7347,4.195,0.000124591
0.1098,152.5,639.5087,4.195,0.000127948
0.11,154,646.03,4.195,0.000129206
0.1102,130.5,547.2518,4.195,0.000109489
0.1104,149.5,626.9283,4.195,0.000125431
0.1106,151.5,635.3152,4.195,0.000127108
0.1108,151.5,635.5425,4.195,0.000127109
0.111,132,553.542,4.195,0.000110748
0.1112,146.5,614.3478,4.195,0.000122914
0.1114,149.5,626.9283,4.195,0.000125431
0.1116,155,650.0699,4.195,0.000130045
0.1118,137,574.5095,4.195,0.000114943
0.112,141,591.1425,4.195,0.000118299
0.1122,176,738.144,4.195,0.000147664
0.1124,182.5,765.405,4.195,0.000153118
0.1126,169,708.7015,4.195,0.000141791
0.1128,176,738.056,4.195,0.000147664
0.113,188.5,790.4747,4.195,0.000158151
0.1132,195.5,819.6338,4.195,0.000164025
0.1134,204.5,857.3663,4.195,0.000171576
0.1136,226.5,949.6013,4.195,0.000190033
0.1138,267.5,1121.7612,4.195,0.000224433
0.114,282.5,1184.6638,4.195,0.000237017
0.1142,253,1060.9554,4.195,0.000212267
0.1144,228.5,958.2148,4.195,0.000191711
0.1146,247.5,1037.8912,4.195,0.000207653
0.1148,255,1069.3425,4.195,0.000213945
0.115,261.5,1096.3387,4.195,0.000219398
0.1152,274.5,1151.2529,4.195,0.000230306
0.1154,236.5,991.7628,4.195,0.000198423
0.1156,188.5,790.569,4.195,0.000158152
0.1158,188.5,790.7575,4.195,0.000158152
0.116,167,700.1475,4.195,0.000140113
0.1162,183,767.4105,4.195,0.000153537
0.1164,196,821.926,4.195,0.000164444
0.1166,194.5,815.733,4.195,0.000163186
0.1168,177,742.2495,4.195,0.000148503
0.117,192.5,807.345,4.195,0.000161507
0.1172,200.5,840.7968,4.195,0.00016822
0.1174,210,880.635,4.195,0.00017619
0.1176,177.5,744.3463,4.195,0.000148923
0.1178,192.5,807.2488,4.195,0.000161507
0.118,203,851.2805,4.195,0.000170317
0.1182,204.5,857.673,4.195,0.000171576
0.1184,194.5,815.6357,4.195,0.000163185
0.1186,206,863.861,4.195,0.000172834
0.1188,218,914.183,4.195,0.000182902
0.119,217.5,912.0862,4.195,0.000182483
0.1192,215,901.71,4.195,0.000180385
0.1194,211.5,886.7137,4.195,0.000177448
0.1196,234.5,983.3757,4.195,0.000196746
0.1198,240.5,1008.6569,4.195,0.000201779
0.12,221,926.7635,4.195,0.000185419
0.1202,244,1022.97,4.195,0.000204716
0.1204,270,1132.245,4.195,0.00022653
0.1206,268.5,1125.9547,4.195,0.000225272
0.1208,262.5,1100.5312,4.195,0.000220237
0.121,280.5,1176.6975,4.195,0.00023534
0.1212,249,1044.1815,4.195,0.000208911
0.1214,235,985.4725,4.195,0.000197165
0.1216,230.5,966.7169,4.195,0.00019339
0.1218,195,817.7325,4.195,0.000163605
0.122,204.5,857.5707,4.195,0.000171576
0.1222,206,863.861,4.195,0.000172834
0.1224,202,847.1879,4.195,0.000169478
0.1226,183.5,769.3238,4.195,0.000153957
0.1228,204.5,857.5707,4.195,0.000171575
0.123,205.5,861.7643,4.195,0.000172415
