Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,874.5,3666.3413,4.1925,0.000733268
0.0002,927.5,3889.4712,4.1935,0.000777894
0.0004,947,3970.2976,4.1925,0.00079406
0.0006,965.5,4048.8242,4.1935,0.000809765
0.0008,804.5,3372.8665,4.1925,0.000674573
0.001,821,3442.8635,4.1935,0.000688573
0.0012,886.5,3717.5378,4.1935,0.000743508
0.0014,810,3395.925,4.1925,0.000679185
0.0016,924.5,3876.8909,4.1935,0.000775378
0.0018,880.5,3691.4963,4.1925,0.000738299
0.002,899.5,3772.5027,4.194,0.000754501
0.0022,807.5,3386.2512,4.1935,0.00067725
0.0024,801,3358.1926,4.1925,0.000671639
0.0026,810.5,3398.0212,4.1925,0.000679604
0.0028,812.5,3408.4377,4.195,0.000681688
0.003,706.5,2962.0012,4.1925,0.0005924
0.0032,715,2997.6377,4.1925,0.000599527
0.0034,728.5,3054.9648,4.1935,0.000610993
0.0036,743.5,3117.8672,4.1935,0.000623573
0.0038,788.5,3305.7864,4.1925,0.000661157
0.004,901,3777.4426,4.1925,0.000755488
0.0042,844,3538.4702,4.1925,0.000707694
0.0044,828,3471.3901,4.1925,0.000694278
0.0046,838.5,3516.2498,4.1935,0.00070325
0.0048,805.5,3377.0588,4.1925,0.000675412
0.005,805,3374.9626,4.1925,0.000674992
0.0052,840.5,3523.7964,4.1925,0.000704759
0.0054,803,3366.5776,4.1925,0.000673315
0.0056,827.5,3470.5349,4.194,0.000694107
0.0058,780.5,3273.0269,4.1935,0.000654605
0.006,847,3552.3179,4.194,0.000710464
0.0062,861.5,3611.8389,4.1925,0.000722368
0.0064,806,3379.9609,4.1935,0.000675992
0.0066,755,3166.0925,4.1935,0.000633218
0.0068,801,3358.9937,4.1935,0.000671799
0.007,873.5,3662.1489,4.1925,0.00073243
0.0072,830.5,3481.041,4.1915,0.000696208
0.0074,883.5,3704.0737,4.1925,0.000740815
0.0076,900,3774.1501,4.1935,0.00075483
0.0078,857.5,3594.2114,4.1915,0.000718842
0.008,847.5,3553.1438,4.1925,0.000710629
0.0082,884,3706.1702,4.1925,0.000741234
0.0084,941.5,3947.2388,4.1925,0.000789448
0.0086,893.5,3746.8923,4.1935,0.000749378
0.0088,896,3757.8237,4.194,0.000751565
0.009,792.5,3322.5564,4.1925,0.000664511
0.0092,806,3379.155,4.1925,0.000675831
0.0094,915,3837.5098,4.194,0.000767502
0.0096,819.5,3434.9343,4.1915,0.000686987
0.0098,846.5,3549.7979,4.1935,0.00070996
0.01,814,3413.509,4.1935,0.000682702
0.0102,823,3451.2505,4.1935,0.00069025
0.0104,822,3446.2351,4.1925,0.000689247
0.0106,798.5,3348.9089,4.194,0.000669782
0.0108,780,3270.1501,4.1925,0.00065403
0.011,846.5,3550.2207,4.194,0.000710044
0.0112,717,3006.0225,4.1925,0.000601205
0.0114,783,3282.7275,4.1925,0.000656545
0.0116,812.5,3407.2188,4.1935,0.000681444
0.0118,743,3115.7705,4.1935,0.000623154
0.012,815.5,3419.7993,4.1935,0.00068396
0.0122,785.5,3293.2087,4.1925,0.000658642
0.0124,790.5,3315.3569,4.194,0.000663071
0.0126,808,3388.3481,4.1935,0.00067767
0.0128,883.5,3704.9573,4.1935,0.000740991
0.013,845,3543.5076,4.1935,0.000708702
0.0132,819,3432.0193,4.1905,0.000686404
0.0134,931.5,3908.574,4.196,0.000781715
0.0136,747.5,3135.7627,4.195,0.000627153
0.0138,699,2931.2566,4.1935,0.000586251
0.014,731,3064.7175,4.1925,0.000612944
0.0142,781.5,3277.6108,4.194,0.000655522
0.0144,668.5,2803.3547,4.1935,0.000560671
0.0146,562,2356.1851,4.1925,0.000471237
0.0148,620.5,2602.377,4.194,0.000520475
0.015,626,2625.1311,4.1935,0.000525026
0.0152,597.5,2505.6162,4.1935,0.000501123
0.0154,597,2503.5195,4.1935,0.000500704
0.0156,622.5,2610.4539,4.1935,0.000522091
0.0158,588.5,2467.2864,4.1925,0.000493457
0.016,620,2599.97,4.1935,0.000519994
0.0162,561.5,2353.5273,4.1915,0.000470705
0.0164,637,2671.5779,4.194,0.000534316
0.0166,600,2516.1001,4.1935,0.00050322
0.0168,608,2549.6479,4.1935,0.00050993
0.017,634.5,2660.1414,4.1925,0.000532028
0.0172,618,2590.9651,4.1925,0.000518193
0.0174,596.5,2500.8264,4.1925,0.000500165
0.0176,655,2746.7424,4.1935,0.000549348
0.0178,601.5,2522.6909,4.194,0.000504538
0.018,577.5,2421.1687,4.1925,0.000484234
0.0182,593,2486.7456,4.1935,0.000497349
0.0184,612.5,2568.5188,4.1935,0.000513704
0.0186,612.5,2567.9062,4.1925,0.000513581
0.0188,631.5,2647.5637,4.1925,0.000529513
0.019,638.5,2677.5498,4.1935,0.00053551
0.0192,681.5,2858.2109,4.194,0.000571642
0.0194,658,2760.3101,4.195,0.000552062
0.0196,567.5,2379.2439,4.1925,0.000475849
0.0198,607,2544.8477,4.1925,0.000508969
0.02,630.5,2643.3713,4.1925,0.000528674
0.0202,674.5,2827.8413,4.1925,0.000565568
0.0204,628,2632.8901,4.1925,0.000526578
0.0206,643,2696.4204,4.1935,0.000539284
0.0208,654.5,2744.6458,4.1935,0.000548929
0.021,654,2742.5491,4.1935,0.00054851
0.0212,636.5,2668.5264,4.1925,0.000533705
0.0214,642,2692.2271,4.1935,0.000538445
0.0216,653,2737.7026,4.1925,0.00054754
0.0218,633,2654.8018,4.194,0.00053096
0.022,606,2541.261,4.1935,0.000508252
0.0222,614.5,2576.2913,4.1925,0.000515258
0.0224,638,2675.4531,4.1935,0.000535091
0.0226,625,2620.9375,4.1935,0.000524188
0.0228,626,2625.1311,4.1935,0.000525026
0.023,629,2637.0825,4.1925,0.000527416
0.0232,673,2822.5618,4.194,0.000564512
0.0234,665.5,2790.1089,4.1925,0.000558022
0.0236,649,2720.9326,4.1925,0.000544187
0.0238,623,2612.5505,4.1935,0.00052251
0.024,668,2801.5918,4.194,0.000560318
0.0242,652.5,2736.2588,4.1935,0.000547252
0.0244,593,2486.1526,4.1925,0.00049723
0.0246,616.5,2584.6763,4.1925,0.000516935
0.0248,680.5,2852.9963,4.1925,0.000570599
0.025,633.5,2657.5327,4.195,0.000531506
0.0252,588,2465.1902,4.1925,0.000493038
0.0254,660.5,2769.1462,4.1925,0.000553829
0.0256,615.5,2579.8684,4.1915,0.000515974
0.0258,672.5,2821.1377,4.195,0.000564227
0.026,543,2276.5276,4.1925,0.000455306
