Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,395.5,1658.5293,4.1935,0.000331706
0.0002,411.5,1725.2137,4.1925,0.000345043
0.0004,440.5,1847.8976,4.195,0.00036958
0.0006,367,1538.6476,4.1925,0.00030773
0.0008,338,1417.403,4.1935,0.000283481
0.001,320.5,1344.0167,4.1935,0.000268803
0.0012,276,1157.13,4.1925,0.000231426
0.0014,293.5,1230.7922,4.1935,0.000246158
0.0016,292,1224.502,4.1935,0.0002449
0.0018,283,1186.7605,4.1935,0.000237352
0.002,257,1077.4725,4.1925,0.000215495
0.0022,279.5,1171.8038,4.1925,0.000234361
0.0024,292,1224.502,4.1935,0.0002449
0.0026,302,1266.5879,4.194,0.000253318
0.0028,284,1190.67,4.1925,0.000238134
0.003,350.5,1469.4713,4.1925,0.000293894
0.0032,351.5,1474.0153,4.1935,0.000294803
0.0034,338,1417.403,4.1935,0.000283481
0.0036,334.5,1402.3912,4.1925,0.000280478
0.0038,379,1588.9575,4.1925,0.000317792
0.004,393.5,1650.3389,4.194,0.000330068
0.0042,303.5,1272.7273,4.1935,0.000254545
0.0044,286,1198.769,4.1915,0.000239754
0.0046,295.5,1239.1793,4.1935,0.000247836
0.0048,289,1211.6326,4.1925,0.000242327
0.005,288,1207.728,4.1935,0.000241546
0.0052,275.5,1155.0338,4.1925,0.000231007
0.0054,266.5,1117.7009,4.194,0.00022354
0.0056,300,1257.75,4.1925,0.00025155
0.0058,346.5,1453.0477,4.1935,0.00029061
0.006,333.5,1398.1987,4.1925,0.00027964
0.0062,326,1366.755,4.1925,0.000273351
0.0064,345,1446.4126,4.1925,0.000289282
0.0066,369,1547.4015,4.1935,0.00030948
0.0068,374.5,1570.0913,4.1925,0.000314018
0.007,336.5,1411.1128,4.1935,0.000282223
0.0072,289,1211.6326,4.1925,0.000242327
0.0074,295,1237.0825,4.1935,0.000247417
0.0076,294,1232.889,4.1935,0.000246578
0.0078,267.5,1121.7612,4.1935,0.000224352
0.008,286,1199.3411,4.1935,0.000239868
0.0082,285,1195.1475,4.1935,0.000239029
0.0084,276,1157.13,4.1925,0.000231426
0.0086,256.5,1075.3762,4.1925,0.000215075
0.0088,284.5,1192.7662,4.1925,0.000238553
0.009,297,1245.4695,4.1935,0.000249094
0.0092,290.5,1217.9213,4.1925,0.000243584
0.0094,319,1337.0885,4.1915,0.000267418
