Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,363.5,1523.9738,4.1925,0.000304795
0.0002,371,1555.7886,4.1935,0.000311158
0.0004,350,1467.375,4.1925,0.000293475
0.0006,363,1521.8776,4.1925,0.000304376
0.0008,372.5,1561.7063,4.1925,0.000312341
0.001,375,1572.5625,4.1935,0.000314513
0.0012,382.5,1604.0138,4.1935,0.000320803
0.0014,412,1727.722,4.1935,0.000345544
0.0016,417,1748.2726,4.1925,0.000349655
0.0018,420.5,1762.9463,4.1925,0.000352589
0.002,404.5,1695.8663,4.1925,0.000339173
0.0022,408.5,1712.6364,4.1925,0.000342527
0.0024,420,1760.8501,4.1925,0.00035217
0.0026,422.5,1771.3313,4.1925,0.000354266
0.0028,403.5,1692.0773,4.1935,0.000338415
0.003,360,1509.3,4.1925,0.00030186
0.0032,383.5,1607.8239,4.1925,0.000321565
0.0034,361.5,1515.5887,4.1925,0.000303118
0.0036,360.5,1511.7567,4.1935,0.000302351
0.0038,326.5,1368.8513,4.1925,0.00027377
0.004,369.5,1549.4983,4.1935,0.0003099
0.0042,345.5,1448.5088,4.1925,0.000289702
0.0044,316.5,1326.9263,4.1925,0.000265385
0.0046,318,1332.8971,4.1915,0.000266579
0.0048,378.5,1587.2397,4.1935,0.000317448
0.005,396,1660.2301,4.1925,0.000332046
0.0052,395,1656.0376,4.1925,0.000331208
0.0054,375.5,1574.2838,4.1925,0.000314857
0.0056,391.5,1641.7552,4.1935,0.000328351
0.0058,387.5,1624.5938,4.1925,0.000324919
0.006,397,1665.415,4.195,0.000333083
0.0062,385.5,1616.2087,4.1925,0.000323242
0.0064,431,1806.9675,4.1925,0.000361393
0.0066,454.5,1905.4913,4.1925,0.000381098
0.0068,446.5,1871.9513,4.1925,0.00037439
0.007,393.5,1649.7488,4.1925,0.00032995
0.0072,395.5,1658.1338,4.1925,0.000331627
0.0074,405.5,1700.0588,4.1925,0.000340012
0.0076,425,1782.2375,4.1935,0.000356447
0.0078,389,1630.8826,4.1925,0.000326177
0.008,384.5,1612.0162,4.1925,0.000322403
0.0082,408.5,1713.0448,4.1935,0.000342609
0.0084,433,1816.002,4.194,0.0003632
0.0086,399,1673.2065,4.1935,0.000334641
0.0088,391.5,1641.7552,4.1935,0.000328351
0.009,399,1673.2065,4.1935,0.000334641
0.0092,404,1693.77,4.1925,0.000338754
0.0094,411,1723.5286,4.1935,0.000344706
0.0096,399,1672.8075,4.1925,0.000334562
0.0098,446,1869.8551,4.1925,0.000373971
0.01,456,1911.78,4.1925,0.000382356
0.0102,418.5,1754.5613,4.1925,0.000350912
0.0104,396,1660.626,4.1935,0.000332125
0.0106,381,1597.7235,4.1935,0.000319545
0.0108,370,1551.595,4.1935,0.000310319
0.011,366,1534.821,4.1935,0.000306964
0.0112,354.5,1486.5958,4.1935,0.000297319
0.0114,329.5,1381.4288,4.1925,0.000276286
0.0116,324,1358.694,4.1935,0.000271739
0.0118,334.5,1402.3912,4.1925,0.000280478
0.012,353.5,1482.0488,4.1925,0.00029641
0.0122,424.5,1779.2919,4.1915,0.000355858
0.0124,449,1882.8815,4.1935,0.000376576
0.0126,415,1740.3025,4.1935,0.000348061
0.0128,365.5,1532.3588,4.1925,0.000306472
0.013,352,1476.1121,4.1935,0.000295222
0.0132,349,1463.1825,4.1925,0.000292637
0.0134,407,1706.7545,4.1935,0.000341351
0.0136,415.5,1741.9838,4.1925,0.000348397
0.0138,392.5,1645.5563,4.1925,0.000329111
0.014,415,1740.3025,4.1935,0.000348061
0.0142,387.5,1624.5938,4.1925,0.000324919
0.0144,396,1660.626,4.1935,0.000332125
0.0146,373.5,1565.8988,4.1925,0.00031318
0.0148,407,1706.7545,4.1935,0.000341351
0.015,381.5,1599.4388,4.1925,0.000319888
0.0152,373,1564.1755,4.1935,0.000312835
0.0154,347,1454.7975,4.1925,0.000290959
0.0156,389.5,1633.3683,4.1935,0.000326674
0.0158,374,1568.369,4.1935,0.000313674
0.016,368.5,1544.9363,4.1925,0.000308987
0.0162,351,1471.5675,4.1925,0.000294314
0.0164,373.5,1566.2722,4.1935,0.000313254
0.0166,374.5,1570.4658,4.1935,0.000314093
0.0168,368.5,1545.3048,4.1935,0.000309061
0.017,358,1501.2731,4.1935,0.000300255
0.0172,371.5,1557.5138,4.1925,0.000311503
0.0174,394,1652.239,4.1935,0.000330448
0.0176,406.5,1704.2513,4.1925,0.00034085
0.0178,351,1471.9185,4.1935,0.000294384
0.018,366.5,1536.5513,4.1925,0.00030731
0.0182,365.5,1532.3588,4.1925,0.000306472
0.0184,375.5,1574.6593,4.1935,0.000314932
0.0186,351.5,1473.6638,4.1925,0.000294733
0.0188,368,1542.8401,4.1925,0.000308568
0.019,373.5,1565.8988,4.1925,0.00031318
0.0192,388.5,1628.7863,4.1925,0.000325757
0.0194,380,1592.77,4.1915,0.000318554
0.0196,389.5,1632.9788,4.1925,0.000326596
0.0198,421,1765.0426,4.1925,0.000353008
0.02,423,1773.4275,4.1925,0.000354685
0.0202,376.5,1578.4763,4.1925,0.000315695
0.0204,372.5,1562.2649,4.194,0.000312453
0.0206,367,1538.6476,4.1925,0.000307729
0.0208,412,1727.722,4.1935,0.000345544
0.021,427.5,1792.2938,4.1925,0.000358459
0.0212,451,1890.3666,4.1915,0.000378073
0.0214,495,2075.2876,4.1925,0.000415058
0.0216,483.5,2027.5573,4.1935,0.000405511
0.0218,439.5,1842.1643,4.1915,0.000368433
0.022,510,2138.175,4.1925,0.000427635
0.0222,497,2084.418,4.194,0.000416884
0.0224,434.5,1822.0758,4.1935,0.000364415
0.0226,433.5,1817.4489,4.1925,0.00036349
0.0228,428,1794.818,4.1935,0.000358964
0.023,447,1874.4945,4.1935,0.000374899
0.0232,417.5,1749.9513,4.1915,0.00034999
0.0234,386.5,1620.4012,4.1925,0.00032408
0.0236,412,1727.3101,4.1925,0.000345462
0.0238,469,1965.8136,4.1915,0.000393163
0.024,566.5,2375.6177,4.1935,0.000475124
0.0242,481.5,2019.1703,4.1935,0.000403834
0.0244,415.5,1742.3993,4.1935,0.00034848
0.0246,412,1727.722,4.1935,0.000345544
0.0248,431,1806.9675,4.1925,0.000361394
0.025,394.5,1654.3358,4.1935,0.000330867
0.0252,354.5,1485.8868,4.1915,0.000297177
0.0254,408,1710.1321,4.1915,0.000342026
0.0256,436,1827.9301,4.1925,0.000365586
0.0258,444,1861.4701,4.1925,0.000372294
0.026,417,1748.8979,4.194,0.00034978
0.0262,343,1438.3705,4.1935,0.000287674
0.0264,328.5,1377.5648,4.1935,0.000275513
0.0266,315,1320.6376,4.1925,0.000264128
0.0268,297,1245.1725,4.1925,0.000249034
0.027,301.5,1264.0388,4.1925,0.000252808
0.0272,313,1312.5656,4.1935,0.000262513
0.0274,319.5,1339.8232,4.1935,0.000267965
0.0276,303.5,1272.7273,4.1935,0.000254545
0.0278,306.5,1285.4609,4.194,0.000257092
0.028,314,1316.4451,4.1925,0.000263289
0.0282,316,1325.146,4.1935,0.000265029
0.0284,303,1270.6305,4.1935,0.000254126
0.0286,300,1257.4501,4.1915,0.00025149
0.0288,385,1614.1125,4.1925,0.000322823
