Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,124.5,522.0908,4.1935,0.000104418
0.0002,126,528.381,4.1935,0.000105676
0.0004,126,528.57,4.195,0.000105714
0.0006,103.5,434.0273,4.1935,8.68055E-05
0.0008,126,528.381,4.1935,0.000105676
0.001,125.5,526.2842,4.1935,0.000105257
0.0012,122,511.668,4.194,0.000102334
0.0014,104,436.124,4.1935,8.72248E-05
0.0016,122.5,513.765,4.194,0.000102753
0.0018,125.5,526.2842,4.1935,0.000105257
0.002,127,532.7651,4.195,0.000106553
0.0022,104,436.124,4.1935,8.72248E-05
0.0024,120,503.22,4.1935,0.000100644
0.0026,124.5,522.0908,4.1935,0.000104418
0.0028,125,524.375,4.195,0.000104875
0.003,105.5,442.4142,4.1935,8.84829E-05
0.0032,119,499.0265,4.1935,9.98053E-05
0.0034,122.5,513.7037,4.1935,0.000102741
0.0036,125,524.25,4.194,0.00010485
0.0038,108.5,454.9948,4.1935,9.0999E-05
0.004,114,478.059,4.1935,9.56118E-05
0.0042,125,524.1875,4.1935,0.000104838
0.0044,125,524.25,4.194,0.00010485
0.0046,111,465.4785,4.1935,9.30957E-05
0.0048,111,465.534,4.194,9.31068E-05
0.005,125,524.25,4.194,0.00010485
0.0052,124.5,522.153,4.194,0.000104431
0.0054,115,482.31,4.194,9.6462E-05
0.0056,107.5,450.8013,4.1935,9.01602E-05
0.0058,125,524.1875,4.1935,0.000104838
0.006,125.5,526.2842,4.1935,0.000105257
0.0062,117,490.6395,4.1935,9.81279E-05
0.0064,105.5,442.4142,4.1935,8.84828E-05
0.0066,137.5,576.6063,4.1935,0.000115321
0.0068,147,616.5179,4.194,0.000123304
0.007,142.5,597.5737,4.1935,0.000119515
0.0072,125.5,526.2842,4.1935,0.000105257
0.0074,145,608.0575,4.1935,0.000121612
0.0076,148,620.638,4.1935,0.000124128
0.0078,143,599.7419,4.194,0.000119948
0.008,125.5,526.1588,4.1925,0.000105232
0.0082,145.5,610.1542,4.1935,0.000122031
0.0084,151,633.2185,4.1935,0.000126644
0.0086,148,620.712,4.194,0.000124142
0.0088,133.5,559.6988,4.1925,0.00011194
0.009,151.5,635.3152,4.1935,0.000127063
0.0092,155,649.9925,4.1935,0.000129999
0.0094,151.5,635.5425,4.195,0.000127108
0.0096,131,549.3485,4.1935,0.00010987
0.0098,144.5,605.9608,4.1935,0.000121192
0.01,151,633.2185,4.1935,0.000126644
0.0102,154.5,648.1275,4.195,0.000129625
0.0104,136,570.316,4.1935,0.000114063
0.0106,142,595.477,4.1935,0.000119095
0.0108,154.5,647.8958,4.1935,0.000129579
0.011,153.5,643.7023,4.1935,0.00012874
0.0112,140,587.09,4.1935,0.000117418
0.0114,141,591.2835,4.1935,0.000118257
0.0116,152,637.488,4.194,0.000127498
0.0118,152,637.412,4.1935,0.000127482
0.012,139.5,585.2025,4.195,0.000117041
0.0122,113,473.8655,4.1935,9.47731E-05
0.0124,125,524.1875,4.1935,0.000104838
0.0126,125,524.1875,4.1935,0.000104838
0.0128,117,490.698,4.194,9.81396E-05
0.013,107.5,450.8013,4.1935,9.01603E-05
0.0132,125.5,526.3469,4.194,0.000105269
0.0134,124.5,522.153,4.194,0.000104431
0.0136,117.5,492.9125,4.195,9.85825E-05
0.0138,102.5,429.7313,4.1925,8.59463E-05
0.014,121.5,509.5103,4.1935,0.000101902
0.0142,122.5,513.7037,4.1935,0.000102741
0.0144,120.5,505.377,4.194,0.000101075
0.0146,103.5,434.079,4.194,8.68158E-05
0.0148,92.5,388.0375,4.195,7.76075E-05
0.015,81.5,341.7703,4.1935,6.83541E-05
0.0152,82,343.867,4.1935,6.87734E-05
0.0154,82,343.785,4.1925,6.8757E-05
0.0156,118.5,496.9297,4.1935,9.9386E-05
0.0158,128.5,538.929,4.194,0.000107786
0.016,126.5,530.6675,4.195,0.000106133
0.0162,111,465.4785,4.1935,9.30957E-05
0.0164,111,465.4785,4.1935,9.30957E-05
0.0166,125.5,526.3469,4.194,0.000105269
0.0168,129,541.0259,4.194,0.000108205
0.017,116.5,488.601,4.194,9.77202E-05
0.0172,110,461.285,4.1935,9.2257E-05
0.0174,127.5,534.735,4.194,0.000106947
0.0176,125,524.1875,4.1935,0.000104837
0.0178,117,490.698,4.194,9.81396E-05
0.018,106,444.405,4.1925,8.8881E-05
0.0182,124.5,522.0908,4.1935,0.000104418
0.0184,126.5,530.4777,4.1935,0.000106096
0.0186,122.5,513.765,4.194,0.000102753
0.0188,104,436.124,4.1935,8.72248E-05
0.019,125,524.25,4.194,0.00010485
0.0192,125,524.25,4.194,0.00010485
0.0194,121.5,509.5103,4.1935,0.000101902
0.0196,103.5,434.0273,4.1935,8.68055E-05
0.0198,122,511.607,4.1935,0.000102321
0.02,124.5,522.0908,4.1935,0.000104418
0.0202,124,520.056,4.194,0.000104011
0.0204,103.5,434.0273,4.1935,8.68054E-05
0.0206,121,507.4135,4.1935,0.000101483
0.0208,125,524.1875,4.1935,0.000104838
0.021,124,520.056,4.194,0.000104011
0.0212,107.5,450.8013,4.1935,9.01602E-05
0.0214,115,482.2525,4.1935,9.64505E-05
0.0216,124.5,522.153,4.194,0.000104431
0.0218,125.5,526.3469,4.194,0.000105269
0.022,107,448.7045,4.1935,8.97409E-05
0.0222,116,486.446,4.1935,9.72892E-05
0.0224,125.5,526.2842,4.1935,0.000105257
0.0226,124.5,522.153,4.194,0.000104431
0.0228,111,465.534,4.194,9.31068E-05
0.023,112.5,471.6562,4.1925,9.43312E-05
0.0232,143,599.7419,4.194,0.000119948
0.0234,148,620.638,4.1935,0.000124128
0.0236,135,566.1899,4.194,0.000113238
0.0238,130.5,547.317,4.194,0.000109463
0.024,147.5,618.615,4.194,0.000123723
0.0242,146.5,614.3478,4.1935,0.00012287
0.0244,138,578.772,4.194,0.000115754
0.0246,127.5,534.6713,4.1935,0.000106934
0.0248,148.5,622.7347,4.1935,0.000124547
0.025,151,633.445,4.195,0.000126689
0.0252,143,599.6705,4.1935,0.000119934
0.0254,134,561.929,4.1935,0.000112386
0.0256,156.5,656.2828,4.1935,0.000131257
0.0258,151.5,635.3152,4.1935,0.000127063
0.026,148.5,622.7347,4.1935,0.000124547
0.0262,128,536.768,4.1935,0.000107354
0.0264,149,624.9059,4.194,0.000124981
0.0266,152.5,639.5087,4.1935,0.000127902
0.0268,152,637.64,4.195,0.000127528
0.027,131,549.3485,4.1935,0.00010987
0.0272,149.5,626.9283,4.1935,0.000125386
0.0274,154,645.799,4.1935,0.00012916
0.0276,153.5,643.779,4.194,0.000128756
0.0278,133.5,559.8323,4.1935,0.000111966
0.028,146.5,614.421,4.194,0.000122884
0.0282,153,641.6819,4.194,0.000128336
0.0284,151.5,635.391,4.194,0.000127078
0.0286,128.5,538.929,4.194,0.000107786
0.0288,117.5,492.795,4.194,9.8559E-05
0.029,125,524.25,4.194,0.00010485
0.0292,125,524.25,4.194,0.00010485
0.0294,112,469.672,4.1935,9.39344E-05
0.0296,112.5,471.7688,4.1935,9.43537E-05
0.0298,124.5,521.9662,4.1925,0.000104393
0.03,125,524.25,4.194,0.00010485
0.0302,111.5,467.631,4.194,9.35262E-05
0.0304,107.5,450.8013,4.1935,9.01602E-05
0.0306,122,511.607,4.1935,0.000102321
0.0308,122,511.668,4.194,0.000102334
0.031,116.5,488.601,4.194,9.77202E-05
0.0312,100,419.5,4.195,8.39E-05
0.0314,87.5,366.975,4.194,7.3395E-05
0.0316,82,343.867,4.1935,6.87734E-05
0.0318,81,339.6735,4.1935,6.79347E-05
0.032,89,373.2215,4.1935,7.46443E-05
0.0322,125.5,526.2842,4.1935,0.000105257
0.0324,127,532.638,4.194,0.000106528
0.0326,125,524.375,4.195,0.000104875
0.0328,104.5,438.2208,4.1935,8.76441E-05
0.033,118.5,496.989,4.194,9.93978E-05
0.0332,126,528.444,4.194,0.000105689
0.0334,129.5,543.2525,4.195,0.00010865
0.0336,107.5,450.8013,4.1935,9.01602E-05
0.0338,119.5,501.3025,4.195,0.000100261
0.034,125.5,526.4725,4.195,0.000105294
0.0342,124.5,522.153,4.194,0.000104431
0.0344,110,461.34,4.194,9.2268E-05
0.0346,112,469.728,4.194,9.39456E-05
0.0348,125.5,526.3469,4.194,0.000105269
0.035,127.5,534.6713,4.1935,0.000106934
0.0352,114,478.116,4.194,9.56232E-05
