Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,240,1006.2,4.1925,0.00020124
0.0002,236.5,991.5263,4.1925,0.000198305
0.0004,217.5,911.8688,4.1925,0.000182374
0.0006,217.5,912.0862,4.1935,0.000182417
0.0008,214.5,899.2913,4.1925,0.000179858
0.001,223.5,937.0238,4.1925,0.000187405
0.0012,204.5,857.3663,4.1925,0.000171473
0.0014,231,968.4675,4.1925,0.000193694
0.0016,222.5,932.8313,4.1925,0.000186566
0.0018,216,905.58,4.1925,0.000181116
0.002,202.5,848.7788,4.1915,0.000169756
0.0022,225,943.3125,4.1925,0.000188663
0.0024,230.5,966.3713,4.1925,0.000193274
0.0026,234.5,983.1413,4.1925,0.000196628
0.0028,211,884.6176,4.1925,0.000176924
0.003,224.5,941.4407,4.1935,0.000188288
0.0032,236.5,991.5263,4.1925,0.000198305
0.0034,228.5,958.2148,4.1935,0.000191643
0.0036,202,846.885,4.1925,0.000169377
0.0038,217,909.7725,4.1925,0.000181955
0.004,247.5,1037.6438,4.1925,0.000207529
0.0042,252.5,1058.8588,4.1935,0.000211772
0.0044,235,985.4725,4.1935,0.000197095
0.0046,239.5,1004.1038,4.1925,0.000200821
0.0048,251.5,1054.4138,4.1925,0.000210883
0.005,253,1060.7025,4.1925,0.000212141
0.0052,237.5,995.7188,4.1925,0.000199144
0.0054,238,998.053,4.1935,0.000199611
0.0056,252,1056.51,4.1925,0.000211302
0.0058,255.5,1071.4392,4.1935,0.000214288
0.006,242.5,1016.6813,4.1925,0.000203336
0.0062,233.5,978.9488,4.1925,0.00019579
0.0064,245,1027.4075,4.1935,0.000205482
0.0066,238.5,999.9113,4.1925,0.000199982
0.0068,247,1035.7946,4.1935,0.000207159
0.007,234.5,983.1413,4.1925,0.000196628
0.0072,269,1127.7825,4.1925,0.000225557
0.0074,274.5,1151.1157,4.1935,0.000230223
0.0076,274,1149.019,4.1935,0.000229804
0.0078,250,1048.125,4.1925,0.000209625
0.008,273,1144.5525,4.1925,0.000228911
0.0082,284.5,1192.7662,4.1925,0.000238553
0.0084,283.5,1188.5737,4.1925,0.000237715
0.0086,291,1220.0176,4.1925,0.000244004
0.0088,357.5,1498.8188,4.1925,0.000299764
0.009,380,1593.15,4.1925,0.00031863
0.0092,372,1559.61,4.1925,0.000311922
0.0094,365,1529.8976,4.1915,0.000305979
0.0096,380.5,1594.8658,4.1915,0.000318973
0.0098,402.5,1686.6761,4.1905,0.000337335
0.01,438.5,1838.4113,4.1925,0.000367682
0.0102,422,1768.8131,4.1915,0.000353763
0.0104,425,1781.8125,4.1925,0.000356363
0.0106,431,1806.9675,4.1925,0.000361394
0.0108,441.5,1851.4303,4.1935,0.000370286
0.011,425.5,1783.4833,4.1915,0.000356697
0.0112,428,1794.39,4.1925,0.000358878
0.0114,441,1849.3335,4.1935,0.000369867
0.0116,415,1739.8876,4.1925,0.000347978
0.0118,387.5,1624.5938,4.1925,0.000324919
0.012,421.5,1767.1388,4.1925,0.000353428
0.0122,436,1828.366,4.1935,0.000365673
0.0124,382.5,1603.6313,4.1925,0.000320726
0.0126,358,1500.915,4.1925,0.000300183
0.0128,354,1484.145,4.1925,0.000296829
0.013,373.5,1565.8988,4.1925,0.00031318
0.0132,397.5,1666.1213,4.1915,0.000333224
0.0134,420,1760.8501,4.1925,0.00035217
0.0136,409.5,1716.8289,4.1925,0.000343366
0.0138,395,1656.0376,4.1925,0.000331208
0.014,383.5,1607.4403,4.1915,0.000321488
0.0142,372,1559.238,4.1915,0.000311848
0.0144,372,1559.61,4.1925,0.000311922
0.0146,377.5,1582.6688,4.1925,0.000316534
0.0148,381.5,1599.4388,4.1925,0.000319888
0.015,393,1648.0455,4.1935,0.000329609
0.0152,368.5,1544.5679,4.1915,0.000308914
0.0154,377,1580.5725,4.1925,0.000316114
0.0156,350.5,1469.1208,4.1915,0.000293824
0.0158,338,1417.403,4.1935,0.000283481
0.016,319.5,1338.8646,4.1905,0.000267773
0.0162,362.5,1519.7812,4.1925,0.000303956
0.0164,369.5,1549.1288,4.1925,0.000309826
0.0166,366.5,1536.5513,4.1925,0.00030731
0.0168,351.5,1473.6638,4.1925,0.000294733
0.017,356.5,1494.6263,4.1925,0.000298925
0.0172,370.5,1553.3213,4.1925,0.000310664
0.0174,366.5,1536.5513,4.1925,0.00030731
0.0176,356,1492.886,4.1935,0.000298577
0.0178,347.5,1457.2412,4.1935,0.000291448
0.018,349.5,1465.6283,4.1935,0.000293126
0.0182,346.5,1452.7013,4.1925,0.00029054
0.0184,343,1438.0276,4.1925,0.000287605
0.0186,342,1433.8351,4.1925,0.000286767
0.0188,373,1563.4296,4.1915,0.000312686
0.019,369,1546.6636,4.1915,0.000309333
0.0192,362,1517.6851,4.1925,0.000303537
0.0194,343,1438.0276,4.1925,0.000287605
0.0196,361.5,1515.5887,4.1925,0.000303118
0.0198,364,1526.0701,4.1925,0.000305214
0.02,359.5,1507.5632,4.1935,0.000301513
0.0202,320,1341.6001,4.1925,0.00026832
0.0204,305,1278.4076,4.1915,0.000255681
0.0206,330.5,1385.6213,4.1925,0.000277124
0.0208,354,1484.499,4.1935,0.0002969
0.021,341.5,1431.7388,4.1925,0.000286348
0.0212,369,1547.0326,4.1925,0.000309406
0.0214,358,1500.915,4.1925,0.000300183
0.0216,364.5,1528.5308,4.1935,0.000305706
0.0218,340,1425.1101,4.1915,0.000285022
0.022,362,1517.6851,4.1925,0.000303537
0.0222,364.5,1528.1663,4.1925,0.000305633
0.0224,382.5,1604.0138,4.1935,0.000320803
0.0226,355.5,1490.4338,4.1925,0.000298087
0.0228,351.5,1473.6638,4.1925,0.000294733
0.023,356,1492.1741,4.1915,0.000298435
0.0232,361,1513.4926,4.1925,0.000302699
0.0234,356.5,1494.6263,4.1925,0.000298925
0.0236,381.5,1599.4388,4.1925,0.000319888
0.0238,395.5,1657.7383,4.1915,0.000331548
0.024,387.5,1624.5938,4.1925,0.000324919
0.0242,383,1605.7275,4.1925,0.000321146
0.0244,398,1669.0131,4.1935,0.000333803
0.0246,385.5,1616.2087,4.1925,0.000323242
0.0248,395.5,1658.5293,4.1935,0.000331706
0.025,387,1622.8845,4.1935,0.000324577
0.0252,377.5,1582.6688,4.1925,0.000316534
0.0254,396.5,1662.3263,4.1925,0.000332465
0.0256,411.5,1725.2137,4.1925,0.000345043
0.0258,389,1630.8826,4.1925,0.000326176
0.026,394.5,1653.5469,4.1915,0.000330709
0.0262,433,1815.3525,4.1925,0.00036307
0.0264,448.5,1879.8878,4.1915,0.000375978
0.0266,471,1974.1965,4.1915,0.000394839
0.0268,452,1894.5581,4.1915,0.000378912
0.027,506.5,2123.5012,4.1925,0.0004247
0.0272,525,2201.0625,4.1925,0.000440213
0.0274,480,2012.88,4.1935,0.000402576
0.0276,460,1928.0901,4.1915,0.000385618
0.0278,481.5,2018.6888,4.1925,0.000403738
0.028,489,2050.1326,4.1925,0.000410026
0.0282,485.5,2034.9734,4.1915,0.000406995
0.0284,459,1924.3575,4.1925,0.000384871
0.0286,457,1915.9725,4.1925,0.000383194
0.0288,467.5,1959.9938,4.1925,0.000391999
0.029,495.5,2077.3838,4.1925,0.000415477
0.0292,486,2037.5551,4.1925,0.000407511
0.0294,474,1987.245,4.1925,0.000397449
0.0296,504,2112.5161,4.1915,0.000422503
0.0298,480,2012.88,4.1935,0.000402576
0.03,423,1773.4275,4.1925,0.000354686
0.0302,403.5,1691.6738,4.1925,0.000338335
0.0304,493,2067.3955,4.1935,0.000413479
0.0306,517.5,2170.1362,4.1935,0.000434027
0.0308,477,1999.8225,4.1925,0.000399964
0.031,449,1882.4325,4.1925,0.000376486
0.0312,466,1953.2391,4.1915,0.000390648
0.0314,497.5,2085.2712,4.1915,0.000417054
0.0316,530.5,2224.1213,4.1925,0.000444824
0.0318,487,2041.7476,4.1925,0.000408349
0.032,479,2008.2075,4.1925,0.000401641
0.0322,482.5,2022.3988,4.1915,0.00040448
0.0324,497,2083.6726,4.1925,0.000416734
0.0326,497,2083.1755,4.1915,0.000416635
0.0328,531.5,2228.3137,4.1925,0.000445663
0.033,537.5,2253.4688,4.1925,0.000450694
0.0332,545,2285.4575,4.1935,0.000457091
0.0334,507.5,2127.6938,4.1925,0.000425539
0.0336,529.5,2219.9287,4.1925,0.000443986
0.0338,532,2230.4102,4.1925,0.000446082
0.034,533.5,2236.1653,4.1915,0.000447233
0.0342,544.5,2282.8164,4.1925,0.000456563
0.0344,529,2218.3616,4.1935,0.000443672
0.0346,533.5,2236.6987,4.1925,0.00044734
0.0348,523,2192.1545,4.1915,0.000438431
0.035,516,2163.3301,4.1925,0.000432666
0.0352,521,2183.7715,4.1915,0.000436754
0.0354,541,2268.1426,4.1925,0.000453628
0.0356,529.5,2219.3994,4.1915,0.00044388
0.0358,522.5,2190.5813,4.1925,0.000438116
0.036,528.5,2215.7363,4.1925,0.000443147
0.0362,527.5,2210.4885,4.1905,0.000442098
0.0364,552.5,2316.3562,4.1925,0.000463271
0.0366,543,2276.5276,4.1925,0.000455305
0.0368,564.5,2367.2307,4.1935,0.000473446
0.037,529,2217.8325,4.1925,0.000443566
0.0372,525.5,2203.1587,4.1925,0.000440632
0.0374,514.5,2156.5269,4.1915,0.000431305
0.0376,535,2242.4526,4.1915,0.00044849
0.0378,556,2330.4741,4.1915,0.000466095
0.038,601,2519.6926,4.1925,0.000503938
0.0382,595.5,2496.6338,4.1925,0.000499327
0.0384,528,2213.6401,4.1925,0.000442728
0.0386,521.5,2186.3889,4.1925,0.000437278
0.0388,533,2234.0696,4.1915,0.000446814
0.039,559,2343.6077,4.1925,0.000468721
0.0392,521.5,2186.3889,4.1925,0.000437278
0.0394,510.5,2140.2712,4.1925,0.000428054
0.0396,530,2221.4951,4.1915,0.000444299
0.0398,614,2574.1951,4.1925,0.000514839
0.04,591.5,2480.4553,4.1935,0.000496091
0.0402,568,2381.3401,4.1925,0.000476268
0.0404,618.5,2593.0613,4.1925,0.000518612
0.0406,621,2603.5425,4.1925,0.000520709
0.0408,637,2671.2595,4.1935,0.000534252
0.041,578.5,2425.9397,4.1935,0.000485188
0.0412,516.5,2165.9429,4.1935,0.000433189
0.0414,484.5,2031.2664,4.1925,0.000406253
0.0416,475.5,1993.5338,4.1925,0.000398707
0.0418,470.5,1972.5713,4.1925,0.000394514
0.042,476.5,1997.2499,4.1915,0.00039945
0.0422,487,2041.7476,4.1925,0.000408349
0.0424,458,1920.165,4.1925,0.000384033
0.0426,461.5,1934.8387,4.1925,0.000386968
0.0428,483.5,2027.5573,4.1935,0.000405511
0.043,477.5,2001.9188,4.1925,0.000400384
0.0432,476,1996.1061,4.1935,0.000399221
0.0434,461.5,1934.8387,4.1925,0.000386968
0.0436,477.5,2001.4413,4.1915,0.000400288
0.0438,476.5,1997.2499,4.1915,0.00039945
0.044,464.5,1947.4163,4.1925,0.000389483
0.0442,459,1923.8986,4.1915,0.00038478
0.0444,479,2008.6865,4.1935,0.000401737
0.0446,482.5,2022.8813,4.1925,0.000404576
0.0448,471.5,1977.2352,4.1935,0.000395447
0.045,457.5,1918.0688,4.1925,0.000383614
0.0452,480,2011.92,4.1915,0.000402384
0.0454,476,1995.63,4.1925,0.000399126
0.0456,467.5,1959.9938,4.1925,0.000391999
0.0458,441.5,1850.9888,4.1925,0.000370198
0.046,438,1836.3151,4.1925,0.000367263
0.0462,447,1874.0476,4.1925,0.000374809
0.0464,466.5,1955.8013,4.1925,0.00039116
0.0466,514.5,2156.5269,4.1915,0.000431305
0.0468,586,2457.3911,4.1935,0.000491478
0.047,558.5,2340.9529,4.1915,0.000468191
0.0472,618,2591.583,4.1935,0.000518317
0.0474,509,2133.9827,4.1925,0.000426797
0.0476,476.5,1997.7263,4.1925,0.000399545
0.0478,517.5,2169.6189,4.1925,0.000433924
0.048,483.5,2026.1067,4.1905,0.000405221
0.0482,499,2092.0576,4.1925,0.000418411
0.0484,469,1966.2826,4.1925,0.000393256
0.0486,455,1907.5875,4.1925,0.000381518
0.0488,446.5,1871.9513,4.1925,0.00037439
0.049,451.5,1892.9138,4.1925,0.000378583
