Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,143,599.7419,4.194,0.000119948
0.0002,134.5,564.0258,4.1935,0.000112805
0.0004,152,637.488,4.194,0.000127498
0.0006,155.5,652.167,4.194,0.000130433
0.0008,147,616.665,4.195,0.000123333
0.001,136,570.316,4.1935,0.000114063
0.0012,155,649.9925,4.1935,0.000129999
0.0014,156,654.186,4.1935,0.000130837
0.0016,150.5,631.197,4.194,0.000126239
0.0018,133.5,559.8323,4.1935,0.000111966
0.002,154.5,647.973,4.194,0.000129595
0.0022,156,654.186,4.1935,0.000130837
0.0024,131,549.4139,4.194,0.000109883
0.0026,105,440.3175,4.1935,8.80635E-05
0.0028,124,519.994,4.1935,0.000103999
0.003,126.5,530.4777,4.1935,0.000106096
0.0032,129,541.155,4.195,0.000108231
0.0034,102.5,429.8337,4.1935,8.59668E-05
0.0036,123,515.8005,4.1935,0.00010316
0.0038,127,532.638,4.194,0.000106528
0.004,124,520.056,4.194,0.000104011
0.0042,107,448.7045,4.1935,8.97409E-05
0.0044,116,486.62,4.195,9.7324E-05
0.0046,124,519.994,4.1935,0.000103999
0.0048,123,515.8005,4.1935,0.00010316
0.005,112,469.728,4.194,9.39456E-05
0.0052,99.5,417.4025,4.195,8.34805E-05
0.0054,85,356.4475,4.1935,7.12895E-05
0.0056,83,348.0605,4.1935,6.96121E-05
0.0058,83,348.102,4.194,6.96204E-05
0.006,103,431.982,4.194,8.63964E-05
0.0062,129.5,543.2525,4.195,0.000108651
0.0064,128,536.96,4.195,0.000107392
0.0066,122,511.79,4.195,0.000102358
0.0068,105.5,442.4142,4.1935,8.84829E-05
0.007,125,524.1875,4.1935,0.000104838
0.0072,128.5,538.929,4.194,0.000107786
0.0074,126.5,530.6675,4.195,0.000106134
0.0076,105,440.3175,4.1935,8.80635E-05
0.0078,126.5,530.541,4.194,0.000106108
0.008,126.5,530.541,4.194,0.000106108
0.0082,125,524.25,4.194,0.00010485
0.0084,105,440.3175,4.1935,8.80635E-05
0.0086,123,515.862,4.194,0.000103172
0.0088,126,528.381,4.1935,0.000105676
0.009,129.5,543.2525,4.195,0.000108651
0.0092,107.5,450.6938,4.1925,9.01388E-05
0.0094,118,494.892,4.194,9.89784E-05
0.0096,127.5,534.6713,4.1935,0.000106934
0.0098,126,528.57,4.195,0.000105714
0.01,109.5,459.1883,4.1935,9.18377E-05
0.0102,115.5,484.407,4.194,9.68814E-05
0.0104,127,532.5745,4.1935,0.000106515
0.0106,127.5,534.735,4.194,0.000106947
0.0108,112.5,471.825,4.194,9.4365E-05
0.011,113,473.8655,4.1935,9.47731E-05
0.0112,126.5,530.4777,4.1935,0.000106096
0.0114,126,528.444,4.194,0.000105689
0.0116,115.5,484.407,4.194,9.68814E-05
0.0118,109,457.146,4.194,9.14292E-05
0.012,126.5,530.541,4.194,0.000106108
0.0122,127,532.638,4.194,0.000106528
0.0124,118.5,496.9297,4.1935,9.9386E-05
0.0126,107,448.7045,4.1935,8.97409E-05
0.0128,125.5,526.3469,4.194,0.000105269
0.013,126.5,530.4777,4.1935,0.000106096
