Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,170,712.98,4.194,0.000142596
0.0002,158,662.573,4.1935,0.000132515
0.0004,153,641.6055,4.1935,0.000128321
0.0006,169,708.7859,4.194,0.000141757
0.0008,169.5,710.8829,4.194,0.000142177
0.001,160.5,673.137,4.194,0.000134627
0.0012,150.5,631.1218,4.1935,0.000126224
0.0014,169.5,710.8829,4.194,0.000142177
0.0016,169.5,710.8829,4.194,0.000142177
0.0018,164,687.98,4.195,0.000137596
0.002,148.5,622.7347,4.1935,0.000124547
0.0022,169,708.7015,4.1935,0.00014174
0.0024,169,708.7859,4.194,0.000141757
0.0026,164,687.98,4.195,0.000137596
0.0028,148.5,622.809,4.194,0.000124562
0.003,164,687.816,4.194,0.000137563
0.0032,189,792.666,4.194,0.000158533
0.0034,164.5,690.0775,4.195,0.000138016
0.0036,151,633.445,4.195,0.000126689
0.0038,148,620.638,4.1935,0.000124128
0.004,148.5,622.809,4.194,0.000124562
0.0042,149.5,626.9283,4.1935,0.000125386
0.0044,150.5,630.9713,4.1925,0.000126194
0.0046,182,763.217,4.1935,0.000152643
0.0048,199.5,836.7029,4.194,0.000167341
0.005,204,855.474,4.1935,0.000171095
0.0052,195.5,819.8293,4.1935,0.000163966
0.0054,183.5,769.5073,4.1935,0.000153901
0.0056,208,872.248,4.1935,0.00017445
0.0058,208,872.04,4.1925,0.000174408
0.006,237.5,995.9562,4.1935,0.000199191
0.0062,258,1082.0519,4.194,0.00021641
0.0064,286.5,1201.4377,4.1935,0.000240288
0.0066,282.5,1184.6638,4.1935,0.000236933
0.0068,273,1144.9619,4.194,0.000228992
0.007,254.5,1067.2457,4.1935,0.000213449
0.0072,273.5,1146.9222,4.1935,0.000229384
0.0074,275.5,1155.3092,4.1935,0.000231062
0.0076,277,1161.7379,4.194,0.000232348
0.0078,256.5,1075.3762,4.1925,0.000215075
0.008,276.5,1159.5028,4.1935,0.000231901
0.0082,278,1165.793,4.1935,0.000233159
0.0084,276.5,1159.5028,4.1935,0.000231901
0.0086,256,1073.536,4.1935,0.000214707
0.0088,274.5,1151.1157,4.1935,0.000230223
0.009,279,1170.126,4.194,0.000234025
0.0092,275.5,1155.7225,4.195,0.000231145
0.0094,232.5,974.9888,4.1935,0.000194998
0.0096,242.5,1017.0449,4.194,0.000203409
0.0098,249,1044.3059,4.194,0.000208861
0.01,249,1044.3059,4.194,0.000208861
0.0102,231,968.814,4.194,0.000193763
0.0104,239,1002.2465,4.1935,0.000200449
0.0106,248.5,1042.209,4.194,0.000208442
0.0108,249.5,1046.403,4.194,0.000209281
0.011,233.5,979.1823,4.1935,0.000195836
0.0112,271.5,1138.2638,4.1925,0.000227653
0.0114,356,1492.53,4.1925,0.000298506
0.0116,381.5,1599.8203,4.1935,0.000319964
0.0118,377,1580.9495,4.1935,0.00031619
0.012,349,1463.7059,4.194,0.000292741
0.0122,281,1178.3735,4.1935,0.000235675
0.0124,273,1144.8256,4.1935,0.000228965
0.0126,263.5,1105.1189,4.194,0.000221024
0.0128,254,1065.149,4.1935,0.00021303
0.013,272,1140.7679,4.194,0.000228154
0.0132,272.5,1142.7288,4.1935,0.000228546
0.0134,266,1115.4711,4.1935,0.000223094
0.0136,251.5,1054.6653,4.1935,0.000210933
0.0138,271,1136.4385,4.1935,0.000227288
0.014,272.5,1142.7288,4.1935,0.000228546
0.0142,268,1123.9919,4.194,0.000224798
0.0144,250.5,1050.2213,4.1925,0.000210044
0.0146,291,1220.0176,4.1925,0.000244004
0.0148,352,1475.76,4.1925,0.000295152
0.015,390,1636.05,4.195,0.00032721
0.0152,315,1320.6376,4.1925,0.000264128
0.0154,271,1136.574,4.194,0.000227315
0.0156,272.5,1142.7288,4.1935,0.000228546
0.0158,271.5,1138.6709,4.194,0.000227734
0.016,252.5,1058.8588,4.1935,0.000211772
0.0162,266,1115.4711,4.1935,0.000223094
0.0164,272.5,1143.1376,4.195,0.000228627
0.0166,223,935.262,4.194,0.000187052
0.0168,181.5,761.1202,4.1935,0.000152224
0.017,189.5,794.6683,4.1935,0.000158934
0.0172,203,850.8745,4.1915,0.000170175
0.0174,274,1149.019,4.1935,0.000229804
0.0176,286,1199.3411,4.1935,0.000239868
0.0178,309,1295.7915,4.1935,0.000259158
0.018,320.5,1343.6963,4.1925,0.000268739
0.0182,295.5,1239.6226,4.195,0.000247924
0.0184,163,683.785,4.195,0.000136757
0.0186,154.5,647.973,4.194,0.000129595
0.0188,170,712.895,4.1935,0.000142579
0.019,169,708.7015,4.1935,0.00014174
0.0192,158,662.81,4.195,0.000132562
0.0194,149,624.8315,4.1935,0.000124966
0.0196,167,700.3145,4.1935,0.000140063
0.0198,166,696.121,4.1935,0.000139224
0.02,162,679.428,4.194,0.000135886
0.0202,144,604.08,4.195,0.000120816
0.0204,146,612.251,4.1935,0.00012245
0.0206,148,620.86,4.195,0.000124172
0.0208,147,616.5179,4.194,0.000123304
0.021,152.5,639.5087,4.1935,0.000127902
0.0212,191.5,803.0552,4.1935,0.000160611
0.0214,190.5,798.8618,4.1935,0.000159772
0.0216,191.5,803.1509,4.194,0.00016063
0.0218,172,721.368,4.194,0.000144274
0.022,182.5,765.405,4.194,0.000153081
0.0222,196,821.926,4.1935,0.000164385
0.0224,195,818.025,4.195,0.000163605
0.0226,176.5,740.241,4.194,0.000148048
0.0228,188.5,790.569,4.194,0.000158114
0.023,200.5,840.7968,4.1935,0.000168159
0.0232,197.5,828.2162,4.1935,0.000165643
0.0234,183,767.4105,4.1935,0.000153482
0.0236,179,750.6365,4.1935,0.000150127
0.0238,195,817.7325,4.1935,0.000163546
0.024,197.5,828.2162,4.1935,0.000165643
0.0242,190,797.05,4.195,0.00015941
0.0244,179.5,752.7333,4.1935,0.000150547
