Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,147,616.4445,4.1935,0.000123289
0.0002,140.5,589.257,4.194,0.000117851
0.0004,126.5,530.3513,4.1925,0.00010607
0.0006,148,620.638,4.1935,0.000124128
0.0008,146,612.251,4.1935,0.00012245
0.001,140,587.16,4.194,0.000117432
0.0012,125,524.0625,4.1925,0.000104813
0.0014,142.5,597.5737,4.1935,0.000119515
0.0016,144.5,605.9608,4.1935,0.000121192
0.0018,142.5,597.645,4.194,0.000119529
0.002,125.5,526.3469,4.194,0.000105269
0.0022,124,519.994,4.1935,0.000103999
0.0024,125,524.25,4.194,0.00010485
0.0026,125.5,526.3469,4.194,0.000105269
0.0028,126,528.255,4.1925,0.000105651
0.003,160.5,673.0568,4.1935,0.000134611
0.0032,175,733.8625,4.1935,0.000146773
0.0034,167.5,702.4113,4.1935,0.000140482
0.0036,155.5,652.0892,4.1935,0.000130418
0.0038,154.5,647.8958,4.1935,0.000129579
0.004,173,725.4755,4.1935,0.000145095
0.0042,172.5,723.2063,4.1925,0.000144641
0.0044,161.5,677.2502,4.1935,0.00013545
0.0046,160,670.96,4.1935,0.000134192
0.0048,179,750.4575,4.1925,0.000150092
0.005,176.5,740.1528,4.1935,0.000148031
0.0052,166,696.121,4.1935,0.000139224
0.0054,152.5,639.5087,4.1935,0.000127902
0.0056,172,721.11,4.1925,0.000144222
0.0058,173,725.4755,4.1935,0.000145095
0.006,174,729.669,4.1935,0.000145934
0.0062,154.5,647.7413,4.1925,0.000129548
0.0064,175,733.8625,4.1935,0.000146773
0.0066,175.5,736.0469,4.194,0.000147209
0.0068,173.5,727.5723,4.1935,0.000145514
0.007,154,645.645,4.1925,0.000129129
0.0072,173,725.4755,4.1935,0.000145095
0.0074,174,729.669,4.1935,0.000145934
0.0076,173.5,727.6589,4.194,0.000145532
0.0078,151.5,635.3152,4.1935,0.000127063
0.008,149.5,626.9283,4.1935,0.000125386
0.0082,146.5,614.3478,4.1935,0.00012287
0.0084,147,616.5179,4.194,0.000123304
0.0086,127.5,534.5438,4.1925,0.000106909
0.0088,138.5,580.7997,4.1935,0.00011616
0.009,146.5,614.3478,4.1935,0.00012287
0.0092,147,616.4445,4.1935,0.000123289
0.0094,130.5,547.2518,4.1935,0.00010945
0.0096,135.5,568.287,4.194,0.000113657
0.0098,147,616.4445,4.1935,0.000123289
0.01,147,616.4445,4.1935,0.000123289
0.0102,133,557.7355,4.1935,0.000111547
0.0104,133.5,559.8323,4.1935,0.000111966
0.0106,148.5,622.7347,4.1935,0.000124547
0.0108,147,616.4445,4.1935,0.000123289
0.011,136.5,572.4128,4.1935,0.000114483
0.0112,130,545.155,4.1935,0.000109031
0.0114,146.5,614.2013,4.1925,0.00012284
0.0116,147,616.4445,4.1935,0.000123289
0.0118,139,582.8965,4.1935,0.000116579
0.012,127.5,534.5438,4.1925,0.000106909
0.0122,146.5,614.3478,4.1935,0.00012287
0.0124,148,620.638,4.1935,0.000124128
0.0126,141.5,593.3802,4.1935,0.000118676
0.0128,126.5,530.3513,4.1925,0.00010607
0.013,146.5,614.3478,4.1935,0.00012287
0.0132,147,616.4445,4.1935,0.000123289
0.0134,144,603.936,4.194,0.000120787
0.0136,124.5,521.9662,4.1925,0.000104393
0.0138,144,603.864,4.1935,0.000120773
0.014,147,616.4445,4.1935,0.000123289
0.0142,146,612.47,4.195,0.000122494
0.0144,125.5,526.1588,4.1925,0.000105232
0.0146,142.5,597.5737,4.1935,0.000119515
0.0148,147,616.5179,4.194,0.000123304
0.015,146,612.324,4.194,0.000122465
0.0152,127,532.5745,4.1935,0.000106515
0.0154,139,582.8965,4.1935,0.000116579
0.0156,147,616.4445,4.1935,0.000123289
0.0158,147,616.5179,4.194,0.000123304
0.016,130,545.155,4.1935,0.000109031
0.0162,136.5,572.4128,4.1935,0.000114483
0.0164,146.5,614.3478,4.1935,0.00012287
0.0166,147,616.4445,4.1935,0.000123289
0.0168,133,557.8019,4.194,0.00011156
0.017,134.5,564.0258,4.1935,0.000112805
0.0172,148,620.638,4.1935,0.000124128
0.0174,146.5,614.421,4.194,0.000122884
0.0176,134.5,564.093,4.194,0.000112819
0.0178,129,540.9615,4.1935,0.000108192
0.018,145,607.9125,4.1925,0.000121583
0.0182,158.5,664.6697,4.1935,0.000132934
0.0184,170,712.895,4.1935,0.000142579
0.0186,154.5,647.8958,4.1935,0.000129579
0.0188,159.5,668.8633,4.1935,0.000133773
0.019,163,683.3775,4.1925,0.000136675
0.0192,161,675.2339,4.194,0.000135047
0.0194,167.5,702.2438,4.1925,0.000140449
0.0196,203.5,853.3773,4.1935,0.000170675
0.0198,207,868.0545,4.1935,0.000173611
0.02,210,880.7399,4.194,0.000176148
0.0202,178,746.265,4.1925,0.000149253
0.0204,186,779.991,4.1935,0.000155998
0.0206,196,821.926,4.1935,0.000164385
