Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),
0,256,1073.536,4.1935,0.000214707
0.0002,245.5,1029.5043,4.1935,0.000205901
0.0004,241,1010.6335,4.1935,0.000202127
0.0006,254.5,1067.2457,4.1935,0.000213449
0.0008,253,1060.9554,4.1935,0.000212191
0.001,247.5,1037.8912,4.1935,0.000207578
0.0012,233,977.0855,4.1935,0.000195417
0.0014,251,1052.5685,4.1935,0.000210514
0.0016,260.5,1092.4067,4.1935,0.000218481
0.0018,272,1140.7679,4.194,0.000228154
0.002,253.5,1063.0524,4.1935,0.00021261
0.0022,277.5,1163.6963,4.1935,0.000232739
0.0024,278.5,1167.8898,4.1935,0.000233578
0.0026,269.5,1130.1483,4.1935,0.00022603
0.0028,246.5,1033.4513,4.1925,0.00020669
0.003,269.5,1130.1483,4.1935,0.00022603
0.0032,263.5,1104.9873,4.1935,0.000220997
0.0034,252.5,1058.8588,4.1935,0.000211772
0.0036,239.5,1004.1038,4.1925,0.000200821
0.0038,257,1077.4725,4.1925,0.000215495
0.004,258.5,1084.1489,4.194,0.00021683
0.0042,259,1086.1165,4.1935,0.000217223
0.0044,241,1010.3925,4.1925,0.000202079
0.0046,250.5,1050.4718,4.1935,0.000210094
0.0048,259,1085.8575,4.1925,0.000217172
0.005,261,1094.5035,4.1935,0.000218901
0.0052,242,1014.827,4.1935,0.000202965
0.0054,247,1035.918,4.194,0.000207184
0.0056,261,1094.6339,4.194,0.000218927
0.0058,259.5,1088.2133,4.1935,0.000217643
0.006,244,1023.214,4.1935,0.000204643
0.0062,246,1031.355,4.1925,0.000206271
0.0064,278,1165.515,4.1925,0.000233103
0.0066,280.5,1175.9963,4.1925,0.000235199
0.0068,270,1132.245,4.1935,0.000226449
0.007,265.5,1113.1088,4.1925,0.000222622
0.0072,280,1174.1801,4.1935,0.000234836
0.0074,279.5,1172.0833,4.1935,0.000234417
0.0076,275,1153.2125,4.1935,0.000230643
0.0078,262,1098.4351,4.1925,0.000219687
0.008,291.5,1222.4053,4.1935,0.000244481
0.0082,290.5,1218.3569,4.194,0.000243671
0.0084,280.5,1176.2767,4.1935,0.000235255
0.0086,263,1102.8905,4.1935,0.000220578
0.0088,284,1190.67,4.1925,0.000238134
0.009,282.5,1184.3812,4.1925,0.000236876
0.0092,277,1161.5995,4.1935,0.00023232
0.0094,257.5,1079.8263,4.1935,0.000215965
0.0096,279.5,1172.0833,4.1935,0.000234417
0.0098,280.5,1175.9963,4.1925,0.000235199
0.01,280,1174.1801,4.1935,0.000234836
0.0102,260.5,1092.1462,4.1925,0.000218429
0.0104,280,1173.9,4.1925,0.00023478
0.0106,281.5,1180.1888,4.1925,0.000236038
0.0108,281,1178.3735,4.1935,0.000235675
0.011,263.5,1104.9873,4.1935,0.000220997
0.0112,273.5,1146.9222,4.1935,0.000229384
0.0114,278.5,1167.6113,4.1925,0.000233522
0.0116,284,1190.954,4.1935,0.000238191
0.0118,255,1069.3425,4.1935,0.000213869
0.012,244,1022.97,4.1925,0.000204594
0.0122,263.5,1104.9873,4.1935,0.000220997
0.0124,258,1082.0519,4.194,0.00021641
0.0126,238.5,1000.1498,4.1935,0.00020003
0.0128,241,1010.6335,4.1935,0.000202127
0.013,261.5,1096.3387,4.1925,0.000219268
0.0132,269,1127.7825,4.1925,0.000225557
0.0134,244,1023.214,4.1935,0.000204643
0.0136,236.5,991.8809,4.194,0.000198376
0.0138,252,1056.762,4.1935,0.000211352
0.014,249.5,1046.0288,4.1925,0.000209206
0.0142,244.5,1025.3108,4.1935,0.000205062
0.0144,230,964.505,4.1935,0.000192901
0.0146,238,997.815,4.1925,0.000199563
0.0148,262.5,1100.5312,4.1925,0.000220106
0.015,267,1119.6646,4.1935,0.000223933
0.0152,286.5,1201.1512,4.1925,0.00024023
0.0154,322.5,1352.0813,4.1925,0.000270416
0.0156,331,1388.0485,4.1935,0.00027761
0.0158,350.5,1469.8218,4.1935,0.000293964
0.016,336,1408.6801,4.1925,0.000281736
0.0162,336.5,1410.7762,4.1925,0.000282155
0.0164,330.5,1385.6213,4.1925,0.000277124
0.0166,348,1459.338,4.1935,0.000291868
0.0168,304.5,1276.9208,4.1935,0.000255384
0.017,318,1333.533,4.1935,0.000266707
0.0172,368,1543.208,4.1935,0.000308642
0.0174,395,1656.0376,4.1925,0.000331208
0.0176,387,1622.8845,4.1935,0.000324577
0.0178,386,1618.691,4.1935,0.000323738
0.018,392,1643.4601,4.1925,0.000328692
0.0182,389,1631.2715,4.1935,0.000326254
0.0184,329,1379.3325,4.1925,0.000275866
0.0186,300,1258.05,4.1935,0.00025161
0.0188,337.5,1414.9688,4.1925,0.000282994
0.019,341,1429.6426,4.1925,0.000285928
0.0192,336,1409.016,4.1935,0.000281803
0.0194,319,1337.7266,4.1935,0.000267545
0.0196,333.5,1398.699,4.194,0.00027974
0.0198,322,1350.307,4.1935,0.000270061
0.02,280,1174.1801,4.1935,0.000234836
0.0202,262.5,1100.5312,4.1925,0.000220106
0.0204,281,1178.0925,4.1925,0.000235618
0.0206,282,1182.285,4.1925,0.000236457
0.0208,279.5,1172.2229,4.194,0.000234445
0.021,251,1052.5685,4.1935,0.000210514
0.0212,258,1081.923,4.1935,0.000216385
0.0214,249.5,1046.2783,4.1935,0.000209256
0.0216,259,1086.1165,4.1935,0.000217223
0.0218,252,1056.51,4.1925,0.000211302
0.022,271,1136.4385,4.1935,0.000227288
0.0222,282,1182.0031,4.1915,0.000236401
0.0224,287,1203.5345,4.1935,0.000240707
0.0226,270.5,1134.0713,4.1925,0.000226814
0.0228,294,1232.5951,4.1925,0.000246519
0.023,310,1299.985,4.1935,0.000259997
0.0232,307.5,1289.5012,4.1935,0.0002579
